date,mmwr_wk,year,location,distributed,administered,total_cases,total_deaths
2021-09-25,38,2021,OR,6694915,5190526,322183,3691
2021-10-02,39,2021,OR,6766785,5257395,332796,3817
2021-10-09,40,2021,OR,6886515,5353529,342073,3988
2021-10-16,41,2021,OR,6983905,5435188,349852,4169
2021-10-23,42,2021,OR,7109115,5510358,357526,4284
2021-10-30,43,2021,OR,7330455,5626005,365053,4372
2020-12-19,51,2020,PA,111150,15119,557426,13825
2020-12-26,52,2020,PA,291825,80927,612913,14883
2021-01-02,53,2021,PA,471500,155983,664958,16239
2021-01-09,1,2021,PA,807850,272602,721578,17667
2021-01-16,2,2021,PA,1070650,510891,769900,19188
2021-01-23,3,2021,PA,1564125,695870,807820,20526
2021-01-30,4,2021,PA,1976925,1032426,846991,21602
2021-02-06,5,2021,PA,2292500,1338491,873652,22396
2021-02-13,6,2021,PA,2682600,1678229,899209,23072
2021-02-20,7,2021,PA,2989725,2231800,918006,23570
2021-02-27,8,2021,PA,3915545,2676006,936036,24000
2021-03-06,9,2021,PA,4641045,3298800,953246,24317
2021-03-13,10,2021,PA,5446125,4093668,970371,24573
2021-03-20,11,2021,PA,6257455,4637450,990693,24774
2021-03-27,12,2021,PA,7164385,5670930,1015789,24986
2021-04-03,13,2021,PA,8174805,6551136,1045758,25188
2021-04-10,14,2021,PA,9541785,7457814,1075587,25402
2021-04-17,15,2021,PA,10649235,8391487,1110315,25661
2021-04-24,16,2021,PA,11822805,9430907,1137444,25983
2021-05-01,17,2021,PA,12877055,10238628,1160428,26253
2021-05-08,18,2021,PA,13571705,10877689,1178460,26532
2021-05-15,19,2021,PA,14115885,11456614,1191152,26749
2021-05-22,20,2021,PA,14630805,12070286,1200806,27029
2021-05-29,21,2021,PA,15063565,12521140,1207248,27203
2021-06-05,22,2021,PA,15248525,12874233,1211209,27349
2021-06-12,23,2021,PA,15354715,13212289,1213911,27457
2021-06-19,24,2021,PA,15473895,13571908,1215671,27560
2021-06-26,25,2021,PA,15602965,13794966,1216957,27643
2021-07-03,26,2021,PA,15692205,13972721,1218092,27705
2021-07-10,27,2021,PA,15853755,14103639,1219345,27745
2021-07-17,28,2021,PA,15958205,14249455,1221556,27790
2021-07-24,29,2021,PA,16134605,14404712,1225091,27823
2021-07-31,30,2021,PA,16304505,14548512,1231056,27852
2021-08-07,31,2021,PA,16532365,14753470,1241031,27902
2021-08-14,32,2021,PA,16901545,14929940,1253869,27966
2021-08-21,33,2021,PA,17371305,15121080,1271038,28075
2021-08-28,34,2021,PA,17806425,15331833,1292437,28208
2021-09-04,35,2021,PA,18178055,15536659,1316505,28380
2021-09-11,36,2021,PA,18417345,15709016,1343444,28566
2021-09-18,37,2021,PA,18886495,15871428,1375864,28845
2021-09-25,38,2021,PA,19217985,16060178,1407792,29128
2021-10-02,39,2021,PA,19438775,16275456,1438684,29488
2021-10-09,40,2021,PA,19735145,16612413,1475457,29907
2021-10-16,41,2021,PA,20077865,16850254,1506609,30418
2021-10-23,42,2021,PA,20445385,17198354,1534882,30964
2021-10-30,43,2021,PA,21157695,17593729,1561825,31413
2020-12-19,51,2020,RI,9750,1054,78680,1738
2020-12-26,52,2020,RI,34375,8883,84134,1848
2021-01-02,53,2021,RI,58750,18829,91177,1948
2021-01-09,1,2021,RI,72175,31916,99017,2054
2021-01-16,2,2021,RI,108425,49742,105448,2158
2021-01-23,3,2021,RI,149225,63249,110694,2263
2021-01-30,4,2021,RI,173225,88094,115010,2342
2021-02-06,5,2021,RI,192300,111830,118389,2411
2021-02-13,6,2021,RI,228650,136904,121005,2475
2021-02-20,7,2021,RI,246175,190896,123310,2513
2021-02-27,8,2021,RI,308415,245606,125822,2539
2021-03-06,9,2021,RI,387365,310283,128263,2560
2021-03-13,10,2021,RI,463415,367414,130558,2580
2021-03-20,11,2021,RI,513495,440476,132918,2607
2021-03-27,12,2021,RI,616065,515234,135767,2620
2021-04-03,13,2021,RI,684165,596183,138705,2634
2021-04-10,14,2021,RI,803105,680525,141631,2643
2021-04-17,15,2021,RI,895785,764641,144440,2658
2021-04-24,16,2021,RI,1065185,844870,146495,2667
2021-05-01,17,2021,RI,1151925,925022,148186,2682
2021-05-08,18,2021,RI,1289815,977207,149486,2695
2021-05-15,19,2021,RI,1357925,1049272,150388,2706
2021-05-22,20,2021,RI,1441235,1115126,151053,2712
2021-05-29,21,2021,RI,1459925,1154089,151444,2717
2021-06-05,22,2021,RI,1487085,1181278,151662,2723
2021-06-12,23,2021,RI,1491055,1208840,151837,2725
2021-06-19,24,2021,RI,1496785,1244088,151987,2729
2021-06-26,25,2021,RI,1509315,1264054,152121,2734
2021-07-03,26,2021,RI,1515025,1282001,152248,2736
2021-07-10,27,2021,RI,1528665,1293080,152393,2737
2021-07-17,28,2021,RI,1534155,1305234,152690,2740
2021-07-24,29,2021,RI,1551765,1317086,153235,2741
2021-07-31,30,2021,RI,1565265,1329473,154294,2742
2021-08-07,31,2021,RI,1573885,1342273,155810,2745
2021-08-14,32,2021,RI,1590895,1355650,157663,2750
2021-08-21,33,2021,RI,1612785,1370483,159773,2758
2021-08-28,34,2021,RI,1631985,1387179,161891,2770
2021-09-04,35,2021,RI,1648185,1404114,164096,2777
2021-09-11,36,2021,RI,1665025,1418514,166266,2802
2021-09-18,37,2021,RI,1689735,1433284,168713,2819
2021-09-25,38,2021,RI,1698635,1448693,170982,2831
2021-10-02,39,2021,RI,1704825,1465732,172993,2845
2021-10-09,40,2021,RI,1739855,1492536,174921,2854
2021-10-16,41,2021,RI,1758975,1509562,176805,2862
2021-10-23,42,2021,RI,1794565,1530159,177998,2872
2021-10-30,43,2021,RI,1851895,1564114,179405,2878
2020-12-19,51,2020,SC,42900,14446,275992,5073
2020-12-26,52,2020,SC,106825,34502,299756,5364
2021-01-02,53,2021,SC,156125,52607,329068,5713
2021-01-09,1,2021,SC,255450,162810,366820,6122
2021-01-16,2,2021,SC,349150,165795,402667,6599
2021-01-23,3,2021,SC,453250,249155,434157,7118
2021-01-30,4,2021,SC,560150,407860,460906,7595
2021-02-06,5,2021,SC,684700,542879,480914,8015
2021-02-13,6,2021,SC,891450,674843,497693,8321
2021-02-20,7,2021,SC,1066275,879776,511562,8556
2021-02-27,8,2021,SC,1339205,1057969,521790,8735
2021-03-06,9,2021,SC,1642615,1284575,530381,8875
2021-03-13,10,2021,SC,1935035,1583500,537039,9010
2021-03-20,11,2021,SC,2235235,1745511,544123,9111
2021-03-27,12,2021,SC,2652225,2017582,550732,9187
2021-04-03,13,2021,SC,3053895,2244467,557077,9258
2021-04-10,14,2021,SC,3494775,2591420,562763,9336
2021-04-17,15,2021,SC,3914045,2866181,569388,9409
2021-04-24,16,2021,SC,4313565,3058387,575166,9482
2021-05-01,17,2021,SC,4577065,3273403,579868,9556
2021-05-08,18,2021,SC,4728205,3413651,584093,9614
2021-05-15,19,2021,SC,4855205,3543196,587395,9670
2021-05-22,20,2021,SC,4975315,3663402,589931,9715
2021-05-29,21,2021,SC,5082625,3752709,592232,9748
2021-06-05,22,2021,SC,5148805,3840830,593704,9777
2021-06-12,23,2021,SC,5182325,3919185,595083,9803
2021-06-19,24,2021,SC,5238505,4017725,596237,9827
2021-06-26,25,2021,SC,5280175,4125477,597249,9841
2021-07-03,26,2021,SC,5309865,4213791,598566,9869
2021-07-10,27,2021,SC,5369875,4253849,600381,9887
2021-07-17,28,2021,SC,5405005,4299163,603619,9902
2021-07-24,29,2021,SC,5475705,4348186,609248,9927
2021-07-31,30,2021,SC,5588815,4410827,620752,9961
2021-08-07,31,2021,SC,5705855,4482515,639205,10041
2021-08-14,32,2021,SC,5826975,4565307,661607,10197
2021-08-21,33,2021,SC,6069885,4660655,688504,10415
2021-08-28,34,2021,SC,6225815,4764482,722659,10721
2021-09-04,35,2021,SC,6434605,4885894,761480,11125
2021-09-11,36,2021,SC,6569085,4984526,795192,11535
2021-09-18,37,2021,SC,6696225,5097475,825690,11995
2021-09-25,38,2021,SC,6763165,5191472,847792,12450
2021-10-02,39,2021,SC,6912355,5290045,864753,12861
2021-10-09,40,2021,SC,7073085,5411793,877141,13191
2021-10-16,41,2021,SC,7254895,5506107,885880,13426
2021-10-23,42,2021,SC,7399605,5586113,892191,13580
2021-10-30,43,2021,SC,7665865,5708792,896637,13753
2020-12-19,51,2020,SD,7800,3427,94336,1350
2020-12-26,52,2020,SD,28250,13434,96963,1446
2021-01-02,53,2021,SD,47975,27799,99829,1501
2021-01-09,1,2021,SD,67925,41691,102901,1570
2021-01-16,2,2021,SD,93675,59137,105278,1633
2021-01-23,3,2021,SD,106575,77200,106963,1696
2021-01-30,4,2021,SD,130700,102847,108070,1775
2021-02-06,5,2021,SD,161150,127592,109132,1804
2021-02-13,6,2021,SD,182025,155026,110205,1838
2021-02-20,7,2021,SD,266970,225848,111165,1859
2021-02-27,8,2021,SD,329300,269289,112293,1886
2021-03-06,9,2021,SD,399640,314577,113378,1898
2021-03-13,10,2021,SD,457035,360667,114493,1909
2021-03-20,11,2021,SD,520635,414458,115723,1922
2021-03-27,12,2021,SD,581525,471664,117081,1933
2021-04-03,13,2021,SD,667495,529897,118361,1938
2021-04-10,14,2021,SD,740285,584224,119705,1946
2021-04-17,15,2021,SD,802795,627721,121056,1953
2021-04-24,16,2021,SD,859215,669294,121986,1958
2021-05-01,17,2021,SD,904095,710757,122688,1967
2021-05-08,18,2021,SD,910375,731351,123258,1980
2021-05-15,19,2021,SD,922975,748761,123657,1991
2021-05-22,20,2021,SD,931135,764345,123921,2001
2021-05-29,21,2021,SD,936015,774765,124171,2010
2021-06-05,22,2021,SD,940665,780713,124264,2022
2021-06-12,23,2021,SD,946035,794815,124343,2026
2021-06-19,24,2021,SD,952065,805461,124401,2027
2021-06-26,25,2021,SD,957565,814624,124498,2030
2021-07-03,26,2021,SD,960725,823175,124593,2038
2021-07-10,27,2021,SD,972075,829025,124686,2039
2021-07-17,28,2021,SD,975045,834754,124846,2040
2021-07-24,29,2021,SD,985735,842628,125062,2041
2021-07-31,30,2021,SD,996865,851237,125375,2043
2021-08-07,31,2021,SD,1006495,862084,125961,2050
2021-08-14,32,2021,SD,1024135,872212,126805,2052
2021-08-21,33,2021,SD,1047165,883740,128405,2057
2021-08-28,34,2021,SD,1082175,896428,130929,2063
2021-09-04,35,2021,SD,1104305,912429,134308,2074
2021-09-11,36,2021,SD,1121475,923454,136947,2085
2021-09-18,37,2021,SD,1152025,935372,140104,2101
2021-09-25,38,2021,SD,1164985,946118,142927,2126
2021-10-02,39,2021,SD,1204845,963386,145595,2150
2021-10-09,40,2021,SD,1225985,979555,147927,2172
2021-10-16,41,2021,SD,1259065,994702,150113,2193
2021-10-23,42,2021,SD,1286805,1002759,152308,2218
2021-10-30,43,2021,SD,1348745,1027480,154482,2235
2020-12-19,51,2020,TN,56550,339,528723,6624
2020-12-26,52,2020,TN,163325,52428,565619,7314
2021-01-02,53,2021,TN,302950,122215,612368,7975
2021-01-09,1,2021,TN,456900,211457,659209,8711
2021-01-16,2,2021,TN,656350,321975,688931,9382
2021-01-23,3,2021,TN,838825,424152,711961,10008
2021-01-30,4,2021,TN,998875,574142,730918,10510
2021-02-06,5,2021,TN,1156975,752298,746395,10840
2021-02-13,6,2021,TN,1357425,926787,759477,11099
2021-02-20,7,2021,TN,1477175,1097826,766953,11317
2021-02-27,8,2021,TN,1965740,1301529,776055,11463
2021-03-06,9,2021,TN,2305870,1580755,783613,11576
2021-03-13,10,2021,TN,2718400,1865861,791510,11721
2021-03-20,11,2021,TN,3145950,2141857,799891,11810
2021-03-27,12,2021,TN,3554800,2477807,808149,11882
2021-04-03,13,2021,TN,4119970,2863871,815745,11944
2021-04-10,14,2021,TN,4635700,3189476,823811,12016
2021-04-17,15,2021,TN,5103860,3501468,831968,12087
2021-04-24,16,2021,TN,5396000,3803194,839127,12160
2021-05-01,17,2021,TN,5555100,4055175,845452,12226
2021-05-08,18,2021,TN,5670600,4306550,850974,12293
2021-05-15,19,2021,TN,5806670,4511374,855259,12356
2021-05-22,20,2021,TN,5960840,4709229,858663,12420
2021-05-29,21,2021,TN,6086730,4824878,861016,12466
2021-06-05,22,2021,TN,6162790,4906946,862646,12497
2021-06-12,23,2021,TN,6201110,4984728,863963,12530
2021-06-19,24,2021,TN,7255050,5140035,865024,12561
2021-06-26,25,2021,TN,6299240,5216022,866201,12597
2021-07-03,26,2021,TN,6335010,5476515,867826,12622
2021-07-10,27,2021,TN,6431980,5530977,870650,12650
2021-07-17,28,2021,TN,6489350,5598022,875287,12687
2021-07-24,29,2021,TN,6607760,5669440,884103,12746
2021-07-31,30,2021,TN,6751740,5755732,899905,12821
2021-08-07,31,2021,TN,6923570,5858066,923203,12951
2021-08-14,32,2021,TN,7147290,5971286,955253,13162
2021-08-21,33,2021,TN,7503410,6106855,1001137,13406
2021-08-28,34,2021,TN,7777010,6259750,1059564,13677
2021-09-04,35,2021,TN,8061540,6416526,1114429,14014
2021-09-11,36,2021,TN,8222180,6543044,1159174,14383
2021-09-18,37,2021,TN,8424550,6674595,1194385,14804
2021-09-25,38,2021,TN,8524090,6789729,1219367,15239
2021-10-02,39,2021,TN,8656450,6911589,1239545,15518
2021-10-09,40,2021,TN,8848720,7071558,1255216,15760
2021-10-16,41,2021,TN,9016900,7188007,1265573,15880
2021-10-23,42,2021,TN,9151930,7292468,1272558,16158
2021-10-30,43,2021,TN,9401140,7457053,1280265,16351
2020-12-19,51,2020,TX,224250,119518,1573888,28318
2020-12-26,52,2020,TX,659025,264819,1660551,29948
2021-01-02,53,2021,TX,1122725,546658,1777246,31823
2021-01-09,1,2021,TX,1816850,1017893,1938551,34181
2021-01-16,2,2021,TX,2088125,1476229,2097560,36563
2021-01-23,3,2021,TX,3070825,1727869,2228961,38815
2021-01-30,4,2021,TX,3659550,2340658,2349142,40928
2021-02-06,5,2021,TX,4402275,3107936,2476783,42676
2021-02-13,6,2021,TX,5098825,4007986,2553127,44095
2021-02-20,7,2021,TX,5602100,4614697,2583617,45317
2021-02-27,8,2021,TX,7615175,5394961,2640209,46301
2021-03-06,9,2021,TX,9250505,6829275,2683865,47057
2021-03-13,10,2021,TX,10967665,8261238,2715755,47660
2021-03-20,11,2021,TX,12613635,9428516,2743179,48175
2021-03-27,12,2021,TX,14660795,10700661,2768665,48560
2021-04-03,13,2021,TX,16832185,12565129,2791810,48859
2021-04-10,14,2021,TX,19312495,14685955,2816097,49145
2021-04-17,15,2021,TX,21453555,16419173,2839660,49435
2021-04-24,16,2021,TX,23721275,17782171,2862938,49722
2021-05-01,17,2021,TX,25514685,19090255,2886713,49980
2021-05-08,18,2021,TX,27376775,20060525,2903694,50229
2021-05-15,19,2021,TX,28654065,20981555,2919239,50461
2021-05-22,20,2021,TX,29660595,22041180,2931314,50672
2021-05-29,21,2021,TX,30384105,22847875,2943316,50883
2021-06-05,22,2021,TX,30856235,23383001,2952601,51042
2021-06-12,23,2021,TX,31153065,24127329,2967034,51174
2021-06-19,24,2021,TX,31438315,24909954,2975175,51294
2021-06-26,25,2021,TX,31798045,25394826,2984022,51409
2021-07-03,26,2021,TX,31925105,25878519,2994052,51493
2021-07-10,27,2021,TX,32252315,26195987,3006425,51519
2021-07-17,28,2021,TX,32505445,26551336,3027139,51640
2021-07-24,29,2021,TX,32896195,26882095,3062715,51830
2021-07-31,30,2021,TX,33560945,27420863,3125699,52085
2021-08-07,31,2021,TX,34349515,27952207,3219300,52435
2021-08-14,32,2021,TX,35305205,28577758,3318801,53048
2021-08-21,33,2021,TX,36739015,29200537,3433281,53928
2021-08-28,34,2021,TX,38204045,29929804,3547835,55251
2021-09-04,35,2021,TX,39269885,30554911,3678922,56903
2021-09-11,36,2021,TX,40417915,31035586,3800528,58689
2021-09-18,37,2021,TX,41143165,31684272,3917282,60674
2021-09-25,38,2021,TX,41565815,32156001,3996847,62786
2021-10-02,39,2021,TX,42069505,32478792,4065735,64590
2021-10-09,40,2021,TX,42743725,33018004,4119056,66332
2021-10-16,41,2021,TX,43229505,33438514,4162041,67724
2021-10-23,42,2021,TX,43819645,33847281,4192541,69001
2021-10-30,43,2021,TX,44779195,34509513,4221582,69922
2020-12-19,51,2020,UT,23400,1704,248970,1148
2020-12-26,52,2020,UT,83225,16694,264078,1212
2021-01-02,53,2021,UT,143950,44565,281654,1294
2021-01-09,1,2021,UT,207500,71933,303723,1390
2021-01-16,2,2021,UT,268175,141231,322252,1485
2021-01-23,3,2021,UT,341725,202729,334889,1582
2021-01-30,4,2021,UT,401375,286501,345430,1663
2021-02-06,5,2021,UT,493525,400285,353700,1733
2021-02-13,6,2021,UT,579700,510267,360584,1790
2021-02-20,7,2021,UT,658750,610074,366034,1842
2021-02-27,8,2021,UT,820950,687876,370770,1929
2021-03-06,9,2021,UT,993140,832435,374438,1975
2021-03-13,10,2021,UT,1144940,977728,377983,2021
2021-03-20,11,2021,UT,1321750,1070976,381254,2060
2021-03-27,12,2021,UT,1500500,1275570,384173,2101
2021-04-03,13,2021,UT,1733400,1466038,386997,2132
2021-04-10,14,2021,UT,1954460,1662200,389760,2159
2021-04-17,15,2021,UT,2166920,1871042,392509,2164
2021-04-24,16,2021,UT,2367760,2035354,395150,2180
2021-05-01,17,2021,UT,2556860,2167644,397733,2203
2021-05-08,18,2021,UT,2733780,2263380,400120,2223
2021-05-15,19,2021,UT,2933850,2383232,402325,2258
2021-05-22,20,2021,UT,3044940,2514226,404246,2290
2021-05-29,21,2021,UT,3100720,2562531,405851,2301
2021-06-05,22,2021,UT,3154510,2618279,407419,2311
2021-06-12,23,2021,UT,3168840,2673373,409364,2323
2021-06-19,24,2021,UT,3196670,2759029,411322,2328
2021-06-26,25,2021,UT,3215920,2808519,413668,2355
2021-07-03,26,2021,UT,3229880,2857217,416397,2379
2021-07-10,27,2021,UT,3276200,2896443,419388,2395
2021-07-17,28,2021,UT,3299590,2927539,423136,2414
2021-07-24,29,2021,UT,3333680,2958929,427552,2429
2021-07-31,30,2021,UT,3381470,3005542,433215,2456
2021-08-07,31,2021,UT,3432400,3056260,439151,2497
2021-08-14,32,2021,UT,3509700,3092465,445192,2529
2021-08-21,33,2021,UT,3630450,3167929,452561,2576
2021-08-28,34,2021,UT,3738970,3228617,460984,2624
2021-09-04,35,2021,UT,3860140,3270554,470593,2665
2021-09-11,36,2021,UT,3883820,3315205,481383,2729
2021-09-18,37,2021,UT,3935930,3363011,492116,2792
2021-09-25,38,2021,UT,3966340,3409051,501756,2876
2021-10-02,39,2021,UT,4043830,3444699,511309,2945
2021-10-09,40,2021,UT,4125880,3525024,521281,3001
2021-10-16,41,2021,UT,4196990,3583984,530159,3074
2021-10-23,42,2021,UT,4278930,3641187,538895,3128
2021-10-30,43,2021,UT,4434510,3699220,549882,3208
2020-12-19,51,2020,VA,72150,271,306848,4650
2020-12-26,52,2020,VA,259600,38184,333576,4854
2021-01-02,53,2021,VA,431975,94520,363765,5124
2021-01-09,1,2021,VA,556525,206627,398856,5383
2021-01-16,2,2021,VA,851625,297028,439305,5729
2021-01-23,3,2021,VA,1069725,429297,472447,6078
2021-01-30,4,2021,VA,1232350,785920,504779,6464
2021-02-06,5,2021,VA,1387775,1052577,529125,6778
2021-02-13,6,2021,VA,1596425,1330305,549999,7012
2021-02-20,7,2021,VA,1948550,1671217,564115,7331
2021-02-27,8,2021,VA,2536495,2002734,576050,8552
2021-03-06,9,2021,VA,2881325,2392680,585700,9596
2021-03-13,10,2021,VA,3291575,2827745,594735,10019
2021-03-20,11,2021,VA,3820055,3243652,604904,10117
2021-03-27,12,2021,VA,4489825,3668360,615367,10199
2021-04-03,13,2021,VA,5206295,4375147,625148,10329
2021-04-10,14,2021,VA,5965125,4960277,635552,10472
2021-04-17,15,2021,VA,6777945,5593318,646133,10581
2021-04-24,16,2021,VA,7521285,6196880,654210,10691
2021-05-01,17,2021,VA,8229955,6751219,661314,10791
2021-05-08,18,2021,VA,8689335,7185843,666650,10895
2021-05-15,19,2021,VA,9189605,7581907,670184,11018
2021-05-22,20,2021,VA,9517055,7987791,673029,11106
2021-05-29,21,2021,VA,9792225,8303622,675392,11173
2021-06-05,22,2021,VA,10019835,8480493,676741,11236
2021-06-12,23,2021,VA,10131205,8734153,677745,11308
2021-06-19,24,2021,VA,10225595,9001714,678600,11348
2021-06-26,25,2021,VA,10328085,9134968,679754,11393
2021-07-03,26,2021,VA,10385865,9291578,680988,11424
2021-07-10,27,2021,VA,10503275,9380725,682552,11450
2021-07-17,28,2021,VA,10566455,9481212,685372,11483
2021-07-24,29,2021,VA,10723465,9572912,689725,11507
2021-07-31,30,2021,VA,10839065,9679982,696866,11534
2021-08-07,31,2021,VA,11001305,9792373,707990,11571
2021-08-14,32,2021,VA,11158175,9922363,722075,11618
2021-08-21,33,2021,VA,11472885,10053168,739243,11680
2021-08-28,34,2021,VA,11717005,10169860,760936,11820
2021-09-04,35,2021,VA,12019715,10328365,784135,11923
2021-09-11,36,2021,VA,12249975,10459890,808814,12082
2021-09-18,37,2021,VA,12557955,10630941,833723,12303
2021-09-25,38,2021,VA,12677255,10777222,855689,12586
2021-10-02,39,2021,VA,12818065,10923954,874727,12883
2021-10-09,40,2021,VA,13079385,11127070,892333,13155
2021-10-16,41,2021,VA,13310945,11300409,906030,13467
2021-10-23,42,2021,VA,13562305,11470954,916504,13708
2021-10-30,43,2021,VA,14039405,11742275,926179,13948
2020-12-19,51,2020,VI,975,113,1921,23
2020-12-26,52,2020,VI,3450,298,1988,23
2021-01-02,53,2021,VI,4925,706,2041,23
2021-01-09,1,2021,VI,7875,1652,2143,24
2021-01-16,2,2021,VI,11825,1970,2252,24
2021-01-23,3,2021,VI,13525,3355,2341,24
2021-01-30,4,2021,VI,17075,5967,2421,24
2021-02-06,5,2021,VI,20625,9466,2466,24
2021-02-13,6,2021,VI,26425,12182,2524,25
2021-02-20,7,2021,VI,26425,15826,2579,25
2021-02-27,8,2021,VI,36080,19118,2646,25
2021-03-06,9,2021,VI,40420,23014,2735,25
2021-03-13,10,2021,VI,46500,27189,2767,25
2021-03-20,11,2021,VI,46800,32072,2852,25
2021-03-27,12,2021,VI,55690,37770,2907,26
2021-04-03,13,2021,VI,61940,43825,2931,26
2021-04-10,14,2021,VI,62540,50238,2971,26
2021-04-17,15,2021,VI,63440,56128,3028,26
2021-04-24,16,2021,VI,65880,59447,3083,27
2021-05-01,17,2021,VI,66080,62864,3138,27
2021-05-08,18,2021,VI,68520,65502,3216,27
2021-05-15,19,2021,VI,68820,67527,3268,27
2021-05-22,20,2021,VI,71360,69488,3341,27
2021-05-29,21,2021,VI,72730,71094,3450,27
2021-06-05,22,2021,VI,75270,72676,3591,28
2021-06-12,23,2021,VI,76840,74087,3699,28
2021-06-19,24,2021,VI,77240,75954,3770,30
2021-06-26,25,2021,VI,78510,77502,3844,30
2021-07-03,26,2021,VI,78810,78547,3916,30
2021-07-10,27,2021,VI,80630,79651,4033,32
2021-07-17,28,2021,VI,81330,81020,4186,32
2021-07-24,29,2021,VI,83880,82705,4375,35
2021-07-31,30,2021,VI,92580,84799,4629,37
2021-08-07,31,2021,VI,95280,87121,4960,40
2021-08-14,32,2021,VI,98400,89771,5295,41
2021-08-21,33,2021,VI,99240,92302,5605,45
2021-08-28,34,2021,VI,102200,94641,5804,53
2021-09-04,35,2021,VI,102500,96644,6026,60
2021-09-11,36,2021,VI,110340,98374,6250,65
2021-09-18,37,2021,VI,110680,100058,6458,67
2021-09-25,38,2021,VI,113400,101518,6631,69
2021-10-02,39,2021,VI,114920,103330,6811,71
2021-10-09,40,2021,VI,115020,104862,6950,73
2021-10-16,41,2021,VI,115160,106244,7074,78
2021-10-23,42,2021,VI,115260,107554,7134,78
2021-10-30,43,2021,VI,115980,109188,7204,81
2020-12-19,51,2020,VT,6825,1235,5961,116
2020-12-26,52,2020,VT,22125,8010,6543,136
2021-01-02,53,2021,VT,34900,15478,7209,149
2021-01-09,1,2021,VT,48550,24964,8203,155
2021-01-16,2,2021,VT,74000,36326,9226,166
2021-01-23,3,2021,VT,90000,49426,10157,172
2021-01-30,4,2021,VT,99750,63777,10958,177
2021-02-06,5,2021,VT,116075,82992,11805,184
2021-02-13,6,2021,VT,138025,102716,12589,191
2021-02-20,7,2021,VT,159650,132112,13279,198
2021-02-27,8,2021,VT,206910,156929,13954,204
2021-03-06,9,2021,VT,261100,184327,14784,206
2021-03-13,10,2021,VT,292890,231610,15491,212
2021-03-20,11,2021,VT,342960,266120,16329,215
2021-03-27,12,2021,VT,393330,303242,17319,219
2021-04-03,13,2021,VT,457350,360030,18581,227
2021-04-10,14,2021,VT,515960,406472,19603,232
2021-04-17,15,2021,VT,570360,456714,20455,238
2021-04-24,16,2021,VT,633640,515788,21040,239
2021-05-01,17,2021,VT,694440,570823,21556,243
2021-05-08,18,2021,VT,757120,616692,21965,245
2021-05-15,19,2021,VT,808250,667634,22308,246
2021-05-22,20,2021,VT,855540,725780,22529,248
2021-05-29,21,2021,VT,897370,763002,22634,248
2021-06-05,22,2021,VT,904700,788956,22701,249
2021-06-12,23,2021,VT,908200,809876,22750,249
2021-06-19,24,2021,VT,912630,835927,22785,249
2021-06-26,25,2021,VT,919700,844624,22808,249
2021-07-03,26,2021,VT,923760,854417,22835,250
2021-07-10,27,2021,VT,931580,859026,22876,250
2021-07-17,28,2021,VT,936720,864256,22959,250
2021-07-24,29,2021,VT,944740,868792,23103,251
2021-07-31,30,2021,VT,950640,872990,23305,251
2021-08-07,31,2021,VT,955460,877608,23790,252
2021-08-14,32,2021,VT,960340,859352,24442,256
2021-08-21,33,2021,VT,971810,864930,25163,260
2021-08-28,34,2021,VT,982310,871426,26009,264
2021-09-04,35,2021,VT,1000270,877406,26941,269
2021-09-11,36,2021,VT,1014250,882302,27902,272
2021-09-18,37,2021,VT,1026000,888200,29186,285
2021-09-25,38,2021,VT,1034570,892864,30481,293
2021-10-02,39,2021,VT,1054960,901854,31594,304
2021-10-09,40,2021,VT,1084560,921464,32853,317
2021-10-16,41,2021,VT,1108830,937619,34280,329
2021-10-23,42,2021,VT,1129090,951700,35284,336
2021-10-30,43,2021,VT,1165710,974504,36655,344
2020-12-19,51,2020,WA,62400,3327,222614,3104
2020-12-26,52,2020,WA,221150,42229,236673,3184
2021-01-02,53,2021,WA,312100,82464,252871,3461
2021-01-09,1,2021,WA,518450,157244,271340,3698
2021-01-16,2,2021,WA,696075,264510,287962,3903
2021-01-23,3,2021,WA,846625,436997,300037,4114
2021-01-30,4,2021,WA,1031400,643951,311494,4284
2021-02-06,5,2021,WA,1208600,867773,319673,4449
2021-02-13,6,2021,WA,1437825,1121779,327745,4675
2021-02-20,7,2021,WA,1619340,1407229,333539,4822
2021-02-27,8,2021,WA,2245010,1666839,339552,4956
2021-03-06,9,2021,WA,2657880,2071467,344395,5041
2021-03-13,10,2021,WA,3132270,2501778,349236,5123
2021-03-20,11,2021,WA,3586880,2889480,354622,5174
2021-03-27,12,2021,WA,4114320,3330877,360825,5218
2021-04-03,13,2021,WA,4834980,3834378,368175,5278
2021-04-10,14,2021,WA,5514040,4343950,375895,5322
2021-04-17,15,2021,WA,5999170,4874563,385185,5380
2021-04-24,16,2021,WA,6667750,5397121,395064,5434
2021-05-01,17,2021,WA,7368520,5907522,404531,5499
2021-05-08,18,2021,WA,7942520,6293784,413715,5564
2021-05-15,19,2021,WA,8316630,6731255,421799,5619
2021-05-22,20,2021,WA,8615640,7189440,428448,5702
2021-05-29,21,2021,WA,8898290,7565664,435849,5765
2021-06-05,22,2021,WA,9052760,7756152,440057,5836
2021-06-12,23,2021,WA,9180320,8035253,444166,5815
2021-06-19,24,2021,WA,9293435,8307334,447203,5820
2021-06-26,25,2021,WA,9368315,8457955,450404,5902
2021-07-03,26,2021,WA,9413055,8627038,452778,5944
