date,mmwr_wk,year,location,distributed,administered,total_cases,total_deaths
2020-12-19,51,2020,AK,26325,1607,42659,267
2020-12-26,52,2020,AK,45250,11427,44394,271
2021-01-02,53,2021,AK,54975,18401,46530,287
2021-01-09,1,2021,AK,92875,28539,48571,297
2021-01-16,2,2021,AK,149650,54193,50264,300
2021-01-23,3,2021,AK,155700,88344,51663,306
2021-01-30,4,2021,AK,193150,115268,52636,308
2021-02-06,5,2021,AK,248500,139147,53557,309
2021-02-13,6,2021,AK,271550,175138,54488,311
2021-02-20,7,2021,AK,299935,227403,55392,318
2021-02-27,8,2021,AK,342535,259538,56212,323
2021-03-06,9,2021,AK,426715,288625,57088,328
2021-03-13,10,2021,AK,472395,324271,58010,331
2021-03-20,11,2021,AK,520685,362698,58893,333
2021-03-27,12,2021,AK,570465,395650,59965,338
2021-04-03,13,2021,AK,636665,420238,61197,340
2021-04-10,14,2021,AK,706185,455719,62391,341
2021-04-17,15,2021,AK,746705,509843,63439,341
2021-04-24,16,2021,AK,759125,536961,64503,341
2021-05-01,17,2021,AK,769205,560662,65498,341
2021-05-08,18,2021,AK,777945,571320,66196,343
2021-05-15,19,2021,AK,792755,583641,66726,347
2021-05-22,20,2021,AK,802575,598449,67137,362
2021-05-29,21,2021,AK,806335,610038,67429,362
2021-06-05,22,2021,AK,814795,618609,67664,362
2021-06-12,23,2021,AK,819965,629530,67843,366
2021-06-19,24,2021,AK,825625,638888,68005,366
2021-06-26,25,2021,AK,829405,649109,68245,367
2021-07-03,26,2021,AK,831665,668685,68517,370
2021-07-10,27,2021,AK,840265,681805,68844,372
2021-07-17,28,2021,AK,842985,687815,69599,374
2021-07-24,29,2021,AK,848165,691691,70929,377
2021-07-31,30,2021,AK,854805,697440,72519,382
2021-08-07,31,2021,AK,872195,703975,74514,390
2021-08-14,32,2021,AK,882535,709158,76676,395
2021-08-21,33,2021,AK,895645,716988,79830,406
2021-08-28,34,2021,AK,929945,726501,83250,427
2021-09-04,35,2021,AK,981175,736809,87113,435
2021-09-11,36,2021,AK,993155,754346,91418,444
2021-09-18,37,2021,AK,1025415,765238,96688,455
2021-09-25,38,2021,AK,1043135,775688,104400,520
2021-10-02,39,2021,AK,1069475,798038,111579,557
2021-10-09,40,2021,AK,1093025,812327,117278,571
2021-10-16,41,2021,AK,1110405,827164,123369,610
2021-10-23,42,2021,AK,1131045,852106,128084,673
2021-10-30,43,2021,AK,1155265,871548,132645,699
2020-12-19,51,2020,AL,39000,3152,337301,6362
2020-12-26,52,2020,AL,142725,16366,362139,6825
2021-01-02,53,2021,AL,153025,39237,393953,7347
2021-01-09,1,2021,AL,279750,66179,424741,7900
2021-01-16,2,2021,AL,437400,115028,446183,8477
2021-01-23,3,2021,AL,521225,221540,464961,9046
2021-01-30,4,2021,AL,659400,342436,481027,9546
2021-02-06,5,2021,AL,804100,455173,492677,9891
2021-02-13,6,2021,AL,963600,601159,501169,10153
2021-02-20,7,2021,AL,1078800,776936,506925,10372
2021-02-27,8,2021,AL,1402180,931090,512292,10542
2021-03-06,9,2021,AL,1628350,1099697,516196,10652
2021-03-13,10,2021,AL,1918560,1288242,519366,10752
2021-03-20,11,2021,AL,2177880,1460782,522337,10833
2021-03-27,12,2021,AL,2535880,1645858,525013,10908
2021-04-03,13,2021,AL,2891780,1847243,527558,10972
2021-04-10,14,2021,AL,3278980,2065327,530490,11027
2021-04-17,15,2021,AL,3664640,2280686,533503,11070
2021-04-24,16,2021,AL,3960530,2461510,536380,11115
2021-05-01,17,2021,AL,4130550,2617405,539195,11161
2021-05-08,18,2021,AL,4277330,2758021,541688,11222
2021-05-15,19,2021,AL,4373130,2881314,543872,11273
2021-05-22,20,2021,AL,4476640,2962661,545817,11322
2021-05-29,21,2021,AL,4578590,3020540,547129,11353
2021-06-05,22,2021,AL,4637330,3032931,548287,11388
2021-06-12,23,2021,AL,4678220,3105159,549360,11421
2021-06-19,24,2021,AL,4758560,3275273,550457,11444
2021-06-26,25,2021,AL,4801760,3317156,551894,11478
2021-07-03,26,2021,AL,4845190,3381996,553809,11500
2021-07-10,27,2021,AL,4884130,3414916,556864,11534
2021-07-17,28,2021,AL,4912720,3455278,562876,11573
2021-07-24,29,2021,AL,5001210,3504304,574901,11632
2021-07-31,30,2021,AL,5159890,3587175,593871,11737
2021-08-07,31,2021,AL,5330000,3699467,619362,11942
2021-08-14,32,2021,AL,5554810,3769434,648206,12261
2021-08-21,33,2021,AL,5863360,3906516,680958,12645
2021-08-28,34,2021,AL,6085890,4072870,716387,13086
2021-09-04,35,2021,AL,6294440,4209610,745851,13554
2021-09-11,36,2021,AL,6427570,4292244,768127,14061
2021-09-18,37,2021,AL,6545280,4386893,784522,14493
2021-09-25,38,2021,AL,6639550,4471337,796768,14864
2021-10-02,39,2021,AL,6738280,4544355,805485,15157
2021-10-09,40,2021,AL,6858210,4630089,812173,15331
2021-10-16,41,2021,AL,6945360,4688180,817101,15402
2021-10-23,42,2021,AL,7062480,4759947,820199,15407
2021-10-30,43,2021,AL,7264740,4866607,832047,15573
2020-12-19,51,2020,AR,25350,7817,200114,3191
2020-12-26,52,2020,AR,88775,24871,213969,3441
2021-01-02,53,2021,AR,144225,39215,231442,3729
2021-01-09,1,2021,AR,225975,40879,251746,4010
2021-01-16,2,2021,AR,297600,133111,270178,4293
2021-01-23,3,2021,AR,368650,201676,282995,4563
2021-01-30,4,2021,AR,453700,288651,294387,4838
2021-02-06,5,2021,AR,540050,374674,306064,5061
2021-02-13,6,2021,AR,630700,457386,312562,5252
2021-02-20,7,2021,AR,691525,520904,315230,5348
2021-02-27,8,2021,AR,892660,622665,319195,5417
2021-03-06,9,2021,AR,1088150,744139,324653,5297
2021-03-13,10,2021,AR,1251620,882630,326813,5455
2021-03-20,11,2021,AR,1466950,974973,328547,5533
2021-03-27,12,2021,AR,1662850,1114449,329860,5590
2021-04-03,13,2021,AR,1908100,1305535,330970,5641
2021-04-10,14,2021,AR,2138430,1440169,332053,5661
2021-04-17,15,2021,AR,2370830,1585770,333407,5693
2021-04-24,16,2021,AR,2586420,1707412,334642,5717
2021-05-01,17,2021,AR,2644650,1803795,335968,5741
2021-05-08,18,2021,AR,2677170,1885668,337415,5760
2021-05-15,19,2021,AR,2720090,1954605,338687,5793
2021-05-22,20,2021,AR,2741670,2015842,340040,5816
2021-05-29,21,2021,AR,2770540,2069135,341290,5830
2021-06-05,22,2021,AR,2793160,2103704,342345,5846
2021-06-12,23,2021,AR,2803530,2137109,343873,5860
2021-06-19,24,2021,AR,2817700,2180298,345383,5871
2021-06-26,25,2021,AR,2836810,2211512,347575,5894
2021-07-03,26,2021,AR,2852450,2252454,350993,5915
2021-07-10,27,2021,AR,2877040,2280113,356131,5950
2021-07-17,28,2021,AR,2899360,2321236,363430,5997
2021-07-24,29,2021,AR,2954970,2378420,374328,6048
2021-07-31,30,2021,AR,3046510,2442426,386452,6141
2021-08-07,31,2021,AR,3198590,2533503,402908,6290
2021-08-14,32,2021,AR,3348790,2609173,418290,6445
2021-08-21,33,2021,AR,3555840,2685663,434027,6645
2021-08-28,34,2021,AR,3717270,2770908,448596,6854
2021-09-04,35,2021,AR,3785620,2846451,462723,7038
2021-09-11,36,2021,AR,3869370,2899259,473885,7232
2021-09-18,37,2021,AR,3956700,2946305,484317,7434
2021-09-25,38,2021,AR,3993940,2985110,492233,7575
2021-10-02,39,2021,AR,4114670,3037532,497576,7724
2021-10-09,40,2021,AR,4178290,3092442,502405,7831
2021-10-16,41,2021,AR,4228620,3134536,506573,8195
2021-10-23,42,2021,AR,4326450,3174437,509999,8267
2021-10-30,43,2021,AR,4455410,3243552,512994,8370
2020-12-19,51,2020,AZ,58500,1534,448547,7937
2020-12-26,52,2020,AZ,194225,25581,493378,8424
2021-01-02,53,2021,AZ,298150,59099,539508,9061
2021-01-09,1,2021,AZ,452875,115964,607724,10036
2021-01-16,2,2021,AZ,570425,219296,667301,11248
2021-01-23,3,2021,AZ,829500,360958,715778,12170
2021-01-30,4,2021,AZ,1013375,557369,753821,13098
2021-02-06,5,2021,AZ,1186000,766788,779556,14011
2021-02-13,6,2021,AZ,1393475,1041021,795807,14948
2021-02-20,7,2021,AZ,1688255,1425295,806668,15480
2021-02-27,8,2021,AZ,2148015,1728239,816332,15967
2021-03-06,9,2021,AZ,2623735,2043739,825744,16323
2021-03-13,10,2021,AZ,3024585,2484603,832719,16546
2021-03-20,11,2021,AZ,3461245,2825939,836390,16733
2021-03-27,12,2021,AZ,3970345,3239538,839959,16912
2021-04-03,13,2021,AZ,4538885,3653578,844463,16991
2021-04-10,14,2021,AZ,5161045,4054007,849021,17092
2021-04-17,15,2021,AZ,5732985,4440592,853050,17151
2021-04-24,16,2021,AZ,6285415,4815132,858076,17260
2021-05-01,17,2021,AZ,6652295,5123812,863571,17338
2021-05-08,18,2021,AZ,7081205,5337459,868382,17407
2021-05-15,19,2021,AZ,7465065,5558091,872496,17459
2021-05-22,20,2021,AZ,7678675,5764271,876411,17547
2021-05-29,21,2021,AZ,7807315,5929316,880466,17628
2021-06-05,22,2021,AZ,7893465,6043146,883314,17698
2021-06-12,23,2021,AZ,7938645,6183095,886404,17761
2021-06-19,24,2021,AZ,8021020,6331444,889263,17831
2021-06-26,25,2021,AZ,8094410,6427731,892711,17914
2021-07-03,26,2021,AZ,8141580,6795043,896518,17975
2021-07-10,27,2021,AZ,8243660,6870625,900636,18029
2021-07-17,28,2021,AZ,8321190,6942123,907268,18114
2021-07-24,29,2021,AZ,8426600,7013800,915660,18170
2021-07-31,30,2021,AZ,8577780,7099611,927235,18246
2021-08-07,31,2021,AZ,8724550,7196555,943415,18376
2021-08-14,32,2021,AZ,8868770,7308847,962410,18462
2021-08-21,33,2021,AZ,9131170,7414066,982775,18597
2021-08-28,34,2021,AZ,9316470,7526215,1005764,18779
2021-09-04,35,2021,AZ,9505440,7871103,1027359,18997
2021-09-11,36,2021,AZ,9605950,7959386,1045835,19183
2021-09-18,37,2021,AZ,9752500,8058815,1064346,19487
2021-09-25,38,2021,AZ,9821370,8146454,1081790,19806
2021-10-02,39,2021,AZ,9950100,8243182,1100167,20134
2021-10-09,40,2021,AZ,10172860,8393061,1116419,20350
2021-10-16,41,2021,AZ,10337970,8504171,1131976,20500
2021-10-23,42,2021,AZ,10503880,8617622,1148340,20851
2021-10-30,43,2021,AZ,10826310,8786281,1166060,21153
2020-12-19,51,2020,CA,326625,11413,1807982,22346
2020-12-26,52,2020,CA,1069225,246715,2072665,23902
2021-01-02,53,2021,CA,1566700,412076,2345909,26236
2021-01-09,1,2021,CA,2312850,650459,2621277,28996
2021-01-16,2,2021,CA,3537500,1193355,2900246,32250
2021-01-23,3,2021,CA,4906525,2008220,3085040,35544
2021-01-30,4,2021,CA,5666150,3095781,3224374,39323
2021-02-06,5,2021,CA,6963500,4137600,3320862,43018
2021-02-13,6,2021,CA,8051475,5562553,3391036,45986
2021-02-20,7,2021,CA,9178020,7201713,3435186,48414
2021-02-27,8,2021,CA,11587650,8566470,3470877,51505
2021-03-06,9,2021,CA,13885120,10415023,3497578,53464
2021-03-13,10,2021,CA,16376020,11881857,3523563,55095
2021-03-20,11,2021,CA,18875980,14276125,3541928,56072
2021-03-27,12,2021,CA,21865730,16944916,3559193,57551
2021-04-03,13,2021,CA,25338590,19449615,3577951,58404
2021-04-10,14,2021,CA,29034050,22281619,3595224,59113
2021-04-17,15,2021,CA,32618010,25569748,3614112,59690
2021-04-24,16,2021,CA,36095210,28302062,3627885,60135
2021-05-01,17,2021,CA,39630080,30820835,3640226,60625
2021-05-08,18,2021,CA,42020680,32759885,3652692,61167
2021-05-15,19,2021,CA,44241580,34715312,3663539,61444
2021-05-22,20,2021,CA,46220830,36714358,3671655,61722
2021-05-29,21,2021,CA,47404720,38066786,3683309,61999
2021-06-05,22,2021,CA,47955350,39130665,3688893,62242
2021-06-12,23,2021,CA,48230540,40236460,3695530,62508
2021-06-19,24,2021,CA,48577915,41346145,3701926,62654
2021-06-26,25,2021,CA,49026105,42103167,3710544,62945
2021-07-03,26,2021,CA,49234445,42976116,3713944,63141
2021-07-10,27,2021,CA,49668485,43507479,3880618,63376
2021-07-17,28,2021,CA,49902535,44032614,3904150,63598
2021-07-24,29,2021,CA,50530955,44556941,3947201,63741
2021-07-31,30,2021,CA,51018395,45139705,4004855,63935
2021-08-07,31,2021,CA,51613545,45772034,4094492,64276
2021-08-14,32,2021,CA,52591445,46378183,4176766,64138
2021-08-21,33,2021,CA,53702275,47039961,4276720,64585
2021-08-28,34,2021,CA,54790845,47739261,4370175,65139
2021-09-04,35,2021,CA,56163215,48434737,4466363,65807
2021-09-11,36,2021,CA,56591755,48973719,4538638,66625
2021-09-18,37,2021,CA,57624305,49538267,4606949,67483
2021-09-25,38,2021,CA,58124805,50255214,4653610,68087
2021-10-02,39,2021,CA,58791865,50863031,4705915,68796
2021-10-09,40,2021,CA,59727285,51722146,4749201,69507
2021-10-16,41,2021,CA,60567225,52422871,4787698,70150
2021-10-23,42,2021,CA,61500045,53075050,4826113,70884
2021-10-30,43,2021,CA,63316725,54091213,4892387,71519
2020-12-19,51,2020,CO,46800,12123,321897,4339
2020-12-26,52,2020,CO,172325,63328,337585,4592
2021-01-02,53,2021,CO,277375,104559,351929,4912
2021-01-09,1,2021,CO,381075,171326,369411,5190
2021-01-16,2,2021,CO,530875,289152,383946,5363
2021-01-23,3,2021,CO,692700,377283,395431,5482
2021-01-30,4,2021,CO,813400,545356,405305,5594
2021-02-06,5,2021,CO,991075,694860,414621,5721
2021-02-13,6,2021,CO,1210475,885581,422692,5814
2021-02-20,7,2021,CO,1348800,1167895,429474,5887
2021-02-27,8,2021,CO,1700660,1324715,437190,5945
2021-03-06,9,2021,CO,2019460,1580162,444242,5986
2021-03-13,10,2021,CO,2345060,1878538,451335,6036
2021-03-20,11,2021,CO,2684110,2188145,458229,6068
2021-03-27,12,2021,CO,3060410,2500874,465741,6089
2021-04-03,13,2021,CO,3527450,2878136,475026,6124
2021-04-10,14,2021,CO,4090550,3266193,485800,6155
2021-04-17,15,2021,CO,4515250,3714665,496871,6188
2021-04-24,16,2021,CO,4968480,4072289,508745,6249
2021-05-01,17,2021,CO,5425720,4506339,520581,6302
2021-05-08,18,2021,CO,5861710,4818646,529825,6355
2021-05-15,19,2021,CO,6403480,5109459,537988,6442
2021-05-22,20,2021,CO,6621280,5387598,543426,6503
2021-05-29,21,2021,CO,6773740,5579010,548457,6576
2021-06-05,22,2021,CO,6857520,5689129,551707,6613
2021-06-12,23,2021,CO,6901730,5858056,554543,6688
2021-06-19,24,2021,CO,6963445,6019979,556800,6725
2021-06-26,25,2021,CO,7018595,6127943,559144,6770
2021-07-03,26,2021,CO,7043695,6228884,561687,6814
2021-07-10,27,2021,CO,7100165,6291681,564151,6844
2021-07-17,28,2021,CO,7139535,6351061,567372,6878
2021-07-24,29,2021,CO,7194595,6409475,571519,6914
2021-07-31,30,2021,CO,7263485,6473244,577217,6948
2021-08-07,31,2021,CO,7332675,6544585,584027,6984
2021-08-14,32,2021,CO,7408845,6619248,591838,7034
2021-08-21,33,2021,CO,7582845,6697497,601907,7070
2021-08-28,34,2021,CO,7815225,6783383,613410,7116
2021-09-04,35,2021,CO,7931375,6880652,626352,7203
2021-09-11,36,2021,CO,7948785,6952159,638942,7283
2021-09-18,37,2021,CO,8085375,7034638,651981,7383
2021-09-25,38,2021,CO,8109865,7111715,662248,7472
2021-10-02,39,2021,CO,8230095,7205363,675229,7604
2021-10-09,40,2021,CO,8414945,7311177,690426,7744
2021-10-16,41,2021,CO,8598585,7436546,706606,7881
2021-10-23,42,2021,CO,8765385,7528365,720620,8029
2021-10-30,43,2021,CO,9025195,7711418,740461,8186
2020-12-19,51,2020,CT,35100,7233,162782,5581
2020-12-26,52,2020,CT,116200,32310,172743,5791
2021-01-02,53,2021,CT,145150,75245,190120,6099
2021-01-09,1,2021,CT,218625,126366,205994,6324
2021-01-16,2,2021,CT,328275,207725,223422,6594
2021-01-23,3,2021,CT,492850,306796,237815,6819
2021-01-30,4,2021,CT,578600,421191,250023,7046
2021-02-06,5,2021,CT,740300,519400,259372,7214
2021-02-13,6,2021,CT,847200,654766,267337,7381
2021-02-20,7,2021,CT,984275,847820,273101,7523
2021-02-27,8,2021,CT,1198495,980211,279946,7622
2021-03-06,9,2021,CT,1434565,1157114,285330,7704
2021-03-13,10,2021,CT,1659085,1411525,290577,7765
2021-03-20,11,2021,CT,1899395,1586484,296691,7832
2021-03-27,12,2021,CT,2211275,1813854,305210,7865
2021-04-03,13,2021,CT,2577515,2092230,313956,7904
2021-04-10,14,2021,CT,2991235,2391842,321586,7944
2021-04-17,15,2021,CT,3395165,2720972,329841,8001
2021-04-24,16,2021,CT,3716115,3006976,335488,8047
2021-05-01,17,2021,CT,3915915,3264326,339669,8097
2021-05-08,18,2021,CT,4077035,3475019,342993,8137
2021-05-15,19,2021,CT,4238825,3669074,345197,8173
2021-05-22,20,2021,CT,4418395,3872950,346453,8212
2021-05-29,21,2021,CT,4551515,4009308,347396,8238
2021-06-05,22,2021,CT,4613575,4071664,347956,8246
2021-06-12,23,2021,CT,4640115,4195004,348388,8261
2021-06-19,24,2021,CT,4678675,4301684,348695,8270
2021-06-26,25,2021,CT,4712475,4359942,349166,8275
2021-07-03,26,2021,CT,4731555,4422671,349519,8279
2021-07-10,27,2021,CT,4783225,4466279,349992,8279
2021-07-17,28,2021,CT,4808225,4506379,350810,8282
2021-07-24,29,2021,CT,4878835,4549213,352233,8286
2021-07-31,30,2021,CT,4940555,4592286,354749,8293
2021-08-07,31,2021,CT,5009105,4636874,358504,8296
2021-08-14,32,2021,CT,5083345,4686507,362363,8307
2021-08-21,33,2021,CT,5204915,4740721,366374,8337
2021-08-28,34,2021,CT,5288815,4798831,371161,8358
2021-09-04,35,2021,CT,5385355,4856545,375537,8394
2021-09-11,36,2021,CT,5454055,4898016,379382,8424
2021-09-18,37,2021,CT,5546085,4949318,384823,8463
2021-09-25,38,2021,CT,5591065,4994993,388213,8531
2021-10-02,39,2021,CT,5652185,5061299,391431,8650
2021-10-09,40,2021,CT,5766015,5150595,394375,8667
2021-10-16,41,2021,CT,5869825,5216808,397505,8718
2021-10-23,42,2021,CT,5976495,5287423,400226,8739
2021-10-30,43,2021,CT,6208875,5401036,402583,8764
2020-12-19,51,2020,DC,6825,0,26342,730
2020-12-26,52,2020,DC,23400,9171,27710,762
2021-01-02,53,2021,DC,26900,15072,29509,792
2021-01-09,1,2021,DC,49250,24298,31457,813
2021-01-16,2,2021,DC,68325,43362,33537,847
2021-01-23,3,2021,DC,91025,59793,35077,870
2021-01-30,4,2021,DC,148525,76672,36662,909
2021-02-06,5,2021,DC,166950,102031,37877,947
2021-02-13,6,2021,DC,193900,116261,38796,979
2021-02-20,7,2021,DC,225125,159640,39553,994
2021-02-27,8,2021,DC,284655,184748,40478,1010
2021-03-06,9,2021,DC,337095,220634,41273,1030
2021-03-13,10,2021,DC,388865,256529,42432,1040
2021-03-20,11,2021,DC,445625,296647,43175,1049
2021-03-27,12,2021,DC,491635,334783,44051,1056
2021-04-03,13,2021,DC,542795,396885,44932,1070
2021-04-10,14,2021,DC,610475,445289,45762,1081
2021-04-17,15,2021,DC,683975,500879,46579,1095
2021-04-24,16,2021,DC,780595,558290,47219,1099
2021-05-01,17,2021,DC,864815,608710,47748,1105
2021-05-08,18,2021,DC,918975,647628,48164,1110
2021-05-15,19,2021,DC,960675,698064,48530,1118
2021-05-22,20,2021,DC,1008855,754427,48718,1125
2021-05-29,21,2021,DC,1029935,785239,48923,1132
2021-06-05,22,2021,DC,1047935,797785,49082,1136
2021-06-12,23,2021,DC,1050145,812053,49165,1137
2021-06-19,24,2021,DC,1053315,841249,49249,1141
2021-06-26,25,2021,DC,1061435,855653,49314,1141
2021-07-03,26,2021,DC,1062495,870954,49387,1141
2021-07-10,27,2021,DC,1072415,878468,49478,1143
2021-07-17,28,2021,DC,1077035,888007,49699,1146
2021-07-24,29,2021,DC,1086665,893870,50035,1146
2021-07-31,30,2021,DC,1092375,901013,50502,1149
2021-08-07,31,2021,DC,1102455,911692,51258,1149
2021-08-14,32,2021,DC,1112335,922964,52383,1150
2021-08-21,33,2021,DC,1125745,931970,53512,1155
2021-08-28,34,2021,DC,1145965,942745,54711,1159
2021-09-04,35,2021,DC,1180385,956911,56064,1162
2021-09-11,36,2021,DC,1187865,967875,57195,1165
2021-09-18,37,2021,DC,1203645,978006,59088,1167
2021-09-25,38,2021,DC,1210165,991547,60394,1172
2021-10-02,39,2021,DC,1225425,1003200,61484,1176
2021-10-09,40,2021,DC,1242045,1018485,62375,1182
2021-10-16,41,2021,DC,1263055,1032055,63085,1183
2021-10-23,42,2021,DC,1289905,1048219,63588,1186
2021-10-30,43,2021,DC,1318905,1068582,64240,1190
2020-12-19,51,2020,DE,8775,399,51140,858
2020-12-26,52,2020,DE,31325,7287,55719,895
2021-01-02,53,2021,DE,50775,11066,60298,930
2021-01-09,1,2021,DE,65350,21073,66206,969
2021-01-16,2,2021,DE,91250,36744,71458,1016
2021-01-23,3,2021,DE,116325,60023,75834,1036
2021-01-30,4,2021,DE,143775,92509,79386,1081
2021-02-06,5,2021,DE,161525,118475,82019,1202
2021-02-13,6,2021,DE,188075,142103,84552,1282
2021-02-20,7,2021,DE,204200,180600,86342,1366
2021-02-27,8,2021,DE,291815,212739,88420,1418
2021-03-06,9,2021,DE,361765,264601,90039,1464
2021-03-13,10,2021,DE,422015,317790,91402,1504
2021-03-20,11,2021,DE,486095,372165,92987,1526
2021-03-27,12,2021,DE,555005,428136,94749,1544
2021-04-03,13,2021,DE,636065,498720,97066,1565
2021-04-10,14,2021,DE,729185,561531,99223,1577
2021-04-17,15,2021,DE,818475,637222,101779,1602
2021-04-24,16,2021,DE,903465,704986,103883,1615
2021-05-01,17,2021,DE,982455,771295,105542,1626
2021-05-08,18,2021,DE,1057915,817708,106775,1636
2021-05-15,19,2021,DE,1122975,856073,107633,1651
2021-05-22,20,2021,DE,1181435,892929,108333,1659
2021-05-29,21,2021,DE,1225135,934414,108800,1661
2021-06-05,22,2021,DE,1247985,951496,109070,1677
2021-06-12,23,2021,DE,1257145,978247,109322,1679
2021-06-19,24,2021,DE,1265495,1005805,109552,1683
2021-06-26,25,2021,DE,1277095,1021702,109657,1694
2021-07-03,26,2021,DE,1282095,1046103,109846,1695
2021-07-10,27,2021,DE,1297395,1056467,110019,1695
2021-07-17,28,2021,DE,1306605,1067242,110339,1697
2021-07-24,29,2021,DE,1319705,1078154,110729,1698
2021-07-31,30,2021,DE,1339435,1090237,111407,1833
2021-08-07,31,2021,DE,1355915,1102644,112558,1835
2021-08-14,32,2021,DE,1381315,1115629,114187,1838
2021-08-21,33,2021,DE,1420925,1130266,116461,1854
2021-08-28,34,2021,DE,1453205,1145983,118926,1877
2021-09-04,35,2021,DE,1482145,1161247,121744,1891
2021-09-11,36,2021,DE,1507435,1169682,124575,1900
2021-09-18,37,2021,DE,1529335,1181909,127803,1920
2021-09-25,38,2021,DE,1556085,1192421,131043,1942
2021-10-02,39,2021,DE,1562485,1210081,134217,1972
2021-10-09,40,2021,DE,1582875,1234536,137288,1997
2021-10-16,41,2021,DE,1612195,1253353,139874,2032
2021-10-23,42,2021,DE,1632535,1275546,142058,2064
2021-10-30,43,2021,DE,1708865,1290577,143950,2091
2020-12-19,51,2020,FL,185250,19634,1179288,21953
2020-12-26,52,2020,FL,588950,106844,1247623,22807
2021-01-02,53,2021,FL,889875,246587,1338419,23856
2021-01-09,1,2021,FL,1355775,555268,1447864,25019
2021-01-16,2,2021,FL,2068575,1032174,1540184,26391
2021-01-23,3,2021,FL,2908275,1489003,1616604,27707
2021-01-30,4,2021,FL,3396350,1890198,1687140,28859
2021-02-06,5,2021,FL,3791925,2385839,1741669,29995
2021-02-13,6,2021,FL,4441375,3351430,1789999,30961
2021-02-20,7,2021,FL,5120975,4205898,1831150,31741
2021-02-27,8,2021,FL,6313255,4822353,1870385,32391
2021-03-06,9,2021,FL,7771315,5688357,1904264,32974
2021-03-13,10,2021,FL,9145275,7007792,1935789,33432
2021-03-20,11,2021,FL,10691345,7977789,1967669,33851
2021-03-27,12,2021,FL,12219465,9028641,2003105,34218
2021-04-03,13,2021,FL,13882365,10204039,2040588,34604
2021-04-10,14,2021,FL,15878475,11639845,2082252,34920
2021-04-17,15,2021,FL,17807745,13029551,2125634,35292
2021-04-24,16,2021,FL,19583945,14252729,2164431,35703
2021-05-01,17,2021,FL,20888605,15488105,2198428,36059
2021-05-08,18,2021,FL,22007995,16251997,2225520,36440
2021-05-15,19,2021,FL,22546275,17325840,2247378,36776
2021-05-22,20,2021,FL,23218725,18046544,2265408,37101
2021-05-29,21,2021,FL,23702095,18620153,2279176,37366
2021-06-05,22,2021,FL,24056285,19078401,2290795,37646
2021-06-12,23,2021,FL,24267785,19628896,2301921,37855
2021-06-19,24,2021,FL,24590285,20359238,2312571,38052
2021-06-26,25,2021,FL,24829675,20761897,2325110,38222
2021-07-03,26,2021,FL,25002165,21212086,2342736,38427
2021-07-10,27,2021,FL,25227275,21483877,2370858,38665
2021-07-17,28,2021,FL,25397265,21791630,2422748,38992
2021-07-24,29,2021,FL,25778455,22109018,2506298,39502
2021-07-31,30,2021,FL,26352985,22548575,2626227,40415
2021-08-07,31,2021,FL,27152815,23040800,2764593,41908
2021-08-14,32,2021,FL,28155645,23521841,2913544,43889
2021-08-21,33,2021,FL,29244005,24077133,3064722,46320
2021-08-28,34,2021,FL,30122325,24655225,3215196,48934
2021-09-04,35,2021,FL,30863035,25240490,3340138,51517
2021-09-11,36,2021,FL,31395835,25694008,3430310,53764
2021-09-18,37,2021,FL,32054195,26131304,3497967,55533
2021-09-25,38,2021,FL,32512245,26501843,3547880,56992
2021-10-02,39,2021,FL,33133515,26877644,3581158,58057
2021-10-09,40,2021,FL,33590905,27373497,3605252,58804
2021-10-16,41,2021,FL,33999375,27708608,3622851,59285
2021-10-23,42,2021,FL,34671185,28045326,3637635,59485
2021-10-30,43,2021,FL,35515415,28505389,3649688,59497
2020-12-19,51,2020,GA,74100,1109,582300,10381
2020-12-26,52,2020,GA,301725,24173,628788,10685
2021-01-02,53,2021,GA,407425,75157,685122,10960
2021-01-09,1,2021,GA,684225,142909,748852,11457
2021-01-16,2,2021,GA,1008000,271099,809663,12291
2021-01-23,3,2021,GA,1235775,604067,862158,13246
2021-01-30,4,2021,GA,1449800,856746,905858,14196
2021-02-06,5,2021,GA,1688075,1098863,937402,15090
2021-02-13,6,2021,GA,2020275,1328795,962808,15850
2021-02-20,7,2021,GA,2292085,1786755,983747,16742
2021-02-27,8,2021,GA,2881145,2070076,1004187,17294
2021-03-06,9,2021,GA,3437635,2308087,1021778,17905
2021-03-13,10,2021,GA,3980645,2681373,1032967,18216
2021-03-20,11,2021,GA,4553155,3113334,1044134,18530
2021-03-27,12,2021,GA,5385975,3621196,1054430,18926
2021-04-03,13,2021,GA,6237495,4150770,1063680,19210
2021-04-10,14,2021,GA,7197345,4664737,1072700,19488
2021-04-17,15,2021,GA,8033225,5366914,1083300,19757
2021-04-24,16,2021,GA,8793835,5922054,1092852,19973
2021-05-01,17,2021,GA,9483435,6386954,1101487,20212
2021-05-08,18,2021,GA,9921025,6740869,1109330,20368
2021-05-15,19,2021,GA,10223535,7053648,1115072,20505
2021-05-22,20,2021,GA,10533755,7306802,1119614,20661
2021-05-29,21,2021,GA,10750095,7413625,1123343,20837
2021-06-05,22,2021,GA,10874215,7785073,1125854,20986
2021-06-12,23,2021,GA,10928305,7936088,1128467,21158
2021-06-19,24,2021,GA,11051315,8099160,1130725,21296
2021-06-26,25,2021,GA,11159855,8222816,1133063,21393
