submission_date,mmwr_week,year,location,concat,total_cases,total_confirmed_cases,total_prob_cases,new_cases,prob_new_cases,total_deaths,confirmed_deaths,prob_deaths,new_deaths,prob_new_deaths
1/30/21,4,2021,MA,20214MA,521360,495599,0,4108,151,14768,14471,297,59,2
2/6/21,5,2021,MA,20215MA,540827,513526,0,3619,241,15197,14890,307,48,0
2/13/21,6,2021,MA,20216MA,555895,527435,0,2083,134,15542,15231,311,36,0
2/20/21,7,2021,MA,20217MA,567764,538328,0,1970,148,15874,15554,320,36,2
2/27/21,8,2021,MA,20218MA,579680,548874,0,1700,184,16180,15856,324,51,0
3/6/21,9,2021,MA,20219MA,589931,557802,0,1722,227,16453,16120,333,33,0
3/13/21,10,2021,MA,202110MA,600616,567108,0,1757,209,16683,16348,335,32,0
3/20/21,11,2021,MA,202111MA,612857,577902,0,2376,496,16909,16570,339,32,2
3/27/21,12,2021,MA,202112MA,627556,590961,0,2570,208,17130,16789,341,27,0
4/3/21,13,2021,MA,202113MA,643232,605055,0,2453,190,17315,16969,346,14,2
4/10/21,14,2021,MA,202114MA,657578,618054,0,2300,193,17401,17051,350,14,0
4/17/21,15,2021,MA,202115MA,671250,630206,0,1968,274,17469,17118,351,14,1
4/24/21,16,2021,MA,202116MA,681570,639314,0,1563,177,17541,17190,351,10,0
5/1/21,17,2021,MA,202117MA,690279,646982,0,1306,191,17617,17265,352,7,1
5/8/21,18,2021,MA,202118MA,696540,652535,0,795,0,17667,17313,354,3,1
5/15/21,19,2021,MA,202119MA,701490,656344,0,1153,496,17747,17389,358,5,0
5/22/21,20,2021,MA,202120MA,704796,659246,0,451,46,17818,17458,360,5,0
5/29/21,21,2021,MA,202121MA,706783,660969,0,224,21,17868,17504,364,14,5
6/5/21,22,2021,MA,202122MA,707940,662028,0,217,1,17907,17544,363,4,0
6/12/21,23,2021,MA,202123MA,708836,662778,0,126,13,17939,17576,363,2,0
6/19/21,24,2021,MA,202124MA,709323,663182,0,68,1,17965,17601,364,4,0
6/26/21,25,2021,MA,202125MA,709738,663594,0,56,0,17989,17625,364,2,0
7/3/21,26,2021,MA,202126MA,710210,664044,0,72,5,17999,17635,364,1,0
7/10/21,27,2021,MA,202127MA,710940,664682,0,110,3,18011,17646,365,0,0
7/17/21,28,2021,MA,202128MA,712527,666040,0,255,16,18021,17656,365,1,0
7/24/21,29,2021,MA,202129MA,715603,668818,0,423,9,18048,17680,368,2,0
7/31/21,30,2021,MA,202130MA,720481,673172,0,701,17,18082,17714,368,0,0
8/7/21,31,2021,MA,202131MA,727278,679406,0,883,21,18096,17728,368,1,0
8/14/21,32,2021,MA,202132MA,735516,687016,0,1030,32,18144,17774,370,2,0
8/21/21,33,2021,MA,202133MA,744873,695663,0,1138,27,18176,17806,370,1,0
8/28/21,34,2021,MA,202134MA,755227,705321,0,1432,72,18222,17850,372,3,0
9/4/21,35,2021,MA,202135MA,767004,716062,0,1420,49,18289,17912,377,3,0
9/11/21,36,2021,MA,202136MA,778717,726943,0,1695,111,18356,17978,378,6,0
9/18/21,37,2021,MA,202137MA,792482,739757,0,1529,75,18448,18064,384,3,1
9/25/21,38,2021,MA,202138MA,804280,750805,0,1451,86,18545,18158,387,4,0
10/2/21,39,2021,MA,202139MA,814715,760486,0,1116,22,18651,18264,387,4,0
10/9/21,40,2021,MA,202140MA,824640,769582,55058,1155,39,18755,18367,388,9,0
10/16/21,41,2021,MA,202141MA,834307,778413,55894,996,58,18831,18442,389,3,0
10/23/21,42,2021,MA,202142MA,842652,786143,56509,0,0,18911,18520,391,0,0
10/30/21,43,2021,MA,202143MA,851922,794382,57540,0,0,18996,18601,395,0,0
12/19/20,51,2020,MD,202051MD,250808,0,0,2054,0,5747,5563,184,51,0
12/26/20,52,2020,MD,202052MD,267198,0,0,1758,0,6048,5861,187,52,0
1/2/21,53,2021,MD,202153MD,285319,0,0,2148,0,6371,6183,188,44,0
1/9/21,1,2021,MD,20211MD,306674,0,0,3310,0,6655,6464,191,44,0
1/16/21,2,2021,MD,20212MD,326445,0,0,2414,0,6962,6770,192,41,1
1/23/21,3,2021,MD,20213MD,341452,0,0,2145,0,7287,7093,194,44,1
1/30/21,4,2021,MD,20214MD,354473,0,0,1747,0,7569,7373,196,36,0
2/6/21,5,2021,MD,20215MD,363650,0,0,1566,0,7792,7593,199,23,0
2/13/21,6,2021,MD,20216MD,370983,0,0,847,0,8020,7820,200,26,0
2/20/21,7,2021,MD,20217MD,376355,0,0,618,0,8206,8004,202,26,0
2/27/21,8,2021,MD,20218MD,382099,0,0,827,0,8355,8153,202,14,0
3/6/21,9,2021,MD,20219MD,387319,0,0,709,0,8445,8243,202,17,0
3/13/21,10,2021,MD,202110MD,393441,0,0,1961,0,8556,8354,202,16,0
3/20/21,11,2021,MD,202111MD,400023,0,0,1007,0,8674,8469,205,18,0
3/27/21,12,2021,MD,202112MD,408044,0,0,1335,0,8766,8560,206,10,0
4/3/21,13,2021,MD,202113MD,417329,0,0,2944,0,8875,8669,206,14,0
4/10/21,14,2021,MD,202114MD,426730,0,0,1483,0,8993,8785,208,20,1
4/17/21,15,2021,MD,202115MD,436028,0,0,1169,0,9096,8888,208,15,0
4/24/21,16,2021,MD,202116MD,443257,0,0,906,0,9219,9007,212,15,2
5/1/21,17,2021,MD,202117MD,448989,0,0,649,0,9327,9115,212,13,0
5/8/21,18,2021,MD,202118MD,453125,0,0,434,0,9408,9196,212,13,0
5/15/21,19,2021,MD,202119MD,456004,0,0,369,0,9485,9273,212,3,0
5/22/21,20,2021,MD,202120MD,458292,0,0,765,0,9558,9346,212,9,0
5/29/21,21,2021,MD,202121MD,459711,0,0,182,0,9599,9387,212,0,0
6/5/21,22,2021,MD,202122MD,460575,0,0,103,0,9644,9431,213,5,0
6/12/21,23,2021,MD,202123MD,461265,0,0,82,0,9686,9466,220,3,1
6/19/21,24,2021,MD,202124MD,461768,0,0,29,0,9709,9492,217,2,0
6/26/21,25,2021,MD,202125MD,462111,0,0,33,0,9735,9518,217,1,0
7/3/21,26,2021,MD,202126MD,462565,0,0,30,0,9749,9532,217,0,0
7/10/21,27,2021,MD,202127MD,463146,0,0,39,0,9762,9545,217,0,0
7/17/21,28,2021,MD,202128MD,464114,0,0,83,0,9780,9563,217,0,0
7/24/21,29,2021,MD,202129MD,465796,0,0,153,0,9806,9587,219,0,0
7/31/21,30,2021,MD,202130MD,468821,0,0,273,0,9826,9607,219,1,0
8/7/21,31,2021,MD,202131MD,473542,0,0,426,0,9853,9633,220,4,0
8/14/21,32,2021,MD,202132MD,479517,0,0,434,0,9889,9668,221,2,0
8/21/21,33,2021,MD,202133MD,486473,0,0,495,0,9940,9718,222,2,0
8/28/21,34,2021,MD,202134MD,494452,0,0,529,0,9989,9766,223,6,0
9/4/21,35,2021,MD,202135MD,502631,0,0,402,0,10067,9843,224,6,0
9/11/21,36,2021,MD,202136MD,509968,0,0,575,0,10167,9943,224,8,0
9/18/21,37,2021,MD,202137MD,518579,0,0,518,0,10263,10035,228,0,0
9/25/21,38,2021,MD,202138MD,527247,0,0,557,0,10376,10147,229,7,0
10/2/21,39,2021,MD,202139MD,535703,0,0,546,0,10476,10245,231,2,0
10/9/21,40,2021,MD,202140MD,543552,0,0,666,0,10588,10358,230,5,0
10/16/21,41,2021,MD,202141MD,550114,0,0,435,0,10705,10473,232,2,0
10/23/21,42,2021,MD,202142MD,555366,0,0,0,0,10796,10565,231,0,0
10/30/21,43,2021,MD,202143MD,560634,0,0,0,0,10882,10651,231,0,0
12/19/20,51,2020,ME,202051ME,18949,16459,2490,207,16,292,287,5,0,0
12/26/20,52,2020,ME,202052ME,21881,18770,3111,334,81,325,320,5,6,0
1/2/21,53,2021,ME,202153ME,25590,21691,3899,347,66,359,353,6,1,0
1/9/21,1,2021,ME,20211ME,29298,24430,4868,279,67,432,426,6,0,0
1/16/21,2,2021,ME,20212ME,33559,27511,6048,340,78,511,503,8,4,0
1/23/21,3,2021,ME,20213ME,36787,29913,6874,513,72,544,535,9,0,0
1/30/21,4,2021,ME,20214ME,39323,31686,7637,157,37,590,580,10,0,0
2/6/21,5,2021,ME,20215ME,41217,33022,8195,154,33,635,622,13,1,0
2/13/21,6,2021,ME,20216ME,42528,33934,8594,110,-2,649,636,13,2,0
2/20/21,7,2021,ME,20217ME,43497,34501,8996,131,59,658,643,15,0,0
2/27/21,8,2021,ME,20218ME,44634,35158,9476,141,41,703,681,22,1,0
3/6/21,9,2021,ME,20219ME,45792,35845,9947,157,71,706,683,23,2,0
3/13/21,10,2021,ME,202110ME,47025,36546,10479,169,91,724,701,23,0,0
3/20/21,11,2021,ME,202111ME,48464,37396,11068,171,86,729,705,24,1,1
3/27/21,12,2021,ME,202112ME,49653,38221,11432,-1,1,736,713,23,0,0
4/3/21,13,2021,ME,202113ME,51765,39522,12243,295,120,745,722,23,0,0
4/10/21,14,2021,ME,202114ME,53963,40918,13045,218,73,750,728,22,0,0
4/17/21,15,2021,ME,202115ME,57285,43029,14256,346,124,765,741,24,1,0
4/24/21,16,2021,ME,202116ME,59777,44658,15119,165,39,772,747,25,0,0
5/1/21,17,2021,ME,202117ME,61847,46023,15824,317,221,789,763,26,5,1
5/8/21,18,2021,ME,202118ME,63994,47359,16635,244,87,795,769,26,0,0
5/15/21,19,2021,ME,202119ME,65715,48348,17367,192,118,802,775,27,0,0
5/22/21,20,2021,ME,202120ME,66979,49116,17863,116,39,820,792,28,1,0
5/29/21,21,2021,ME,202121ME,67738,49616,18122,87,29,825,797,28,0,0
6/5/21,22,2021,ME,202122ME,68232,49927,18305,78,20,839,811,28,0,0
6/12/21,23,2021,ME,202123ME,68590,50160,18430,50,26,845,817,28,0,0
6/19/21,24,2021,ME,202124ME,68799,50312,18487,23,7,854,824,30,0,0
6/26/21,25,2021,ME,202125ME,68969,50452,18517,6,1,858,827,31,0,0
7/3/21,26,2021,ME,202126ME,69108,50544,18564,9,6,860,829,31,0,0
7/10/21,27,2021,ME,202127ME,69219,50636,18583,1,0,862,831,31,0,0
7/17/21,28,2021,ME,202128ME,69474,50812,18662,1,0,882,837,45,0,0
7/24/21,29,2021,ME,202129ME,69904,51055,18849,-1,-2,897,848,49,0,0
7/31/21,30,2021,ME,202130ME,70463,51410,19053,4,2,900,850,50,0,0
8/7/21,31,2021,ME,202131ME,71306,51936,19370,2,-3,901,851,50,0,0
8/14/21,32,2021,ME,202132ME,72645,52760,19885,124,39,905,855,50,1,0
8/21/21,33,2021,ME,202133ME,73659,53427,20232,6,2,924,862,62,1,1
8/28/21,34,2021,ME,202134ME,75381,54470,20911,47,21,930,868,62,1,0
9/4/21,35,2021,ME,202135ME,78069,56129,21940,10,4,940,877,63,-1,0
9/11/21,36,2021,ME,202136ME,80510,57751,22759,7,3,961,897,64,0,0
9/18/21,37,2021,ME,202137ME,84124,60202,23922,208,52,988,920,68,6,1
9/25/21,38,2021,ME,202138ME,87189,62365,24824,19,11,1013,938,75,2,0
10/2/21,39,2021,ME,202139ME,91468,65294,26174,70,24,1026,951,75,0,0
10/9/21,40,2021,ME,202140ME,94948,67658,27290,64,24,1075,992,83,0,0
10/16/21,41,2021,ME,202141ME,97725,69647,28078,48,33,1095,1012,83,1,0
10/23/21,42,2021,ME,202142ME,100967,71989,28978,98,35,1122,1038,84,2,0
10/30/21,43,2021,ME,202143ME,104259,74444,29815,588,147,1167,1080,87,4,0
12/19/20,51,2020,MI,202051MI,557977,513154,44823,2107,229,12620,11939,681,107,8
12/26/20,52,2020,MI,202052MI,574465,527973,46492,2546,258,13365,12622,743,99,7
1/2/21,53,2021,MI,202153MI,594292,545866,48426,2553,284,13994,13202,792,78,7
1/9/21,1,2021,MI,20211MI,614280,563553,50727,1987,323,14546,13716,830,70,5
1/16/21,2,2021,MI,20212MI,629339,576507,52832,1547,225,15043,14167,876,66,4
1/23/21,3,2021,MI,20213MI,642230,587331,54899,1416,242,15455,14545,910,52,4
1/30/21,4,2021,MI,20214MI,652662,596034,56628,1160,222,15769,14827,942,39,4
2/6/21,5,2021,MI,20215MI,661457,603219,58238,1050,218,16086,15124,962,44,2
2/13/21,6,2021,MI,20216MI,671056,611179,59877,945,169,16303,15329,974,29,1
2/20/21,7,2021,MI,20217MI,679032,617760,61272,896,153,16493,15510,983,20,0
2/27/21,8,2021,MI,20218MI,687523,624668,62855,1021,182,16624,15636,988,21,0
3/6/21,9,2021,MI,20219MI,698385,633431,64954,1438,265,16745,15751,994,18,1
3/13/21,10,2021,MI,202110MI,713453,645854,67599,2031,346,16847,15846,1001,12,2
3/20/21,11,2021,MI,202111MI,736091,665032,71059,3193,436,16977,15967,1010,16,2
3/27/21,12,2021,MI,202112MI,773528,697271,76257,4577,554,17161,16130,1031,28,3
4/3/21,13,2021,MI,202113MI,816930,735012,81918,5146,646,17430,16380,1050,54,3
4/10/21,14,2021,MI,202114MI,865138,777464,87674,5208,645,17776,16699,1077,45,4
4/17/21,15,2021,MI,202115MI,906069,813765,92304,3677,371,18219,17107,1112,63,8
4/24/21,16,2021,MI,202116MI,935750,839876,95874,2866,341,18750,17609,1141,64,4
5/1/21,17,2021,MI,202117MI,959049,860261,98788,2212,241,19228,18062,1166,61,6
5/8/21,18,2021,MI,202118MI,974489,873427,101062,1428,208,19660,18480,1180,58,1
5/15/21,19,2021,MI,202119MI,985129,882475,102654,1062,133,20050,18851,1199,49,5
5/22/21,20,2021,MI,202120MI,992343,888532,103811,644,105,20332,19117,1215,33,2
5/29/21,21,2021,MI,202121MI,996259,891803,104456,329,45,20549,19328,1221,26,0
6/5/21,22,2021,MI,202122MI,998584,893772,104812,237,39,20728,19492,1236,17,0
6/12/21,23,2021,MI,202123MI,1000137,895054,105083,160,30,20864,19617,1247,21,0
6/19/21,24,2021,MI,202124MI,1001305,896036,105269,131,24,20957,19703,1254,10,0
6/26/21,25,2021,MI,202125MI,1002288,896847,105441,107,16,21023,19766,1257,6,1
7/3/21,26,2021,MI,202126MI,1003568,897907,105661,141,24,21063,19805,1258,1,0
7/10/21,27,2021,MI,202127MI,1005121,899208,105913,191,36,21103,19843,1260,4,0
7/17/21,28,2021,MI,202128MI,1007343,901048,106295,313,45,21134,19872,1262,3,0
7/24/21,29,2021,MI,202129MI,1010971,904079,106892,508,76,21167,19902,1265,6,1
7/31/21,30,2021,MI,202130MI,1016102,908471,107631,628,67,21205,19936,1269,3,0
8/7/21,31,2021,MI,202131MI,1021305,912925,108380,462,50,21226,19956,1270,0,0
8/14/21,32,2021,MI,202132MI,1029926,920317,109609,1296,112,21287,20014,1273,3,0
8/21/21,33,2021,MI,202133MI,1042101,930847,111254,1428,155,21394,20114,1280,1,0
8/28/21,34,2021,MI,202134MI,1056586,943351,113235,1877,204,21527,20237,1290,7,0
9/4/21,35,2021,MI,202135MI,1072689,957218,115471,1726,148,21676,20371,1305,4,0
9/11/21,36,2021,MI,202136MI,1090534,972443,118091,2333,302,21828,20512,1316,7,1
9/18/21,37,2021,MI,202137MI,1112377,991120,121257,2734,339,22005,20673,1332,8,0
9/25/21,38,2021,MI,202138MI,1135556,1010646,124910,2905,328,22220,20870,1350,6,-1
10/2/21,39,2021,MI,202139MI,1162693,1033534,129159,3271,370,22453,21091,1362,14,0
10/9/21,40,2021,MI,202140MI,1192302,1058465,133837,3272,227,22708,21319,1389,6,0
10/16/21,41,2021,MI,202141MI,1222828,1084357,138471,3113,281,22979,21573,1406,10,0
10/23/21,42,2021,MI,202142MI,1247023,1104634,142389,0,0,23309,21862,1447,0,0
10/30/21,43,2021,MI,202143MI,1275103,1128435,146668,0,0,23662,22182,1480,0,0
12/19/20,51,2020,MN,202051MN,394635,0,0,2746,218,4839,4649,190,57,2
12/26/20,52,2020,MN,202052MN,406545,0,0,2142,192,5166,4957,209,57,4
1/2/21,53,2021,MN,202153MN,417832,0,0,2530,338,5436,5201,235,54,4
1/9/21,1,2021,MN,20211MN,434413,0,0,2469,236,5731,5463,268,43,5
1/16/21,2,2021,MN,20212MN,445047,0,0,1485,152,5955,5673,282,37,1
1/23/21,3,2021,MN,20213MN,453808,0,0,1540,157,6131,5832,299,31,4
1/30/21,4,2021,MN,20214MN,460819,0,0,1072,152,6255,5940,315,19,0
2/6/21,5,2021,MN,20215MN,467217,0,0,993,163,6357,6028,329,16,2
2/13/21,6,2021,MN,20216MN,472791,0,0,940,131,6437,6104,333,7,0
2/20/21,7,2021,MN,20217MN,478157,0,0,870,161,6491,6153,338,11,1
2/27/21,8,2021,MN,20218MN,483790,0,0,812,117,6543,6204,339,13,0
3/6/21,9,2021,MN,20219MN,489116,0,0,946,148,6614,6272,342,12,1
3/13/21,10,2021,MN,202110MN,496395,0,0,1187,198,6809,6372,437,4,0
3/20/21,11,2021,MN,202111MN,504273,0,0,1380,231,6845,6407,438,6,1
3/27/21,12,2021,MN,202112MN,513833,0,0,1736,286,6903,6451,452,4,0
4/3/21,13,2021,MN,202113MN,526267,0,0,2064,262,6953,6496,457,11,1
4/10/21,14,2021,MN,202114MN,540277,0,0,2449,266,7022,6560,462,12,1
4/17/21,15,2021,MN,202115MN,554536,0,0,2419,410,7083,6620,463,10,0
4/24/21,16,2021,MN,202116MN,566687,0,0,2103,295,7150,6685,465,8,0
5/1/21,17,2021,MN,202117MN,577524,0,0,1712,278,7247,6760,487,10,1
5/8/21,18,2021,MN,202118MN,586959,0,0,1282,222,7317,6829,488,8,0
5/15/21,19,2021,MN,202119MN,593622,0,0,872,151,7379,6884,495,3,0
5/22/21,20,2021,MN,202120MN,598327,0,0,596,71,7456,6954,502,9,1
5/29/21,21,2021,MN,202121MN,601105,0,0,338,50,7511,7008,503,10,0
6/5/21,22,2021,MN,202122MN,602428,0,0,294,43,7554,7049,505,16,1
6/12/21,23,2021,MN,202123MN,603614,0,0,148,21,7596,7086,510,7,0
6/19/21,24,2021,MN,202124MN,604400,0,0,108,16,7630,7120,510,5,0
6/26/21,25,2021,MN,202125MN,605040,0,0,69,13,7671,7159,512,6,0
7/3/21,26,2021,MN,202126MN,605660,0,0,111,21,7703,7188,515,5,0
7/10/21,27,2021,MN,202127MN,606359,0,0,62,13,7715,7200,515,0,0
7/17/21,28,2021,MN,202128MN,607610,0,0,86,14,7729,7214,515,1,0
7/24/21,29,2021,MN,202129MN,609527,0,0,140,22,7744,7228,516,1,0
7/31/21,30,2021,MN,202130MN,612908,0,0,207,26,7763,7247,516,2,0
8/7/21,31,2021,MN,202131MN,618160,0,0,372,53,7788,7271,517,1,0
8/14/21,32,2021,MN,202132MN,625337,0,0,486,40,7823,7305,518,1,0
8/21/21,33,2021,MN,202133MN,634111,0,0,555,51,7854,7333,521,1,0
8/28/21,34,2021,MN,202134MN,644824,0,0,634,49,7894,7372,522,2,0
9/4/21,35,2021,MN,202135MN,655936,0,0,518,71,7939,7414,525,2,0
9/11/21,36,2021,MN,202136MN,667388,0,0,892,143,7988,7461,527,3,0
9/18/21,37,2021,MN,202137MN,682431,0,0,818,111,8079,7532,547,3,0
9/25/21,38,2021,MN,202138MN,698109,0,0,927,161,8176,7621,555,7,0
10/2/21,39,2021,MN,202139MN,715968,0,0,1178,145,8279,7708,571,6,0
10/9/21,40,2021,MN,202140MN,736711,0,0,1065,102,8416,7825,591,8,1
10/16/21,41,2021,MN,202141MN,756351,0,0,950,128,8540,7930,610,9,0
10/23/21,42,2021,MN,202142MN,770246,0,0,0,0,8661,8046,615,0,0
10/30/21,43,2021,MN,202143MN,787550,0,0,0,0,8793,8166,627,0,0
12/19/20,51,2020,MO,202051MO,408862,0,0,1932,313,6257,0,0,49,0
12/26/20,52,2020,MO,202052MO,428681,0,0,2581,603,6615,0,0,55,0
1/2/21,53,2021,MO,202153MO,453523,0,0,2722,584,6938,0,0,39,0
1/9/21,1,2021,MO,20211MO,481017,0,0,1743,476,7259,0,0,45,0
1/16/21,2,2021,MO,20212MO,499377,0,0,1436,360,7573,0,0,43,0
1/23/21,3,2021,MO,20213MO,513773,0,0,1146,331,7859,0,0,33,0
1/30/21,4,2021,MO,20214MO,525479,0,0,988,291,8084,0,0,26,0
2/6/21,5,2021,MO,20215MO,535264,0,0,740,217,8235,0,0,9,0
2/13/21,6,2021,MO,20216MO,541697,0,0,507,145,8370,0,0,22,0
2/20/21,7,2021,MO,20217MO,546475,0,0,496,189,8468,0,0,13,0
2/27/21,8,2021,MO,20218MO,550683,0,0,309,124,8553,0,0,10,0
3/6/21,9,2021,MO,20219MO,554583,0,0,330,111,8620,0,0,9,0
3/13/21,10,2021,MO,202110MO,558720,0,0,362,137,8673,0,0,5,0
3/20/21,11,2021,MO,202111MO,562273,0,0,325,134,8714,0,0,7,0
3/27/21,12,2021,MO,202112MO,565934,0,0,367,152,8769,0,0,7,0
4/3/21,13,2021,MO,202113MO,569579,0,0,348,138,8818,0,0,5,0
4/10/21,14,2021,MO,202114MO,573565,0,0,428,136,8857,0,0,7,0
4/17/21,15,2021,MO,202115MO,587791,0,0,10839,11083,8898,0,0,4,0
4/24/21,16,2021,MO,202116MO,581643,0,0,379,144,8931,0,0,5,0
5/1/21,17,2021,MO,202117MO,586664,0,0,991,180,8965,0,0,6,0
5/8/21,18,2021,MO,202118MO,590253,0,0,355,95,8980,0,0,2,0
5/15/21,19,2021,MO,202119MO,593251,0,0,307,79,8994,0,0,1,0
5/22/21,20,2021,MO,202120MO,596262,0,0,293,83,9006,0,0,0,0
5/29/21,21,2021,MO,202121MO,599382,0,0,255,71,9080,0,0,0,0
6/5/21,22,2021,MO,202122MO,602181,0,0,162,49,9140,0,0,0,0
6/12/21,23,2021,MO,202123MO,605984,0,0,415,148,9196,0,0,0,0
6/19/21,24,2021,MO,202124MO,610401,0,0,519,160,9228,0,0,0,0
6/26/21,25,2021,MO,202125MO,616076,0,0,655,188,9257,0,0,0,0
7/3/21,26,2021,MO,202126MO,622626,0,0,1176,312,9340,0,0,1,0
7/10/21,27,2021,MO,202127MO,632692,0,0,1089,280,9387,0,0,0,0
7/17/21,28,2021,MO,202128MO,646383,0,0,1394,363,9474,0,0,0,0
7/24/21,29,2021,MO,202129MO,663127,0,0,1620,367,9557,0,0,0,0
7/31/21,30,2021,MO,202130MO,681518,0,0,1937,463,9667,0,0,0,0
8/7/21,31,2021,MO,202131MO,701602,0,0,1768,433,9828,0,0,1,0
8/14/21,32,2021,MO,202132MO,721025,0,0,1747,347,10028,0,0,1,0
8/21/21,33,2021,MO,202133MO,738025,0,0,1833,380,10205,0,0,3,0
8/28/21,34,2021,MO,202134MO,754054,0,0,1281,189,10453,0,0,4,0
9/4/21,35,2021,MO,202135MO,770528,0,0,1507,277,10655,0,0,0,0
9/11/21,36,2021,MO,202136MO,785659,0,0,1773,239,10876,0,0,2,0
9/18/21,37,2021,MO,202137MO,800749,0,0,1419,149,11062,0,0,0,0
9/25/21,38,2021,MO,202138MO,813321,0,0,1110,174,11332,0,0,1,0
10/2/21,39,2021,MO,202139MO,824356,0,0,1010,151,11524,0,0,2,0
10/9/21,40,2021,MO,202140MO,833442,0,0,770,96,11694,0,0,1,0
10/16/21,41,2021,MO,202141MO,841196,0,0,717,131,11835,0,0,2,0
10/23/21,42,2021,MO,202142MO,847298,0,0,0,0,11953,0,0,0,0
10/30/21,43,2021,MO,202143MO,854757,0,0,684,91,12055,0,0,0,0
12/19/20,51,2020,MS,202051MS,197211,140963,56248,1972,1227,5116,4003,1113,32,14
12/26/20,52,2020,MS,202052MS,209522,145866,63656,1819,1257,5358,4107,1251,33,23
1/2/21,53,2021,MS,202153MS,225642,152316,73326,1889,1292,5721,4259,1462,47,30
1/9/21,1,2021,MS,20211MS,241932,159507,82425,1698,983,6010,4405,1605,21,10
1/16/21,2,2021,MS,20212MS,255313,165324,89989,1628,1026,6291,4536,1755,40,16
1/23/21,3,2021,MS,20213MS,266907,170194,96713,1120,650,6500,4638,1862,17,10
1/30/21,4,2021,MS,20214MS,277283,174760,102523,777,417,6676,4716,1960,10,4
2/6/21,5,2021,MS,20215MS,283876,178129,105747,570,322,6791,4770,2021,9,5
2/13/21,6,2021,MS,20216MS,289019,180535,108484,753,422,6877,4811,2066,8,3
2/20/21,7,2021,MS,20217MS,292717,182092,110625,354,193,6952,4853,2099,4,0
2/27/21,8,2021,MS,20218MS,296291,183861,112430,263,136,7022,4893,2129,1,0
3/6/21,9,2021,MS,20219MS,298946,185148,113798,201,113,7074,4918,2156,5,4
3/13/21,10,2021,MS,202110MS,301755,186356,115399,201,107,7119,4932,2187,2,1
3/20/21,11,2021,MS,202111MS,303730,187093,116637,151,78,7146,4944,2202,3,1
3/27/21,12,2021,MS,202112MS,305359,187808,117551,108,43,7184,4969,2215,0,0
4/3/21,13,2021,MS,202113MS,306801,188455,118346,127,68,7208,4982,2226,3,2
4/10/21,14,2021,MS,202114MS,308325,189249,119076,163,69,7227,4995,2232,5,1
4/17/21,15,2021,MS,202115MS,310022,190172,119850,147,74,7261,5008,2253,1,1
4/24/21,16,2021,MS,202116MS,311697,191020,120677,138,70,7284,5025,2259,3,1
5/1/21,17,2021,MS,202117MS,313147,191836,121311,169,65,7318,5050,2268,2,1
5/8/21,18,2021,MS,202118MS,314574,192703,121871,170,72,7354,5076,2278,8,3
5/15/21,19,2021,MS,202119MS,315796,193449,122347,115,41,7374,5088,2286,0,0
5/22/21,20,2021,MS,202120MS,316963,194096,122867,142,84,7395,5103,2292,3,1
5/29/21,21,2021,MS,202121MS,317955,194671,123284,82,32,7411,5112,2299,2,1
6/5/21,22,2021,MS,202122MS,318804,195209,123595,89,20,7426,5124,2302,0,0
6/12/21,23,2021,MS,202123MS,319616,195699,123917,89,41,7446,5138,2308,3,1
6/19/21,24,2021,MS,202124MS,320486,196169,124317,97,44,7455,5143,2312,0,0
6/26/21,25,2021,MS,202125MS,321559,196773,124786,84,40,7471,5152,2319,1,0
7/3/21,26,2021,MS,202126MS,322777,197378,125399,123,55,7498,5167,2331,4,1
7/10/21,27,2021,MS,202127MS,324563,198435,126128,253,70,7542,5202,2340,2,0
7/17/21,28,2021,MS,202128MS,328252,200557,127695,724,372,7590,5236,2354,4,1
7/24/21,29,2021,MS,202129MS,335584,204509,131075,1202,557,7669,5288,2381,12,8
7/31/21,30,2021,MS,202130MS,346831,210961,135870,1663,536,7764,5361,2403,10,3
8/7/21,31,2021,MS,202131MS,362755,220248,142507,2303,859,7854,5425,2429,10,2
8/14/21,32,2021,MS,202132MS,386371,232336,154035,2612,1034,7914,5448,2466,2,0
8/21/21,33,2021,MS,202133MS,411081,244242,166839,2416,818,8019,5499,2520,14,6
8/28/21,34,2021,MS,202134MS,432952,255350,177602,2656,1356,8311,5667,2644,16,11
9/4/21,35,2021,MS,202135MS,450715,263384,187331,1926,872,8588,5831,2757,24,17
9/11/21,36,2021,MS,202136MS,462820,269175,193645,1254,523,8939,6046,2893,17,8
9/18/21,37,2021,MS,202137MS,475203,275382,199821,895,341,9228,6214,3014,7,8
9/25/21,38,2021,MS,202138MS,484084,279475,204609,591,204,9441,6336,3105,8,5
10/2/21,39,2021,MS,202139MS,490256,282257,207999,520,156,9656,6473,3183,5,5
10/9/21,40,2021,MS,202140MS,494963,284498,210465,346,153,9813,6574,3239,1,1
10/16/21,41,2021,MS,202141MS,498302,286255,212047,256,119,9921,6638,3283,2,2
10/23/21,42,2021,MS,202142MS,501097,287496,213601,0,0,9990,6686,3304,0,0
10/30/21,43,2021,MS,202143MS,504318,289237,215081,0,0,10075,6749,3326,0,0
12/19/20,51,2020,MT,202051MT,76619,76619,0,627,0,864,864,0,10,0
12/26/20,52,2020,MT,202052MT,79433,79433,0,504,0,919,919,0,3,0
1/2/21,53,2021,MT,202153MT,81944,81944,0,389,0,971,971,0,10,0
1/9/21,1,2021,MT,20211MT,86102,86102,0,534,0,1054,1054,0,5,0
