submission_date,mmwr_week,year,location,concat,total_cases,total_confirmed_cases,total_prob_cases,new_cases,prob_new_cases,total_deaths,confirmed_deaths,prob_deaths,new_deaths,prob_new_deaths
1/16/21,2,2021,MT,20212MT,89056,89056,0,421,0,1088,1088,0,2,0
1/23/21,3,2021,MT,20213MT,91410,91410,0,361,0,1141,1141,0,37,0
1/30/21,4,2021,MT,20214MT,93762,93762,0,516,0,1232,1232,0,5,0
2/6/21,5,2021,MT,20215MT,95717,95717,0,259,0,1312,1312,0,5,0
2/13/21,6,2021,MT,20216MT,97297,97297,0,234,0,1327,1327,0,3,0
2/20/21,7,2021,MT,20217MT,98641,98641,0,264,0,1341,1341,0,2,0
2/27/21,8,2021,MT,20218MT,99837,99837,0,224,0,1356,1356,0,2,0
3/6/21,9,2021,MT,20219MT,100842,95336,5506,186,359,1381,1381,0,2,0
3/13/21,10,2021,MT,202110MT,101726,95286,6440,170,124,1392,1392,0,0,0
3/20/21,11,2021,MT,202111MT,102966,95997,6969,198,32,1414,1414,0,5,0
3/27/21,12,2021,MT,202112MT,104097,96922,7175,117,27,1436,1436,0,1,0
4/3/21,13,2021,MT,202113MT,105037,97663,7374,184,31,1465,1465,0,11,0
4/10/21,14,2021,MT,202114MT,106142,98623,7519,168,28,1523,1523,0,2,0
4/17/21,15,2021,MT,202115MT,107089,98868,8221,148,126,1545,1545,0,8,0
4/24/21,16,2021,MT,202116MT,108048,98975,9073,175,325,1563,1563,0,4,0
5/1/21,17,2021,MT,202117MT,108985,98928,10057,168,186,1574,1574,0,3,0
5/8/21,18,2021,MT,202118MT,109889,99699,10190,152,30,1592,1592,0,0,0
5/15/21,19,2021,MT,202119MT,110644,100361,10283,84,3,1598,1598,0,0,0
5/22/21,20,2021,MT,202120MT,111168,100771,10397,7,20,1603,1603,0,-1,0
5/29/21,21,2021,MT,202121MT,111785,101221,10564,67,10,1613,1613,0,1,0
6/5/21,22,2021,MT,202122MT,112299,101253,11046,39,99,1632,1632,0,0,0
6/12/21,23,2021,MT,202123MT,112790,100760,12030,29,50,1641,1641,0,0,0
6/19/21,24,2021,MT,202124MT,113185,101006,12179,18,-1,1651,1651,0,0,0
6/26/21,25,2021,MT,202125MT,113544,101317,12227,15,3,1662,1662,0,0,0
7/3/21,26,2021,MT,202126MT,113891,101610,12281,18,2,1666,1666,0,0,0
7/10/21,27,2021,MT,202127MT,114268,101917,12351,28,1,1673,1673,0,0,0
7/17/21,28,2021,MT,202128MT,114689,102291,12398,26,3,1691,1691,0,0,0
7/24/21,29,2021,MT,202129MT,115305,102831,12474,50,9,1695,1695,0,0,0
7/31/21,30,2021,MT,202130MT,116454,103775,12679,88,17,1705,1705,0,1,0
8/7/21,31,2021,MT,202131MT,118011,105102,12909,129,13,1722,1722,0,0,0
8/14/21,32,2021,MT,202132MT,120017,106856,13161,153,22,1732,1732,0,2,0
8/21/21,33,2021,MT,202133MT,122533,108972,13561,215,33,1756,1756,0,1,0
8/28/21,34,2021,MT,202134MT,125856,111605,14251,240,49,1784,1784,0,1,0
9/4/21,35,2021,MT,202135MT,129791,114645,15146,304,65,1811,1811,0,0,0
9/11/21,36,2021,MT,202136MT,134121,117797,16324,406,75,1836,1836,0,2,0
9/18/21,37,2021,MT,202137MT,140254,122508,17746,542,134,1880,1880,0,3,0
9/25/21,38,2021,MT,202138MT,146452,127063,19389,417,115,1954,1954,0,9,0
10/2/21,39,2021,MT,202139MT,152495,131321,21174,490,130,2018,2018,0,1,0
10/9/21,40,2021,MT,202140MT,159234,136051,23183,554,182,2082,2082,0,3,0
10/16/21,41,2021,MT,202141MT,165092,139985,25107,423,141,2146,2146,0,18,0
10/23/21,42,2021,MT,202142MT,170567,143856,26711,0,0,2247,2247,0,0,0
10/30/21,43,2021,MT,202143MT,175847,147651,28196,0,0,2346,2346,0,0,0
12/19/20,51,2020,NC,202051NC,494706,453093,41613,6941,1129,6973,6552,421,70,11
12/26/20,52,2020,NC,202052NC,530218,482123,48095,968,237,7467,6951,516,74,13
1/2/21,53,2021,NC,202153NC,585879,527784,58095,3418,724,8093,7475,618,116,18
1/9/21,1,2021,NC,20211NC,651924,581700,70224,7447,1323,8772,8004,768,94,20
1/16/21,2,2021,NC,20212NC,702320,623129,79191,6810,1191,9495,8591,904,128,22
1/23/21,3,2021,NC,20213NC,743692,656725,86967,6093,1153,10214,9160,1054,92,20
1/30/21,4,2021,NC,20214NC,778988,685179,93809,4927,939,10838,9659,1179,88,10
2/6/21,5,2021,NC,20215NC,807562,707776,99786,4045,760,11332,10070,1262,55,8
2/13/21,6,2021,NC,20216NC,830541,725903,104638,3098,688,11726,10388,1338,55,6
2/20/21,7,2021,NC,20217NC,848385,739701,108684,2686,562,12003,10629,1374,29,6
2/27/21,8,2021,NC,20218NC,863301,751129,112172,1900,427,12226,10810,1416,27,2
3/6/21,9,2021,NC,20219NC,875359,760095,115264,1614,450,12363,10933,1430,16,2
3/13/21,10,2021,NC,202110NC,886220,767957,118263,1668,461,12475,11028,1447,14,0
3/20/21,11,2021,NC,202111NC,897665,776394,121271,1680,400,12572,11114,1458,18,2
3/27/21,12,2021,NC,202112NC,909838,785281,124557,1756,491,12648,11181,1467,12,2
4/3/21,13,2021,NC,202113NC,921299,793685,127614,1375,411,12729,11250,1479,10,0
4/10/21,14,2021,NC,202114NC,933563,802854,130709,2046,511,12802,11312,1490,13,2
4/17/21,15,2021,NC,202115NC,947659,813406,134253,1973,511,12876,11377,1499,16,1
4/24/21,16,2021,NC,202116NC,960086,822737,137349,1630,386,12959,11449,1510,10,0
5/1/21,17,2021,NC,202117NC,971597,831315,140282,1582,387,13041,11517,1524,11,1
5/8/21,18,2021,NC,202118NC,981318,838659,142659,1250,286,13126,11584,1542,14,5
5/15/21,19,2021,NC,202119NC,988594,844073,144521,999,254,13210,11651,1559,11,1
5/22/21,20,2021,NC,202120NC,994596,848583,146013,748,188,13305,11732,1573,10,1
5/29/21,21,2021,NC,202121NC,999215,851991,147224,586,159,13363,11783,1580,8,2
6/5/21,22,2021,NC,202122NC,1002445,854297,148148,482,127,13418,11830,1588,6,3
6/12/21,23,2021,NC,202123NC,1005218,856296,148922,362,95,13465,11871,1594,6,0
6/19/21,24,2021,NC,202124NC,1007914,858237,149677,386,114,13494,11897,1597,4,0
6/26/21,25,2021,NC,202125NC,1010490,860073,150417,425,110,13531,11928,1603,9,1
7/3/21,26,2021,NC,202126NC,1013594,862295,151299,527,153,13557,11953,1604,5,0
7/10/21,27,2021,NC,202127NC,1018030,865528,152502,847,238,13584,11976,1608,6,1
7/17/21,28,2021,NC,202128NC,1025375,870941,154434,1348,346,13615,12002,1613,6,1
7/24/21,29,2021,NC,202129NC,1037805,880548,157257,2157,470,13662,12044,1618,10,1
7/31/21,30,2021,NC,202130NC,1059414,897897,161517,3557,647,13749,12120,1629,14,1
8/7/21,31,2021,NC,202131NC,1088943,922046,166897,4795,877,13864,12216,1648,16,1
8/14/21,32,2021,NC,202132NC,1125879,952405,173474,5748,895,14036,12365,1671,31,6
8/21/21,33,2021,NC,202133NC,1167016,986908,180108,6662,1006,14318,12599,1719,52,5
8/28/21,34,2021,NC,202134NC,1215626,1027710,187916,7435,1125,14684,12916,1768,58,8
9/4/21,35,2021,NC,202135NC,1265050,1069373,195677,7078,992,15126,13297,1829,71,8
9/11/21,36,2021,NC,202136NC,1310397,1107709,202688,6893,1101,15518,13638,1880,59,7
9/18/21,37,2021,NC,202137NC,1350089,1141241,208848,5115,729,15880,13959,1921,28,0
9/25/21,38,2021,NC,202138NC,1373239,1160031,213208,4496,562,16150,14195,1955,42,8
10/2/21,39,2021,NC,202139NC,1403778,1185551,218227,3561,472,16642,14627,2015,37,4
10/9/21,40,2021,NC,202140NC,1428224,1205479,222745,3162,371,17137,15062,2075,33,3
10/16/21,41,2021,NC,202141NC,1449192,1222826,226366,2311,384,17482,15369,2113,26,4
10/23/21,42,2021,NC,202142NC,1463410,1234086,229324,0,0,17765,15619,2146,0,0
10/30/21,43,2021,NC,202143NC,1477514,1245095,232419,0,0,18050,15875,2175,0,0
12/19/20,51,2020,ND,202051ND,90039,87623,2416,251,48,1231,0,0,0,0
12/26/20,52,2020,ND,202052ND,91465,88803,2662,110,26,1266,0,0,2,0
1/2/21,53,2021,ND,202153ND,93041,89955,3086,150,24,1310,0,0,0,0
1/9/21,1,2021,ND,20211ND,94716,91196,3520,158,44,1352,0,0,0,0
1/16/21,2,2021,ND,20212ND,95864,92058,3806,150,16,1384,0,0,3,0
1/23/21,3,2021,ND,20213ND,96817,92750,4067,97,23,1411,0,0,0,0
1/30/21,4,2021,ND,20214ND,97630,93293,4337,68,20,1422,0,0,0,0
2/6/21,5,2021,ND,20215ND,98155,93583,4572,49,13,1428,0,0,0,0
2/13/21,6,2021,ND,20216ND,98597,93789,4808,46,21,1431,0,0,0,0
2/20/21,7,2021,ND,20217ND,99277,94232,5045,49,6,1438,0,0,1,0
2/27/21,8,2021,ND,20218ND,99809,94590,5219,29,15,1445,0,0,0,0
3/6/21,9,2021,ND,20219ND,100391,94928,5463,113,51,1449,0,0,1,0
3/13/21,10,2021,ND,202110ND,100976,95303,5673,34,8,1457,0,0,0,0
3/20/21,11,2021,ND,202111ND,101651,95725,5926,49,2,1461,0,0,0,0
3/27/21,12,2021,ND,202112ND,102583,96323,6260,47,8,1466,0,0,0,0
4/3/21,13,2021,ND,202113ND,103638,96991,6647,61,8,1466,0,0,0,0
4/10/21,14,2021,ND,202114ND,104745,97607,7138,44,-15,1471,0,0,0,0
4/17/21,15,2021,ND,202115ND,105754,98287,7467,58,-9,1479,0,0,0,0
4/24/21,16,2021,ND,202116ND,106688,98847,7841,32,2,1486,0,0,0,0
5/1/21,17,2021,ND,202117ND,107708,99512,8196,69,3,1494,0,0,0,0
5/8/21,18,2021,ND,202118ND,108482,99983,8499,43,-9,1499,0,0,0,0
5/15/21,19,2021,ND,202119ND,109104,100408,8696,47,-3,1504,0,0,0,0
5/22/21,20,2021,ND,202120ND,109603,100743,8860,26,-2,1507,0,0,0,0
5/29/21,21,2021,ND,202121ND,109935,100974,8961,20,3,1512,0,0,0,0
6/5/21,22,2021,ND,202122ND,110199,101160,9039,21,5,1516,0,0,0,0
6/12/21,23,2021,ND,202123ND,110432,101324,9108,6,1,1520,0,0,0,0
6/19/21,24,2021,ND,202124ND,110558,101422,9136,7,0,1523,0,0,0,0
6/26/21,25,2021,ND,202125ND,110660,101491,9169,3,1,1528,0,0,0,0
7/3/21,26,2021,ND,202126ND,110735,101548,9187,1,1,1528,0,0,0,0
7/10/21,27,2021,ND,202127ND,110848,101615,9233,14,7,1532,0,0,0,0
7/17/21,28,2021,ND,202128ND,111003,101730,9273,3,0,1537,0,0,0,0
7/24/21,29,2021,ND,202129ND,111221,101866,9355,6,-2,1538,0,0,0,0
7/31/21,30,2021,ND,202130ND,111658,102141,9517,14,1,1539,0,0,0,0
8/7/21,31,2021,ND,202131ND,112310,102571,9739,25,-3,1542,0,0,0,0
8/14/21,32,2021,ND,202132ND,113277,103235,10042,52,-12,1545,0,0,0,0
8/21/21,33,2021,ND,202133ND,114747,104474,10273,57,-20,1551,0,0,0,0
8/28/21,34,2021,ND,202134ND,116751,106122,10629,85,-11,1560,0,0,0,0
9/4/21,35,2021,ND,202135ND,119469,108216,11253,86,-13,1564,0,0,0,0
9/11/21,36,2021,ND,202136ND,122454,110233,12221,103,-9,1573,0,0,0,0
9/18/21,37,2021,ND,202137ND,125697,112357,13340,99,17,1586,0,0,0,0
9/25/21,38,2021,ND,202138ND,129330,114637,14693,141,44,1604,0,0,0,0
10/2/21,39,2021,ND,202139ND,133652,117456,16196,133,-41,1621,0,0,0,0
10/9/21,40,2021,ND,202140ND,137814,120115,17699,136,-24,1642,0,0,0,0
10/16/21,41,2021,ND,202141ND,141376,122395,18981,108,42,1680,0,0,0,0
10/23/21,42,2021,ND,202142ND,144559,124386,20173,0,0,1718,0,0,0,0
10/30/21,43,2021,ND,202143ND,148091,126341,21750,0,0,1762,0,0,0,0
12/19/20,51,2020,NE,202051NE,155570,0,0,861,0,1475,0,0,5,0
12/26/20,52,2020,NE,202052NE,161351,0,0,173,0,1559,0,0,1,0
1/2/21,53,2021,NE,202153NE,168643,0,0,632,0,1669,0,0,1,0
1/9/21,1,2021,NE,20211NE,176376,0,0,596,0,1737,0,0,4,0
1/16/21,2,2021,NE,20212NE,181924,0,0,376,0,1837,0,0,19,0
1/23/21,3,2021,NE,20213NE,187509,0,0,527,0,1879,0,0,1,0
1/30/21,4,2021,NE,20214NE,191387,0,0,359,0,1921,0,0,0,0
2/6/21,5,2021,NE,20215NE,194623,0,0,298,0,1968,0,0,10,0
2/13/21,6,2021,NE,20216NE,197179,0,0,211,0,2002,0,0,0,0
2/20/21,7,2021,NE,20217NE,199151,0,0,204,0,2047,0,0,0,0
2/27/21,8,2021,NE,20218NE,201341,0,0,187,0,2082,0,0,0,0
3/6/21,9,2021,NE,20219NE,203542,0,0,211,0,2113,0,0,1,0
3/13/21,10,2021,NE,202110NE,205615,0,0,170,0,2127,0,0,3,0
3/20/21,11,2021,NE,202111NE,207412,0,0,148,0,2135,0,0,2,0
3/27/21,12,2021,NE,202112NE,209599,0,0,167,0,2175,0,0,0,0
4/3/21,13,2021,NE,202113NE,212012,0,0,233,0,2181,0,0,0,0
4/10/21,14,2021,NE,202114NE,214446,0,0,195,0,2220,0,0,0,0
4/17/21,15,2021,NE,202115NE,216732,0,0,172,0,2213,0,0,0,0
4/24/21,16,2021,NE,202116NE,218921,0,0,150,0,2242,0,0,0,0
5/1/21,17,2021,NE,202117NE,220355,0,0,89,0,2245,0,0,0,0
5/8/21,18,2021,NE,202118NE,221664,0,0,82,0,2251,0,0,-1,0
5/15/21,19,2021,NE,202119NE,222572,0,0,48,0,2270,0,0,-1,0
5/22/21,20,2021,NE,202120NE,223119,0,0,40,0,2249,0,0,0,0
5/29/21,21,2021,NE,202121NE,223477,0,0,12,0,2249,0,0,0,0
6/5/21,22,2021,NE,202122NE,223790,0,0,28,0,2249,0,0,0,0
6/12/21,23,2021,NE,202123NE,223998,0,0,20,0,2258,0,0,0,0
6/19/21,24,2021,NE,202124NE,224025,0,0,39,0,2259,0,0,0,0
6/26/21,25,2021,NE,202125NE,224459,0,0,27,0,2259,0,0,0,0
7/3/21,26,2021,NE,202126NE,224966,0,0,28,0,2262,0,0,0,0
7/10/21,27,2021,NE,202127NE,225454,0,0,39,0,2262,0,0,0,0
7/17/21,28,2021,NE,202128NE,226181,0,0,74,0,2278,0,0,0,0
7/24/21,29,2021,NE,202129NE,227240,0,0,98,0,2277,0,0,0,0
7/31/21,30,2021,NE,202130NE,228894,0,0,94,0,2280,0,0,0,0
8/7/21,31,2021,NE,202131NE,231248,0,0,151,0,2290,0,0,0,0
8/14/21,32,2021,NE,202132NE,234223,0,0,203,0,2302,0,0,0,0
8/21/21,33,2021,NE,202133NE,237990,0,0,288,0,2302,0,0,0,0
8/28/21,34,2021,NE,202134NE,242818,0,0,380,0,2315,0,0,0,0
9/4/21,35,2021,NE,202135NE,248214,0,0,447,0,2347,0,0,0,0
9/11/21,36,2021,NE,202136NE,253712,253712,0,632,0,2358,2358,0,2,0
9/18/21,37,2021,NE,202137NE,258993,258993,0,603,0,2375,2375,0,2,0
9/25/21,38,2021,NE,202138NE,263657,233695,29962,591,14981,2411,2411,0,3,0
10/2/21,39,2021,NE,202139NE,268233,207059,61174,392,117,2840,2424,416,0,0
10/9/21,40,2021,NE,202140NE,272721,209833,62888,346,94,2855,2423,432,0,0
10/16/21,41,2021,NE,202141NE,276507,212216,64291,152,24,2905,2450,455,7,2
10/23/21,42,2021,NE,202142NE,279450,213847,65603,0,0,2938,2466,472,0,0
10/30/21,43,2021,NE,202143NE,284766,217178,67588,0,0,2975,2498,477,0,0
12/19/20,51,2020,NH,202051NH,35609,0,0,649,304,650,0,0,12,4
12/26/20,52,2020,NH,202052NH,39933,0,0,1031,639,701,0,0,11,5
1/2/21,53,2021,NH,202153NH,45184,0,0,1156,366,769,0,0,11,0
1/9/21,1,2021,NH,20211NH,50871,0,0,719,224,862,0,0,16,8
1/16/21,2,2021,NH,20212NH,55945,0,0,445,0,927,0,0,19,0
1/23/21,3,2021,NH,20213NH,61576,0,0,625,162,981,0,0,10,3
1/30/21,4,2021,NH,20214NH,65362,0,0,524,145,1042,0,0,6,1
2/6/21,5,2021,NH,20215NH,68061,0,0,466,194,1098,0,0,7,2
2/13/21,6,2021,NH,20216NH,70505,0,0,433,154,1130,0,0,4,6
2/20/21,7,2021,NH,20217NH,73161,0,0,394,131,1153,0,0,1,0
2/27/21,8,2021,NH,20218NH,75166,0,0,273,75,1170,0,0,3,2
3/6/21,9,2021,NH,20219NH,76695,0,0,273,89,1181,0,0,3,1
3/13/21,10,2021,NH,202110NH,78319,0,0,245,100,1199,0,0,4,2
3/20/21,11,2021,NH,202111NH,80316,0,0,320,132,1217,0,0,4,0
3/27/21,12,2021,NH,202112NH,82745,0,0,371,139,1235,0,0,4,2
4/3/21,13,2021,NH,202113NH,85448,0,0,438,371,1247,0,0,2,0
4/10/21,14,2021,NH,202114NH,88446,0,0,468,176,1256,0,0,3,1
4/17/21,15,2021,NH,202115NH,91279,0,0,369,133,1266,0,0,0,0
4/24/21,16,2021,NH,202116NH,93542,0,0,311,157,1282,0,0,1,0
5/1/21,17,2021,NH,202117NH,95163,0,0,277,106,1304,0,0,1,0
5/8/21,18,2021,NH,202118NH,96501,0,0,164,0,1314,0,0,3,0
5/15/21,19,2021,NH,202119NH,97563,0,0,133,47,1331,0,0,2,0
5/22/21,20,2021,NH,202120NH,98244,0,0,76,29,1344,0,0,3,1
5/29/21,21,2021,NH,202121NH,98699,0,0,49,2,1352,0,0,1,0
6/5/21,22,2021,NH,202122NH,98898,0,0,21,0,1355,0,0,0,0
6/12/21,23,2021,NH,202123NH,99092,0,0,24,12,1360,0,0,0,0
6/19/21,24,2021,NH,202124NH,99279,0,0,25,0,1367,0,0,0,0
6/26/21,25,2021,NH,202125NH,99420,0,0,17,15,1371,0,0,0,0
7/3/21,26,2021,NH,202126NH,99572,0,0,17,10,1372,0,0,0,0
7/10/21,27,2021,NH,202127NH,99728,0,0,20,8,1375,0,0,0,0
7/17/21,28,2021,NH,202128NH,99926,0,0,19,7,1381,0,0,0,0
7/24/21,29,2021,NH,202129NH,100196,0,0,44,18,1385,0,0,0,0
7/31/21,30,2021,NH,202130NH,100766,0,0,109,40,1387,0,0,0,0
8/7/21,31,2021,NH,202131NH,101813,0,0,151,51,1389,0,0,0,0
8/14/21,32,2021,NH,202132NH,103088,0,0,187,0,1395,0,0,0,0
8/21/21,33,2021,NH,202133NH,104814,0,0,243,0,1398,0,0,1,0
8/28/21,34,2021,NH,202134NH,106841,0,0,316,0,1415,0,0,0,0
9/4/21,35,2021,NH,202135NH,108963,0,0,250,0,1427,0,0,1,0
9/11/21,36,2021,NH,202136NH,111516,0,0,405,0,1441,0,0,0,0
9/18/21,37,2021,NH,202137NH,114681,0,0,359,0,1457,0,0,0,0
9/25/21,38,2021,NH,202138NH,117871,0,0,417,0,1473,0,0,1,0
10/2/21,39,2021,NH,202139NH,121193,0,0,430,0,1482,0,0,1,0
10/9/21,40,2021,NH,202140NH,124420,0,0,212,0,1497,0,0,0,0
10/16/21,41,2021,NH,202141NH,128585,0,0,538,0,1521,0,0,1,0
10/23/21,42,2021,NH,202142NH,131790,0,0,0,0,1543,0,0,0,0
10/30/21,43,2021,NH,202143NH,134517,0,0,0,0,1565,0,0,0,0
12/19/20,51,2020,NJ,202051NJ,470652,0,0,4751,560,18173,16265,1908,49,0
12/26/20,52,2020,NJ,202052NJ,506145,0,0,4602,603,18613,16668,1945,18,0
1/2/21,53,2021,NJ,202153NJ,539546,0,0,5959,448,19187,17166,2021,27,0
1/9/21,1,2021,NJ,20211NJ,579182,523035,56147,8607,2180,19854,17795,2059,98,0
1/16/21,2,2021,NJ,20212NJ,622089,560423,61666,6057,933,20414,18323,2091,94,0
1/23/21,3,2021,NJ,20213NJ,657536,590400,67136,7147,1038,20934,18813,2121,59,0
1/30/21,4,2021,NJ,20214NJ,692543,619732,72811,5274,744,21491,19362,2129,108,0
2/6/21,5,2021,NJ,20215NJ,717835,641087,76748,4511,781,21964,19777,2187,78,0
2/13/21,6,2021,NJ,20216NJ,743819,663416,80403,3757,408,22440,20194,2246,47,0
2/20/21,7,2021,NJ,20217NJ,764374,680937,83437,2876,245,22834,20545,2289,50,0
2/27/21,8,2021,NJ,20218NJ,786967,699564,87403,4134,570,23238,20907,2331,46,0
3/6/21,9,2021,NJ,20219NJ,810090,718873,91217,3720,736,23557,21160,2397,36,0
3/13/21,10,2021,NJ,202110NJ,834715,739249,95466,4034,850,23888,21414,2474,34,0
3/20/21,11,2021,NJ,202111NJ,862648,762407,100241,4909,972,24134,21619,2515,31,0
3/27/21,12,2021,NJ,202112NJ,892143,785583,106560,4662,856,24382,21847,2535,24,0
4/3/21,13,2021,NJ,202113NJ,923396,811726,111670,4445,689,24632,22064,2568,17,0
4/10/21,14,2021,NJ,202114NJ,950103,834182,115921,3599,677,24859,22286,2573,33,0
4/17/21,15,2021,NJ,202115NJ,975704,855759,119945,3922,493,25134,22542,2592,40,0
4/24/21,16,2021,NJ,202116NJ,996197,873399,122798,2783,370,25367,22756,2611,39,0
5/1/21,17,2021,NJ,202117NJ,998812,874256,124556,1589,260,25588,22963,2625,34,0
5/8/21,18,2021,NJ,202118NJ,1007555,880307,127248,650,155,25791,23151,2640,22,0
5/15/21,19,2021,NJ,202119NJ,1010490,882750,127740,646,95,25952,23304,2648,20,0
5/22/21,20,2021,NJ,202120NJ,1013787,885632,128155,378,37,26084,23424,2660,14,0
5/29/21,21,2021,NJ,202121NJ,1015889,887306,128583,255,65,26201,23531,2670,16,0
6/5/21,22,2021,NJ,202122NJ,1017695,888747,128948,358,118,26273,23595,2678,8,0
6/12/21,23,2021,NJ,202123NJ,1019356,889960,129396,249,68,26327,23642,2685,3,0
6/19/21,24,2021,NJ,202124NJ,1020974,891196,129778,205,46,26370,23680,2690,3,0
6/26/21,25,2021,NJ,202125NJ,1022680,892485,130195,237,60,26434,23736,2698,6,0
7/3/21,26,2021,NJ,202126NJ,1024113,893617,130496,190,5,26472,23769,2703,5,0
7/10/21,27,2021,NJ,202127NJ,1025788,895067,130721,311,67,26501,23792,2709,5,0
7/17/21,28,2021,NJ,202128NJ,1028503,897490,131013,549,104,26536,23820,2716,5,0
7/24/21,29,2021,NJ,202129NJ,1033116,901661,131455,861,41,26573,23855,2718,5,0
7/31/21,30,2021,NJ,202130NJ,1039353,907249,132104,1182,204,26602,23883,2719,7,0
8/7/21,31,2021,NJ,202131NJ,1048053,915267,132786,1539,117,26645,23926,2719,9,0
8/14/21,32,2021,NJ,202132NJ,1059660,925147,134513,2564,1090,26692,23972,2720,11,0
8/21/21,33,2021,NJ,202133NJ,1072856,935853,137003,2158,374,26750,24029,2721,11,0
8/28/21,34,2021,NJ,202134NJ,1086480,947298,139182,1934,353,26844,24122,2722,18,0
9/4/21,35,2021,NJ,202135NJ,1100774,958943,141831,2248,504,26942,24211,2731,13,0
9/11/21,36,2021,NJ,202136NJ,1115659,971122,144537,2494,434,27054,24305,2749,15,0
9/18/21,37,2021,NJ,202137NJ,1131319,983947,147372,2623,607,27182,24416,2766,17,0
9/25/21,38,2021,NJ,202138NJ,1146089,996378,149711,2234,319,27323,24550,2773,16,0
10/2/21,39,2021,NJ,202139NJ,1158178,1006664,151514,1935,277,27465,24678,2787,22,0
10/9/21,40,2021,NJ,202140NJ,1170140,1016546,153594,1828,250,27590,24793,2797,20,0
10/16/21,41,2021,NJ,202141NJ,1180388,1025463,154925,1452,50,27720,24917,2803,28,0
10/23/21,42,2021,NJ,202142NJ,1188709,1033751,154958,1140,-86,27848,25038,2810,20,0
10/30/21,43,2021,NJ,202143NJ,1197702,1041258,156444,1230,98,27972,25158,2814,11,0
12/19/20,51,2020,NM,202051NM,128930,0,0,1430,0,2676,0,0,24,1
12/26/20,52,2020,NM,202052NM,137226,0,0,604,0,2882,0,0,30,3
1/2/21,53,2021,NM,202153NM,145379,0,0,1237,0,3079,0,0,23,2
1/9/21,1,2021,NM,20211NM,154954,0,0,1498,0,3265,0,0,29,3
1/16/21,2,2021,NM,20212NM,162893,0,0,1088,0,3449,0,0,28,1
1/23/21,3,2021,NM,20213NM,168579,0,0,848,0,3597,0,0,15,0
1/30/21,4,2021,NM,20214NM,173539,0,0,741,0,3706,0,0,14,0
2/6/21,5,2021,NM,20215NM,177214,0,0,421,0,3820,0,0,17,3
2/13/21,6,2021,NM,20216NM,180289,0,0,565,0,3902,0,0,11,0
2/20/21,7,2021,NM,20217NM,182475,0,0,425,0,3979,0,0,11,3
2/27/21,8,2021,NM,20218NM,184888,0,0,152,0,4029,0,0,7,0
3/6/21,9,2021,NM,20219NM,186742,0,0,282,0,4079,0,0,8,1
3/13/21,10,2021,NM,202110NM,188167,0,0,183,0,4116,0,0,5,0
3/20/21,11,2021,NM,202111NM,189560,0,0,186,0,4145,0,0,1,0
3/27/21,12,2021,NM,202112NM,190887,0,0,171,0,4171,0,0,3,0
4/3/21,13,2021,NM,202113NM,192152,0,0,0,0,4195,0,0,4,1
4/10/21,14,2021,NM,202114NM,193368,0,0,0,0,4215,0,0,1,0
4/17/21,15,2021,NM,202115NM,195071,0,0,203,0,4232,0,0,2,0
4/24/21,16,2021,NM,202116NM,196429,0,0,208,0,4246,0,0,3,0
5/1/21,17,2021,NM,202117NM,197946,0,0,213,0,4258,0,0,2,0
5/8/21,18,2021,NM,202118NM,199522,0,0,189,0,4272,0,0,3,0
5/15/21,19,2021,NM,202119NM,200828,0,0,178,0,4289,0,0,1,0
5/22/21,20,2021,NM,202120NM,201985,0,0,117,0,4313,0,0,4,1
5/29/21,21,2021,NM,202121NM,202930,0,0,109,0,4336,0,0,2,0
6/5/21,22,2021,NM,202122NM,203543,0,0,71,0,4349,0,0,2,0
6/12/21,23,2021,NM,202123NM,204119,0,0,75,0,4357,0,0,3,0
6/19/21,24,2021,NM,202124NM,204785,0,0,87,0,4377,0,0,3,0
6/26/21,25,2021,NM,202125NM,205355,0,0,65,0,4394,0,0,0,0
7/3/21,26,2021,NM,202126NM,205765,0,0,50,0,4403,0,0,4,0
7/10/21,27,2021,NM,202127NM,206351,0,0,99,0,4413,0,0,1,0
7/17/21,28,2021,NM,202128NM,207314,0,0,125,0,4423,0,0,2,0
7/24/21,29,2021,NM,202129NM,208697,0,0,210,0,4433,0,0,2,0
7/31/21,30,2021,NM,202130NM,210774,0,0,358,0,4444,0,0,1,0
8/7/21,31,2021,NM,202131NM,214228,0,0,435,0,4468,0,0,3,0
8/14/21,32,2021,NM,202132NM,219159,0,0,590,0,4507,0,0,4,1
8/21/21,33,2021,NM,202133NM,224528,0,0,732,0,4557,0,0,5,0
8/28/21,34,2021,NM,202134NM,230267,0,0,758,0,4624,0,0,13,0
9/4/21,35,2021,NM,202135NM,236014,0,0,624,0,4687,0,0,4,0
9/11/21,36,2021,NM,202136NM,240478,0,0,592,0,4773,0,0,11,1
9/18/21,37,2021,NM,202137NM,245223,0,0,503,0,4837,0,0,7,0
9/25/21,38,2021,NM,202138NM,249450,0,0,662,0,4877,0,0,4,0
10/2/21,39,2021,NM,202139NM,254402,0,0,587,0,4927,0,0,9,0
10/9/21,40,2021,NM,202140NM,259549,0,0,606,0,4968,0,0,4,0
10/16/21,41,2021,NM,202141NM,264380,0,0,625,0,4999,0,0,2,0
10/23/21,42,2021,NM,202142NM,268891,0,0,0,0,5002,0,0,0,0
10/30/21,43,2021,NM,202143NM,275209,0,0,0,0,5049,0,0,0,0
