Date,MMWR_week,year,Location,Concat,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf
6/26/21,25,2021,DE,202125DE,1277095,65800,520800,690495,0,131150,152070,165815,676048,1021702,1021522,972199,331177,43881,409068,568325,428,104923,121638,126228,175313,998404,561963,57.7,561810,66.9,535214,69.5,175585,92.9,473684,48.6,473654,56.4,454208,59,155335,82.2,43171,179663,250650,200,43163,179659,250632,200,43138,179568,231302,200,8334,64171,82710,120,,0,0,0,0,0,0,0,0,0,0,0
7/3/21,26,2021,DE,202126DE,1282095,65800,525800,690495,0,131664,152665,166464,678695,1046103,1045918,993373,333428,45006,418257,582373,467,107429,124543,128977,176505,1022288,569300,58.5,569143,67.8,541349,70.3,176411,93.4,491051,50.4,491016,58.5,469726,61,156986,83.1,44259,186400,260177,215,44251,186396,260154,215,44224,186305,238982,215,8612,64816,83432,126,,0,0,0,0,0,0,0,0,0,0,0
7/10/21,27,2021,DE,202127DE,1297395,65800,532100,699495,0,133235,154487,168451,686794,1056467,1056282,1001666,334495,45687,421709,588548,523,108493,125777,130054,177070,1032329,573920,58.9,573763,68.3,545217,70.8,176867,93.6,496904,51,496869,59.2,474438,61.6,157599,83.4,44889,188390,263391,234,44881,188386,263368,234,44854,188292,241058,234,8670,65106,83686,137,,0,0,0,0,0,0,0,0,0,0,0
7/17/21,28,2021,DE,202128DE,1306605,65800,538160,702645,0,134181,155584,169647,691669,1067242,1067052,1010360,335855,46203,425123,595326,590,109600,127059,131183,177789,1042898,578647,59.4,578488,68.9,549128,71.3,177390,93.9,502923,51.6,502883,59.9,479326,62.2,158436,83.9,45359,190365,266940,259,45351,190361,266912,259,45324,190266,243477,259,8719,65465,84103,149,,0,0,0,0,0,0,0,0,0,0,0
7/24/21,29,2021,DE,202129DE,1319705,65800,544960,708945,0,135526,157144,171348,698604,1078154,1077962,1019080,337069,46684,427924,602846,700,110720,128358,132315,178432,1053667,584217,60,584057,69.5,553607,71.9,177993,94.2,508416,52.2,508375,60.5,483841,62.8,159073,84.2,45812,191800,270493,311,45804,191796,270464,311,45776,191701,246053,311,8770,65700,84431,172,,0,0,0,0,0,0,0,0,0,0,0
7/31/21,30,2021,DE,202130DE,1339435,65800,554340,719295,0,137552,159493,173909,709048,1090237,1090045,1029016,338399,47203,431785,610463,786,111961,129797,133605,179136,1065405,591094,60.7,590934,70.4,559313,72.6,178686,94.6,513528,52.7,513487,61.1,488166,63.4,159680,84.5,46336,193567,273287,338,46328,193563,273258,338,46300,193467,248061,338,8859,65938,84698,185,,0,0,0,0,0,0,0,0,0,0,0
8/7/21,31,2021,DE,202131DE,1355915,65800,560920,729195,0,139245,161456,176049,717772,1102644,1102451,1039148,339688,47751,435408,618644,841,113235,131274,134921,179819,1077644,598901,61.5,598740,71.3,565730,73.5,179402,95,518140,53.2,518099,61.7,492033,63.9,160199,84.8,46863,194876,276043,358,46855,194872,276014,358,46827,194774,250075,357,8928,66123,84958,190,,0,0,0,0,0,0,0,0,0,0,0
8/14/21,32,2021,DE,202132DE,1381315,65800,566520,748995,0,141853,164480,179347,731218,1115629,1115435,1049403,340901,48182,438902,627644,901,114569,132820,136252,180461,1090442,606818,62.3,606655,72.2,572073,74.3,180114,95.3,523257,53.7,523215,62.3,496141,64.4,160703,85.1,47336,196093,279450,378,47327,196089,279421,378,47299,195989,252476,377,8984,66273,85244,202,,0,0,0,0,0,0,0,0,0,0,0
8/21/21,33,2021,DE,202133DE,1420925,65800,579400,775725,0,145921,169197,184490,752186,1130266,1130072,1061607,343366,48617,443240,637452,957,116072,134563,137837,181766,1104581,614221,63.1,614057,73.1,578196,75.1,180846,95.7,528902,54.3,528860,63,500792,65,161424,85.5,47974,197233,283312,383,47965,197229,283283,383,47937,197128,255345,382,9061,66483,85666,214,,0,0,0,0,0,0,0,0,0,0,0
8/28/21,34,2021,DE,202134DE,1453205,65800,588280,799125,0,149236,173040,188681,769274,1145983,1145787,1074565,345984,49050,447763,648182,988,117686,136435,139519,183151,1119996,621419,63.8,621253,74,584044,75.8,181577,96.1,535914,55,535872,63.8,506518,65.8,162264,85.9,48420,199141,287963,390,48411,199137,287934,390,48382,199034,258713,389,9097,66813,86140,214,0,0,0,0,0,0,0,0,0,0,0,0
9/4/21,35,2021,DE,202135DE,1482145,65800,596160,820185,0,152208,176486,192438,784594,1161247,1161051,1087404,348518,49422,452336,658448,1041,119253,138252,141186,184493,1135019,627891,64.5,627725,74.7,589524,76.5,182247,96.5,542975,55.8,542933,64.6,512246,66.5,163018,86.3,48791,201113,292665,406,48782,201109,292636,406,48752,201005,262086,403,9131,67101,86566,220,0,0,0,0,0,0,0,0,0,0,0,0
9/11/21,36,2021,DE,202136DE,1507435,65800,603900,837735,0,154805,179498,195722,797982,1169682,1169483,1094549,349769,49673,454966,663968,1075,120120,139256,142114,185155,1143506,631554,64.9,631387,75.2,592697,77,182620,96.7,547143,56.2,547101,65.1,515683,67,163441,86.5,49051,202381,295294,417,49042,202377,295265,417,49011,202272,263986,414,9156,67280,86775,230,0,0,0,0,0,0,0,0,0,0,0,0
9/18/21,37,2021,DE,202137DE,1529335,65800,609420,854115,0,157054,182106,198565,809575,1181909,1181705,1105175,351383,50187,458531,672071,1120,121375,140711,143493,186009,1155691,637422,65.5,637252,75.9,597985,77.6,183134,96.9,552968,56.8,552925,65.8,520568,67.6,163948,86.8,49592,204124,298826,426,49583,204120,298796,426,49552,204014,266579,423,9190,67481,87044,233,0,0,0,0,0,0,0,0,0,0,0,0
9/25/21,38,2021,DE,202138DE,1556085,65800,616280,874005,0,159801,185291,202039,823735,1192421,1192216,1114426,353256,50494,461469,679270,1188,122455,141963,144695,187001,1166185,642008,65.9,641837,76.4,602125,78.2,183609,97.2,557847,57.3,557804,66.4,524707,68.1,164419,87,49896,205384,302129,438,49887,205380,302099,438,49854,205270,269148,435,9221,67641,87316,241,0,,,,,0,,,,,,
10/2/21,39,2021,DE,202139DE,1562485,66000,620140,876345,0,160458,186053,202870,827123,1210081,1209874,1130467,359914,50872,465240,692709,1260,124268,144066,146777,190525,1183699,648445,66.6,648273,77.2,607923,78.9,184885,97.9,563727,57.9,563683,67.1,529708,68.8,165251,87.5,50318,206810,306144,455,50309,206806,306113,455,50276,206695,272285,452,9257,67840,87905,249,0,0,0,0,0,0,0,0,0,0,0,0
10/9/21,40,2021,DE,202140DE,1582875,66100,625940,890835,0,162552,188481,205517,837917,1234536,1234304,1153928,371609,51044,472875,709311,1306,126780,146975,149823,196716,1208087,654870,67.3,654683,78,613926,79.7,186701,98.8,568801,58.4,568748,67.7,534274,69.4,166208,88,50544,208044,309742,471,50535,208033,309709,471,50502,207922,275385,465,9276,68045,88631,256,0,0,0,0,0,0,0,0,0,0,0,0
10/16/21,41,2021,DE,202141DE,1612195,68600,631700,911895,0,165563,191972,209324,853438,1253353,1253119,1171888,380114,51339,475828,724821,1365,128712,149215,152155,201219,1226813,660369,67.8,660181,78.6,619015,80.4,188100,99.6,573524,58.9,573470,68.3,538593,69.9,167085,88.4,50842,209180,313021,481,50833,209169,312987,481,50800,209058,278261,474,9302,68319,89202,262,0,0,0,0,0,0,0,0,0,0,0,0
10/23/21,42,2021,DE,202142DE,1632535,68700,642580,921255,0,167652,194394,211965,864205,1275546,1275312,1193166,390010,51677,479301,743067,1501,130991,151858,154918,206457,1249746,666545,68.5,666356,79.3,624783,81.1,189563,99.9,579053,59.5,578999,68.9,543624,70.6,168052,89,51218,210500,316841,494,51209,210489,316807,494,51162,210377,281598,487,9358,68600,90051,270,41092,7.1,41036,7.5,36821,21.9,29783,17.7,5724,35350,14,4
10/30/21,43,2021,DE,202143DE,1708865,78700,686680,943485,0,175491,203483,221875,904611,1290577,1290342,1207878,398028,51831,485025,752189,1532,132535,153647,156828,210702,1265502,670177,68.8,669987,79.8,628277,81.6,190900,99.9,581483,59.7,581429,69.2,545861,70.9,168631,89.3,51358,211293,318327,505,51349,211282,318293,505,51302,211170,282892,497,9332,68832,90194,273,50846,8.7,50787,9.3,45219,14,36092,21.4,9546,41234,62,4
12/19/20,51,2020,FL,202051FL,185250,0,0,0,0,863,0,0,0,19634,0,0,0,0,0,19634,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
12/26/20,52,2020,FL,202052FL,588950,0,0,0,0,2742,0,0,0,106844,0,0,0,0,17164,89677,3,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/2/21,53,2021,FL,202153FL,889875,0,0,0,0,4143,0,0,0,246587,0,0,0,0,106781,139785,21,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/9/21,1,2021,FL,20211FL,1355775,0,0,0,0,6312,0,0,0,555268,0,0,0,0,291530,263627,111,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/16/21,2,2021,FL,20212FL,2068575,0,0,0,0,9631,0,0,0,1032174,0,0,0,0,517047,514642,485,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/23/21,3,2021,FL,20213FL,2908275,0,0,0,0,13541,0,0,0,1489003,0,0,0,0,705601,782482,920,6933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/30/21,4,2021,FL,20214FL,3396350,0,0,0,0,15813,0,0,0,1890198,0,0,0,0,919158,969819,1221,8801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/6/21,5,2021,FL,20215FL,3791925,0,0,0,0,17655,0,0,0,2385839,0,0,0,0,1178495,1205575,1769,11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/13/21,6,2021,FL,20216FL,4441375,0,0,0,0,20679,0,25750,0,3351430,0,3260825,0,0,1683858,1664699,2873,15604,0,18906,0,3294378,2261001,10.5,0,0,2180146,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/20/21,7,2021,FL,20217FL,5120975,0,0,0,0,23843,0,29691,0,4205898,0,4202554,0,0,2118698,2083431,3769,19583,0,24366,0,4132817,2742379,12.8,0,0,2739413,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/27/21,8,2021,FL,20218FL,6313255,0,0,0,0,29394,0,36603,0,4822353,0,4818899,0,0,2394618,2422709,5026,22453,0,27939,0,4740684,3039028,14.1,0,0,3035967,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
3/6/21,9,2021,FL,20219FL,7771315,135100,3892800,3743415,0,36183,0,45057,172798,5688357,0,5684682,4269737,2593,2829966,2848958,6840,26485,0,32959,94939,5592204,3574315,16.6,0,0,3571061,20.7,2672909,59.4,1980855,9.2,0,0,1980494,11.5,1471806,32.7,2579,951628,1024262,2386,0,0,0,0,2579,951410,1024119,2386,1004,709231,759471,2100,,0,0,0,0,0,0,0,0,0,0,0
3/13/21,10,2021,FL,202110FL,9145275,283700,4441900,4419675,0,42580,0,53023,203349,7007792,0,6999421,5045202,69571,3521516,3407847,8858,32628,0,40582,112182,6890247,4325176,20.1,0,0,4317972,25,2978768,66.2,2399551,11.2,0,0,2398479,13.9,1767365,39.3,68973,1150664,1176932,2982,0,0,0,0,68951,1150105,1176441,2982,27728,864436,872631,2570,,0,0,0,0,0,0,0,0,0,0,0
3/20/21,11,2021,FL,202111FL,10691345,322000,5024200,5345145,0,49779,0,61987,237726,7977789,0,7967818,5499322,146323,3944649,3876034,10783,37144,0,46196,122280,7848128,4963147,23.1,0,0,4954440,28.7,3172331,70.5,2787613,13,0,0,2786433,16.2,2038707,45.3,145593,1329107,1309346,3567,0,0,0,0,145545,1328538,1308783,3567,52511,1007582,975552,3062,,0,0,0,0,0,0,0,0,0,0,0
3/27/21,12,2021,FL,202112FL,12219465,375200,5602900,6241365,0,56894,0,70846,271704,9028641,0,9016673,5909199,208797,4322501,4484696,12647,42037,0,52277,131393,8881365,5677465,26.4,0,0,5666991,32.9,3353622,74.6,3160502,14.7,0,0,3159076,18.3,2270766,50.5,207200,1429242,1519878,4182,0,0,0,0,207110,1428659,1519125,4182,71214,1083389,1112576,3587,,0,0,0,0,0,0,0,0,0,0,0
4/3/21,13,2021,FL,202113FL,13882365,572500,6167600,7142265,0,64636,0,80488,308680,10204039,0,10189452,6282001,257375,4797188,5134878,14598,47510,0,59077,139683,10042050,6343593,29.5,0,0,6331124,36.7,3466877,77.1,3692088,17.2,0,0,3689924,21.4,2527500,56.2,255273,1631196,1800821,4798,0,0,0,0,255139,1630597,1799391,4797,82348,1231200,1209877,4075,,0,0,0,0,0,0,0,0,0,0,0
4/10/21,14,2021,FL,202114FL,15878475,1083400,6771800,8023275,0,73930,0,92061,353064,11639845,0,11611642,6616293,412608,5300954,5909208,17075,54195,0,67322,147116,11461151,7204496,33.5,0,0,7179888,41.6,3575342,79.5,4392045,20.4,0,0,4388557,25.4,2764542,61.5,408927,1873771,2103779,5568,0,0,0,0,408732,1873175,2101082,5568,107202,1371074,1281626,4640,,0,0,0,0,0,0,0,0,0,0,0
4/17/21,15,2021,FL,202115FL,17807745,1343800,7433300,9030645,0,82913,0,103246,395962,13029551,0,12976307,6857082,523697,5736867,6749358,19629,60665,0,75235,152470,12825035,8008113,37.3,0,0,7960378,46.2,3666936,81.5,5051844,23.5,0,0,5046736,29.3,2918450,64.9,518768,2070531,2456147,6398,0,0,0,0,518518,2069919,2451901,6398,123627,1444481,1345122,5220,,0,0,0,0,0,0,0,0,0,0,0
4/24/21,16,2021,FL,202116FL,19583945,1343800,8098000,10142145,0,91183,0,113545,435456,14252729,0,14178046,7049632,531440,6232132,7466979,22178,66360,0,82202,156751,14032201,8561469,39.9,0,0,8494246,49.2,3731887,83,5701137,26.5,0,0,5694281,33,3038520,67.6,525912,2347442,2820554,7229,0,0,0,0,525652,2346817,2814583,7229,125870,1518811,1388054,5785,,0,0,0,0,0,0,0,0,0,0,0
5/1/21,17,2021,FL,202117FL,20888605,1392100,8666400,10830105,0,97257,0,121109,464466,15488105,0,15383945,7213710,555141,6732291,8175463,25210,72112,0,89194,160400,15254668,9084980,42.3,0,0,8999968,52.2,3795104,84.4,6410614,29.8,0,0,6392270,37.1,3134038,69.7,548546,2632984,3220897,8187,0,0,0,0,548277,2632325,3203482,8186,129442,1576361,1421827,6408,,0,0,0,0,0,0,0,0,0,0,0
5/8/21,18,2021,FL,202118FL,22007995,1523900,9088880,11395215,0,102469,0,127599,489356,16251997,0,16123864,7306919,607117,7018400,8598978,27502,75669,0,93484,162472,16012737,9402537,43.8,0,0,9308433,54,3835742,85.3,6893295,32.1,0,0,6860290,39.8,3189520,70.9,599623,2798339,3486375,8958,0,0,0,0,599330,2797647,3454358,8955,137817,1600149,1444668,6886,,0,0,0,0,0,0,0,0,0,0,0
5/15/21,19,2021,FL,202119FL,22546275,1554800,9301420,11690055,0,104975,120594,130720,501325,17325840,17318872,17150520,7428247,681849,7412707,9200666,30618,80669,92634,99436,165170,17073939,9809136,45.7,9802891,52.4,9690134,56.2,3883101,86.3,7607709,35.4,7606920,40.7,7552977,43.8,3265982,72.6,672255,3063751,3861752,9951,672106,3063181,3861682,9951,671934,3063005,3808090,9948,147567,1633313,1477613,7489,,0,0,0,0,0,0,0,0,0,0,0
5/22/21,20,2021,FL,202120FL,23218725,1620100,9474500,12124125,0,108106,124191,134618,516277,18046544,18039451,17784261,7513267,735172,7658209,9620153,33010,84024,96488,103110,167060,17788205,10180237,47.4,10173876,54.4,9987730,57.9,3916969,87.1,7985126,37.2,7984307,42.7,7918435,45.9,3311602,73.6,724612,3206449,4043357,10708,724441,3205873,4043285,10708,724246,3205665,3977823,10701,153720,1653593,1496351,7938,,0,0,0,0,0,0,0,0,0,0,0
5/29/21,21,2021,FL,202121FL,23702095,1647700,9593700,12460695,0,110357,126776,137421,527025,18620153,18612968,18302614,7582318,795119,7863586,9925541,35907,86695,99556,106116,168596,18359191,10481744,48.8,10475288,56,10242475,59.4,3945988,87.7,8304027,38.7,8303198,44.4,8229459,47.7,3353121,74.6,783604,3340932,4167853,11638,783427,3340354,4167779,11638,783206,3340108,4094515,11630,159945,1674698,1509982,8496,,0,0,0,0,0,0,0,0,0,0,0
6/5/21,22,2021,FL,202122FL,24056285,1695000,9707540,12653745,0,112006,128671,139474,534901,19078401,19071136,18714787,7634898,842624,8009391,10188270,38116,88829,102006,108505,169765,18812889,10717765,49.9,10711231,57.3,10444108,60.6,3967759,88.2,8561621,39.9,8560747,45.8,8476192,49.1,3384623,75.3,830385,3440749,4278126,12361,830169,3440170,4278047,12361,829903,3439878,4194059,12352,163987,1689739,1522002,8895,,0,0,0,0,0,0,0,0,0,0,0
6/12/21,23,2021,FL,202123FL,24267785,1694100,9824000,12749685,0,112990,129802,140701,539603,19628896,19621346,19153028,7687548,893943,8130577,10564014,40362,91392,104949,111046,170936,19354756,10960053,51,10953232,58.6,10643376,61.7,3987169,88.7,8897354,41.4,8896283,47.6,8745158,50.7,3414667,75.9,879618,3516901,4487789,13046,879219,3516320,4487698,13046,878904,3515996,4337227,13031,167606,1701669,1536134,9258,,0,0,0,0,0,0,0,0,0,0,0
6/19/21,24,2021,FL,202124FL,24590285,1694500,9940180,12955605,0,114492,131527,142570,546774,20359238,20351347,19775464,7779679,961058,8333641,11020423,44116,94792,108854,114655,172984,20075822,11231862,52.3,11224708,60,10874061,63,4013125,89.2,9398112,43.8,9396832,50.3,9181076,53.2,3478728,77.4,945316,3665812,4772730,14254,944740,3665226,4772612,14254,944353,3664849,4557637,14237,172997,1732005,1563782,9944,,0,0,0,0,0,0,0,0,0,0,0
6/26/21,25,2021,FL,202125FL,24829675,1694500,10021620,13113555,0,115607,132807,143958,552097,20761897,20753779,20116479,7825167,993086,8430470,11291270,47071,96667,111006,116632,173996,20473996,11415412,53.1,11408028,61,11030292,64,4030768,89.6,9634607,44.9,9633198,51.5,9384367,54.4,3504217,77.9,976700,3725080,4917581,15246,976011,3724489,4917452,15246,975564,3724081,4669501,15221,175344,1741567,1576825,10481,,0,0,0,0,0,0,0,0,0,0,0
7/3/21,26,2021,FL,202126FL,25002165,1694500,10155500,13152165,0,116410,133730,144959,555933,21212086,21203911,20503807,7873769,1020805,8508817,11632611,49853,98763,113414,118878,175076,20925724,11596794,54,11589340,62,11184193,64.8,4047106,90,9922560,46.2,9921132,53.1,9637601,55.9,3534759,78.6,1004290,3769916,5132222,16132,1003590,3769323,5132087,16132,1003118,3768878,4849502,16103,177328,1749057,1597400,10974,,0,0,0,0,0,0,0,0,0,0,0
7/10/21,27,2021,FL,202127FL,25227275,1694500,10217260,13315515,0,117458,134934,146264,560938,21483877,21475644,20728699,7901183,1045264,8568419,11817498,52696,100029,114867,120182,175686,21195065,11740921,54.7,11733415,62.8,11304607,65.5,4058896,90.3,10064763,46.9,10063314,53.8,9757462,56.6,3548642,78.9,1028350,3802484,5216916,17013,1027635,3801889,5216777,17013,1027144,3801422,4911921,16975,178828,1754578,1603776,11460,,0,0,0,0,0,0,0,0,0,0,0
7/17/21,28,2021,FL,202128FL,25397265,1694500,10322000,13380765,0,118249,135843,147249,564718,21791630,21783355,20985712,7941122,1070252,8638373,12026223,56782,101461,116513,121672,176574,21499485,11903156,55.4,11895613,63.6,11439569,66.3,4075342,90.6,10220834,47.6,10219371,54.7,9891138,57.3,3569837,79.4,1052825,3836836,5312919,18254,1052101,3836239,5312777,18254,1051589,3835750,4985590,18209,182046,1760419,1615236,12136,,0,0,0,0,0,0,0,0,0,0,0
7/24/21,29,2021,FL,202129FL,25778455,1694500,10471440,13612515,0,120024,137882,149459,573194,22109018,22100700,21247903,7978975,1088668,8708551,12250700,61099,102939,118211,123192,177416,21813853,12089682,56.3,12082102,64.6,11592970,67.2,4093075,91,10358458,48.2,10356979,55.4,10007739,58,3585794,79.7,1070730,3863631,5404501,19596,1069999,3863033,5404351,19596,1069475,3862518,5056204,19542,183555,1765181,1624205,12853,,0,0,0,0,0,0,0,0,0,0,0
7/31/21,30,2021,FL,202130FL,26352985,1694500,10705320,13953165,0,122699,140955,152790,585969,22548575,22540202,21620640,8027791,1106741,8823910,12552853,65071,104986,120561,125353,178501,22248853,12392995,57.7,12385366,66.2,11849734,68.7,4121779,91.6,10497212,48.9,10495716,56.1,10127462,58.7,3602942,80.1,1088401,3893003,5495037,20771,1087660,3892400,5494886,20770,1087107,3891857,5127792,20706,185473,1770207,1633807,13455,,0,0,0,0,0,0,0,0,0,0,0
8/7/21,31,2021,FL,202131FL,27152815,1694500,10923300,14535015,0,126423,145233,157428,603753,23040800,23032374,22032441,8077159,1124175,8965121,12882405,69099,107278,123194,127741,179599,22736384,12752958,59.4,12745287,68.2,12153109,70.5,4153399,92.4,10630690,49.5,10629181,56.9,10238646,59.4,3617518,80.4,1105356,3921614,5581685,22035,1104608,3921010,5581529,22034,1104034,3920437,5192231,21944,187496,1775189,1640750,14083,,0,0,0,0,0,0,0,0,0,0,0
8/14/21,32,2021,FL,202132FL,28155645,1694500,11199380,15261765,0,131092,150597,163242,626051,23521841,23513362,22431317,8124458,1139019,9096006,13214431,72385,109517,125767,130053,180650,23213045,13083104,60.9,13075387,69.9,12429432,72.1,4181824,93,10780744,50.2,10779225,57.7,10361953,60.1,3633428,80.8,1119817,3951033,5686850,23044,1119066,3950428,5686688,23043,1118473,3949821,5270722,22937,189254,1780104,1649461,14609,,0,0,0,0,0,0,0,0,0,0,0
8/21/21,33,2021,FL,202133FL,29244005,1694500,11630200,15919305,0,136160,156418,169552,650252,24077133,24068596,22907542,8214287,1153275,9264415,13583736,75707,112103,128736,132814,182648,23767229,13370388,62.3,13362619,71.5,12675287,73.5,4211426,93.6,10998494,51.2,10996959,58.8,10543407,61.1,3657362,81.3,1137107,3993131,5845159,23097,1136348,3992522,5844993,23096,1135714,3991862,5392850,22981,192150,1787316,1663201,14695,,0,0,0,0,0,0,0,0,0,0,0
8/28/21,34,2021,FL,202134FL,30122325,1694500,11958800,16469025,0,140249,161116,174644,669781,24655225,24646626,23409837,8321222,1164626,9442396,13969657,78546,114794,131828,135726,185026,24344744,13612965,63.4,13605144,72.8,12886223,74.7,4239638,94.3,11262689,52.4,11261138,60.2,10764623,62.4,3686658,82,1148229,4060088,6030434,23938,1147464,4059477,6030260,23937,1146809,4058779,5535220,23815,193494,1799206,1678855,15103,0,0,0,0,0,0,0,0,0,0,0,0
9/4/21,35,2021,FL,202135FL,30863035,1694500,12260760,16907775,0,143698,165078,178939,686251,25240490,25231755,23922482,8426334,1175067,9623127,14360398,81898,117519,134958,138699,187363,24929747,13839624,64.4,13831727,74,13086576,75.9,4266091,94.9,11546840,53.8,11545220,61.8,11003594,63.8,3715262,82.6,1158216,4146571,6217111,24942,1157446,4145922,6216911,24941,1156771,4145168,5676854,24801,194621,1811314,1693727,15600,0,0,0,0,0,0,0,0,0,0,0,0
9/11/21,36,2021,FL,202136FL,31395835,1694500,12400440,17300895,0,146179,167928,182028,698098,25694008,25685181,24318844,8504496,1182633,9763939,14663005,84431,119631,137383,140997,189101,25382920,14011241,65.2,14003300,74.9,13236318,76.7,4284759,95.3,11772612,54.8,11770941,63,11194950,64.9,3737427,83.1,1165638,4222367,6358934,25673,1164863,4221693,6358715,25670,1164177,4220908,5784347,25518,195383,1821504,1704573,15967,0,0,0,0,0,0,0,0,0,0,0,0
9/18/21,37,2021,FL,202137FL,32054195,1734000,12602780,17717415,0,149244,171449,185845,712737,26131304,26122433,24708796,8580398,1191270,9901836,14950398,87800,121667,139722,143258,190788,25821367,14175543,66,14167566,75.8,13382464,77.6,4302221,95.7,11992505,55.8,11990820,64.1,11386329,66,3760396,83.6,1174286,4298562,6493081,26576,1173507,4297884,6492856,26573,1172811,4297056,5890047,26415,196276,1831402,1716299,16419,0,0,0,0,0,0,0,0,0,0,0,0
9/25/21,38,2021,FL,202138FL,32512245,1754200,12777380,17980665,0,151376,173899,188501,722922,26501843,26492913,25042468,8651648,1199015,10011299,15200465,91064,123392,141703,145192,192373,26191545,14300760,66.6,14292733,76.4,13494408,78.2,4317128,96,12187692,56.7,12185991,65.2,11558477,67,3780665,84.1,1181728,4356385,6622138,27441,1180944,4355705,6621904,27438,1180238,4354841,5996127,27271,196977,1839477,1727354,16857,0,,,,,0,,,,,,
10/2/21,39,2021,FL,202139FL,33133515,1795300,12886760,18451455,0,154269,177222,192103,736736,26877644,26868661,25391498,8798349,1206735,10096135,15480842,93932,125142,143713,147216,195635,26569224,14402644,67.1,14394573,77,13586947,78.8,4338794,96.5,12331727,57.4,12330017,65.9,11685863,67.8,3801066,84.5,1188988,4399042,6715475,28222,1188202,4398360,6715236,28219,1187488,4397459,6072875,28041,197731,1845906,1740213,17216,0,0,0,0,0,0,0,0,0,0,0,0
