Date,MMWR_week,year,Location,Concat,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf
12/19/20,51,2020,AK,202051AK,26325,0,0,0,0,3599,0,0,0,1607,0,0,0,0,0,1607,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
12/26/20,52,2020,AK,202052AK,45250,0,0,0,0,6186,0,0,0,11427,0,0,0,0,562,10864,1,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/2/21,53,2021,AK,202153AK,54975,0,0,0,0,7515,0,0,0,18401,0,0,0,0,3006,15386,9,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/9/21,1,2021,AK,20211AK,92875,0,0,0,0,12696,0,0,0,28539,0,0,0,0,6760,21769,10,3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/16/21,2,2021,AK,20212AK,149650,0,0,0,0,20457,0,0,0,54193,0,0,0,0,16326,37854,13,7408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/23/21,3,2021,AK,20213AK,155700,0,0,0,0,21284,0,0,0,88344,0,0,0,0,35342,52977,25,12076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/30/21,4,2021,AK,20214AK,193150,0,0,0,0,26403,0,0,0,115268,0,0,0,0,45737,69506,25,15757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/6/21,5,2021,AK,20215AK,248500,0,0,0,0,33969,0,0,0,139147,0,0,0,0,55092,84028,27,19021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/13/21,6,2021,AK,20216AK,271550,0,0,0,0,37120,0,49233,0,175138,0,164200,0,0,71979,103129,30,23941,0,29770,0,174962,122518,16.7,0,0,113353,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/20/21,7,2021,AK,20217AK,299935,0,0,0,0,41000,0,54379,0,227403,0,226470,0,0,103664,123686,53,31085,0,41060,0,227363,148497,20.3,0,0,147797,26.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/27/21,8,2021,AK,20218AK,342535,0,0,0,0,46824,0,62103,0,259538,0,258312,0,0,119354,140130,54,35478,0,46833,0,259706,163739,22.4,0,0,162874,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
3/6/21,9,2021,AK,20219AK,426715,2500,210300,213915,0,58331,0,77365,465907,288625,0,287102,112458,0,131430,157140,55,39454,0,52053,122787,289004,178237,24.4,0,0,177272,32.1,64755,70.7,110053,15,0,0,109498,19.9,48582,53,0,48830,61217,6,0,0,0,0,0,48824,60668,6,0,28003,20577,2,,0,0,0,0,0,0,0,0,0,0,0
3/13/21,10,2021,AK,202110AK,472395,8900,233200,230295,0,64575,0,85647,515783,324271,0,320992,111992,250,148985,174980,56,44327,0,58197,122278,324820,197436,27,0,0,195372,35.4,62882,68.7,126647,17.3,0,0,125432,22.7,50282,54.9,266,56390,69984,7,0,0,0,0,265,56341,68819,7,30,29585,20664,3,,0,0,0,0,0,0,0,0,0,0,0
3/20/21,11,2021,AK,202111AK,520685,11700,247100,261885,0,71176,0,94402,568508,362698,0,358504,116018,2651,167983,192008,56,49580,0,64998,126674,363011,221157,30.2,0,0,218410,39.6,64461,70.4,143349,19.6,0,0,141896,25.7,53177,58.1,2624,63347,77370,8,0,0,0,0,2616,63290,75982,8,297,31325,21552,3,,0,0,0,0,0,0,0,0,0,0,0
3/27/21,12,2021,AK,202112AK,570465,16600,263900,289965,0,77981,0,103427,622860,395650,0,390157,118308,4785,180913,209896,56,54084,0,70737,129174,395987,242733,33.2,0,0,238899,43.3,65801,71.8,156698,21.4,0,0,155019,28.1,54526,59.5,4683,68448,83558,9,0,0,0,0,4659,68371,81980,9,507,31956,22060,3,,0,0,0,0,0,0,0,0,0,0,0
4/3/21,13,2021,AK,202113AK,636665,26700,284900,325065,0,87030,0,115429,695140,420238,0,413954,120045,6623,190835,222723,57,57445,0,75051,131071,419902,254263,34.8,0,0,249850,45.3,66734,72.9,170747,23.3,0,0,168841,30.6,55682,60.8,6426,74102,90209,10,0,0,0,0,6392,74020,88419,10,722,32539,22417,4,,0,0,0,0,0,0,0,0,0,0,0
4/10/21,14,2021,AK,202114AK,706185,42100,308600,355485,0,96533,0,128034,771045,455719,0,447827,122300,10586,203873,241200,60,62295,0,81193,133533,454937,268587,36.7,0,0,263362,47.7,67847,74.1,194814,26.6,0,0,192107,34.8,57331,62.6,9905,82757,102141,11,0,0,0,0,9858,82648,99590,11,1143,33239,22945,4,,0,0,0,0,0,0,0,0,0,0,0
4/17/21,15,2021,AK,202115AK,746705,51600,320900,374205,0,102072,0,135380,815287,509843,0,500312,131230,13526,228917,267328,72,69694,0,90708,143283,508588,288040,39.4,0,0,282036,51.1,69980,76.4,231393,31.6,0,0,227820,41.3,64314,70.2,12731,99493,119155,14,0,0,0,0,12671,99321,115814,14,1441,37032,25835,6,,0,0,0,0,0,0,0,0,0,0,0
4/24/21,16,2021,AK,202116AK,759125,51600,326300,381225,0,103770,0,137632,828848,536961,0,525744,133118,13751,240602,282531,77,73401,0,95319,145344,535338,299312,40.9,0,0,292472,53,70810,77.3,246821,33.7,0,0,242402,43.9,65440,71.5,12838,107291,126675,17,0,0,0,0,12778,107073,122534,17,1452,37661,26319,8,,0,0,0,0,0,0,0,0,0,0,0
5/1/21,17,2021,AK,202117AK,769205,53200,330100,385905,0,105148,0,139459,839853,560662,0,547959,134680,14636,250804,295145,77,76641,0,99347,147050,558538,307711,42.1,0,0,300372,54.5,71454,78,262217,35.8,0,0,256817,46.6,66456,72.6,13588,113958,134653,18,0,0,0,0,13526,113700,129573,18,1530,38153,26763,10,,0,0,0,0,0,0,0,0,0,0,0
5/8/21,18,2021,AK,202118AK,777945,54500,337540,385905,0,106343,0,141044,849396,571320,0,557906,135457,15680,254946,300611,83,78098,0,101150,147898,568724,312475,42.7,0,0,304879,55.3,71883,78.5,268319,36.7,0,0,262451,47.6,66960,73.1,14472,116190,137636,21,0,0,0,0,14404,115926,132100,21,1648,38344,26956,12,,0,0,0,0,0,0,0,0,0,0,0
5/15/21,19,2021,AK,202119AK,792755,55700,345300,391755,0,108367,130200,143729,865566,583641,583540,568739,136429,17231,259536,306785,89,79782,95839,103114,148959,580815,318593,43.6,318487,52.3,309884,56.2,72386,79,275681,37.7,275676,45.3,269433,48.8,67588,73.8,15978,118778,140901,24,15976,118777,140899,24,15905,118488,135016,24,1824,38573,27176,15,,0,0,0,0,0,0,0,0,0,0,0
5/22/21,20,2021,AK,202120AK,802575,58000,348140,396435,0,109710,131812,145509,876288,598449,598009,578877,137236,18823,263764,315771,91,81806,98215,104952,149841,595607,328869,45,328426,53.9,315744,57.2,72839,79.5,281611,38.5,281605,46.2,275088,49.9,68128,74.4,17517,121154,142913,27,17515,121152,142911,27,17441,120859,136761,27,1963,38841,27309,15,,0,0,0,0,0,0,0,0,0,0,0
5/29/21,21,2021,AK,202121AK,806335,58400,349160,398775,0,110224,132430,146191,880394,610038,609413,588052,137915,20506,267443,321996,93,83390,100088,106616,150582,606848,336394,46,335766,55.1,321038,58.2,73183,79.9,286793,39.2,286787,47.1,280064,50.8,68575,74.9,19061,123228,144476,28,19059,123226,144474,28,18978,122923,138135,28,2063,39055,27442,15,,0,0,0,0,0,0,0,0,0,0,0
6/5/21,22,2021,AK,202122AK,814795,58700,350300,405795,0,111380,133819,147725,889631,618609,617834,594706,138451,21510,270018,326988,93,84562,101471,107822,151167,615053,340957,46.6,340232,55.9,324503,58.8,73496,80.2,291308,39.8,291249,47.8,283743,51.4,68903,75.2,19986,124679,146615,28,19984,124677,146560,28,19893,124362,139460,28,2154,39204,27530,15,,0,0,0,0,0,0,0,0,0,0,0
6/12/21,23,2021,AK,202123AK,819965,58700,351960,409305,0,112087,134668,148662,895276,629530,628402,601422,138848,22631,272091,334709,99,86055,103207,109040,151601,625638,345283,47.2,344445,56.6,327676,59.4,73707,80.5,298544,40.8,298248,49,287880,52.2,69146,75.5,21029,125978,151505,32,21027,125976,151213,32,20933,125651,141266,30,2210,39305,27615,16,,0,0,0,0,0,0,0,0,0,0,0
6/19/21,24,2021,AK,202124AK,825625,59300,354680,411645,0,112860,135598,149689,901455,638888,637449,607575,139336,23565,274546,340673,104,87334,104693,110155,152133,634834,349289,47.7,348328,57.2,330638,59.9,73948,80.7,304545,41.6,304061,49.9,291687,52.9,69465,75.8,21887,127459,155163,36,21885,127457,154683,36,21785,127122,142746,34,2269,39473,27705,18,,0,0,0,0,0,0,0,0,0,0,0
6/26/21,25,2021,AK,202125AK,829405,59300,356120,413985,0,113377,136219,150374,905583,649109,647456,615245,139919,24398,276550,347998,163,88731,106336,111546,152770,644759,353979,48.4,352917,58,334238,60.6,74207,81,310204,42.4,309606,50.8,295890,53.6,69819,76.2,22643,128435,159089,37,22641,128433,158495,37,22536,128089,145231,34,2325,39558,27918,18,,0,0,0,0,0,0,0,0,0,0,0
7/3/21,26,2021,AK,202126AK,831665,59300,358380,413985,0,113686,136590,150784,908050,668685,666764,631855,141181,26041,281826,360643,175,91407,109507,114557,154148,663969,363378,49.7,362180,59.5,342389,62.1,74913,81.8,319083,43.6,318361,52.3,303117,55,70452,76.9,24154,130503,164386,40,24152,130501,163668,40,24033,130142,148905,37,2408,39804,28219,21,,0,0,0,0,0,0,0,0,0,0,0
7/10/21,27,2021,AK,202127AK,840265,59300,360680,420285,0,114862,138002,152343,917440,681805,679850,643564,142064,26698,286010,368922,175,93201,111656,116680,155112,676934,368156,50.3,366946,60.3,346588,62.8,75291,82.2,325118,44.4,324372,53.3,308350,55.9,70802,77.3,24778,132356,167944,40,24776,132353,167203,40,24657,131994,151662,37,2468,39942,28371,21,,0,0,0,0,0,0,0,0,0,0,0
7/17/21,28,2021,AK,202128AK,842985,59300,362500,421185,0,115234,138449,152836,920410,687815,685820,647857,142442,27256,287292,373092,175,94022,112637,117459,155525,682749,371162,50.7,369931,60.8,348824,63.2,75521,82.5,328404,44.9,327639,53.8,310706,56.3,71023,77.5,25294,132954,170113,43,25292,132951,169353,43,25172,132588,152906,40,2523,40011,28467,22,,0,0,0,0,0,0,0,0,0,0,0
7/24/21,29,2021,AK,202129AK,848165,59300,364080,424785,0,115942,139300,153775,926066,691691,689618,649450,142615,27829,287761,375924,177,94552,113261,117747,155714,686466,372902,51,371623,61,349202,63.3,75551,82.5,330893,45.2,330101,54.2,312342,56.6,71205,77.7,25821,133376,171652,44,25819,133372,170866,44,25697,133008,153596,41,2583,40065,28535,22,,0,0,0,0,0,0,0,0,0,0,0
7/31/21,30,2021,AK,202130AK,854805,59300,366220,429285,0,116849,140390,154979,933315,697440,695366,653874,143058,28437,289116,379706,181,95338,114205,118550,156197,692140,376882,51.5,375603,61.7,352303,63.9,75867,82.8,333092,45.5,332299,54.6,314089,56.9,71390,77.9,26386,133838,172824,44,26384,133834,172037,44,26261,133469,154318,41,2638,40125,28605,22,,0,0,0,0,0,0,0,0,0,0,0
8/7/21,31,2021,AK,202131AK,872195,59300,371460,441435,0,119226,143247,158132,952303,703975,701900,658910,143577,29078,290658,384050,189,96231,115278,119463,156764,698651,381470,52.1,380190,62.4,355873,64.5,76208,83.2,335564,45.9,334771,55,316077,57.3,71607,78.2,27011,134354,174152,47,27009,134350,173365,47,26886,133983,155164,44,2702,40198,28685,22,,0,0,0,0,0,0,0,0,0,0,0
8/14/21,32,2021,AK,202132AK,882535,59300,373700,449535,0,120640,144945,160006,963592,709158,707079,662839,143953,29522,291864,387577,195,96940,116128,120175,157175,703948,384971,52.6,383688,63,358594,65,76452,83.5,337746,46.2,336952,55.3,317777,57.6,71778,78.4,27461,134772,175465,48,27459,134768,174677,48,27336,134399,155997,45,2746,40262,28747,23,,0,0,0,0,0,0,0,0,0,0,0
8/21/21,33,2021,AK,202133AK,895645,59300,379160,457185,0,122432,147098,162383,977906,716988,714907,669001,144848,30011,293885,392896,196,98010,117414,121292,158152,711849,389526,53.2,388242,63.8,362215,65.7,76795,83.8,340964,46.6,340169,55.9,320262,58.1,72081,78.7,28103,135312,177499,50,28101,135308,176710,50,27975,134939,157302,46,2816,40363,28879,23,,0,0,0,0,0,0,0,0,0,0,0
8/28/21,34,2021,AK,202134AK,929945,59300,385560,485085,0,127121,152731,168602,1015360,726501,724417,677009,146359,30543,296676,399079,203,99311,118976,122744,159802,721310,394238,53.9,392951,64.5,366167,66.4,77210,84.3,344325,47.1,343529,56.4,322887,58.5,72362,79,28608,136056,179609,52,28606,136052,178819,52,28480,135681,158678,48,2863,40489,28986,24,0,0,0,0,0,0,0,0,0,0,0,0
9/4/21,35,2021,AK,202135AK,981175,59300,405200,516675,0,134124,161145,177890,1071290,736809,734722,685841,147726,31071,299405,406122,211,100720,120668,124345,161294,731616,400061,54.7,398773,65.5,371144,67.3,77602,84.7,347597,47.5,346799,57,325527,59,72621,79.3,29130,136896,181518,53,29128,136892,180726,53,29002,136519,159957,49,2908,40598,29091,24,0,0,0,0,0,0,0,0,0,0,0,0
9/11/21,36,2021,AK,202136AK,993155,59300,407820,526035,0,135761,163113,180062,1084370,754346,752198,701155,149934,32528,304146,417354,318,103117,123539,127122,163705,748885,407729,55.7,406400,66.7,377859,68.5,78016,85.2,353278,48.3,352465,57.9,330064,59.8,72999,79.7,30290,137990,184941,57,30288,137986,184134,57,30157,137611,162243,53,2991,40730,29252,26,0,0,0,0,0,0,0,0,0,0,0,0
9/18/21,37,2021,AK,202137AK,1025415,63900,416760,544755,0,140171,168411,185911,1119600,765238,763057,710461,151350,33146,306896,424849,347,104606,125322,128809,165251,759835,412682,56.4,411344,67.6,382252,69.3,78336,85.5,357820,48.9,356985,58.6,333642,60.5,73278,80,30892,138950,187915,63,30890,138946,187086,63,30758,138570,164255,59,3024,40849,29378,27,0,0,0,0,0,0,0,0,0,0,0,0
9/25/21,38,2021,AK,202138AK,1043135,66000,420680,556455,0,142593,171321,189124,1138940,775688,773470,719494,152556,33633,309953,431722,380,106034,127032,130447,166568,770255,415735,56.8,414394,68.1,384932,69.8,78561,85.8,364112,49.8,363249,59.7,338952,61.5,73649,80.4,31339,140672,192037,64,31337,140668,191180,64,31204,140290,167398,60,3040,40998,29583,28,0,,,,,0,,,,,,
10/2/21,39,2021,AK,202139AK,1069475,67500,426800,575175,0,146194,175647,193899,1167700,798038,795816,740207,157081,34398,314426,448723,491,109089,130702,134202,171508,792384,420423,57.5,419080,68.8,389102,70.5,79080,86.3,371493,50.8,370628,60.9,345455,62.6,74068,80.9,32067,142044,197316,66,32065,142040,196457,66,31932,141657,171805,61,3084,41140,29816,28,0,0,0,0,0,0,0,0,0,0,0,0
10/9/21,40,2021,AK,202140AK,1093025,68500,432520,592005,0,149413,179515,198169,1193420,812327,810103,753769,161371,34742,316554,460539,492,111043,133049,136661,176192,807029,423561,57.9,422217,69.3,391896,71.1,79619,86.9,374363,51.2,373497,61.3,347952,63.1,74353,81.2,32436,142706,199154,67,32434,142702,198294,67,32300,142319,173271,62,3116,41218,29991,28,0,0,0,0,0,0,0,0,0,0,0,0
10/16/21,41,2021,AK,202141AK,1110405,68900,436900,604605,0,151789,182369,201320,1212390,827164,824933,767730,165162,35252,318621,472727,564,113071,135484,139192,180331,821954,426807,58.3,425459,69.9,394792,71.6,80039,87.4,377834,51.6,376967,61.9,350913,63.6,74613,81.5,32930,143359,201478,67,32928,143355,200617,67,32793,142969,175089,62,3142,41298,30145,28,0,0,0,0,0,0,0,0,0,0,0,0
10/23/21,42,2021,AK,202142AK,1131045,72400,444680,613965,0,154610,185759,205062,1234930,852106,849859,791260,168966,35911,324089,491524,582,116480,139578,143458,184485,847450,431007,58.9,429653,70.6,398608,72.3,80610,88,382206,52.2,381334,62.6,354738,64.3,75011,81.9,33568,144385,204181,72,33566,144381,203315,72,33431,143995,177245,67,3220,41516,30456,29,39974,10.5,39810,11.2,28195,37.6,16922,22.6,6818,33114,35,7
10/30/21,43,2021,AK,202143AK,1155265,75100,455220,624945,0,157921,189737,209453,1261370,871548,869297,810010,176269,36495,333574,500862,617,119138,142771,146857,192459,867313,434722,59.4,433365,71.2,401981,72.9,81428,88.9,385083,52.6,384210,63.1,357288,64.8,75336,82.3,34031,145214,205764,74,34029,145210,204897,74,33894,144824,178501,69,3223,41599,30483,31,53629,13.9,53441,15,38351,22.7,23503,31.2,14424,39036,162,7
12/19/20,51,2020,AL,202051AL,39000,0,0,0,0,795,0,0,0,3152,0,0,0,0,0,3152,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
12/26/20,52,2020,AL,202052AL,142725,0,0,0,0,2911,0,0,0,16366,0,0,0,0,2049,14317,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/2/21,53,2021,AL,202153AL,153025,0,0,0,0,3121,0,0,0,39237,0,0,0,0,13950,25287,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/9/21,1,2021,AL,20211AL,279750,0,0,0,0,5705,0,0,0,66179,0,0,0,0,28422,37757,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/16/21,2,2021,AL,20212AL,437400,0,0,0,0,8921,0,0,0,115028,0,0,0,0,54119,60909,0,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/23/21,3,2021,AL,20213AL,521225,0,0,0,0,10630,0,0,0,221540,0,0,0,0,116022,105518,0,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1/30/21,4,2021,AL,20214AL,659400,0,0,0,0,13448,0,0,0,342436,0,0,0,0,184415,158021,0,6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/6/21,5,2021,AL,20215AL,804100,0,0,0,0,16400,0,0,0,455173,0,0,0,0,248093,207080,0,9283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/13/21,6,2021,AL,20216AL,963600,0,0,0,0,19653,0,25259,0,601159,0,589625,0,0,313843,287316,0,12261,0,15456,0,616015,477491,9.7,0,0,466551,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/20/21,7,2021,AL,20217AL,1078800,0,0,0,0,22002,0,28279,0,776936,0,776734,0,0,409613,367323,0,15846,0,20361,0,795974,574095,11.7,0,0,573906,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2/27/21,8,2021,AL,20218AL,1402180,0,0,0,0,28597,0,36756,0,931090,0,930853,0,0,495926,435164,0,18989,0,24401,0,953147,643208,13.1,0,0,642987,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
3/6/21,9,2021,AL,20219AL,1628350,14100,859600,754650,0,33210,0,42684,191607,1099697,0,1099407,630438,214,573109,526374,0,22428,0,28819,74183,1125654,721109,14.7,0,0,720846,18.9,408599,48.1,402301,8.2,0,0,402268,10.5,234564,27.6,240,197577,204476,8,0,0,0,0,240,197572,204448,8,120,122787,111654,3,,0,0,0,0,0,0,0,0,0,0,0
3/13/21,10,2021,AL,202110AL,1918560,54600,988800,875160,0,39129,0,50292,225756,1288242,0,1287528,703928,16850,664076,607316,0,26274,0,33750,82831,1320024,841394,17.2,0,0,840809,22,449242,52.9,492755,10,0,0,492617,12.9,275922,32.5,17309,240679,234747,20,0,0,0,0,17309,240661,234627,20,7169,146582,122160,11,,0,0,0,0,0,0,0,0,0,0,0
3/20/21,11,2021,AL,202111AL,2177880,62000,1093300,1022580,0,44418,0,57089,256270,1460782,0,1459842,776752,26711,751882,682189,0,29793,0,38267,91400,1497850,960539,19.6,0,0,959750,25.2,492687,58,561254,11.4,0,0,561082,14.7,310645,36.6,27440,273231,260559,24,0,0,0,0,27438,273211,260409,24,11174,165741,133716,14,,0,0,0,0,0,0,0,0,0,0,0
3/27/21,12,2021,AL,202112AL,2535880,70900,1255200,1209780,0,51719,0,66473,298396,1645858,0,1644302,835346,36375,829339,780144,0,33567,0,43102,98295,1688383,1098597,22.4,0,0,1097210,28.8,526160,61.9,623385,12.7,0,0,623168,16.3,340053,40,37320,297014,289021,30,0,0,0,0,37315,296986,288837,30,14201,179289,146543,20,,0,0,0,0,0,0,0,0,0,0,0
4/3/21,13,2021,AL,202113AL,2891780,122100,1372700,1396980,0,58978,0,75803,340275,1847243,0,1844583,896486,45255,907926,894062,0,37674,0,48352,105489,1897101,1234131,25.2,0,0,1231689,32.3,554113,65.2,705197,14.4,0,0,704881,18.5,377177,44.4,46300,327688,331171,38,0,0,0,0,46286,327651,330906,38,16608,196032,164510,27,,0,0,0,0,0,0,0,0,0,0,0
4/10/21,14,2021,AL,202114AL,3278980,239100,1467400,1572480,0,66874,0,85952,385836,2065327,0,2060248,956383,64452,999586,1001289,0,42122,0,54006,112537,2121421,1371201,28,0,0,1366479,35.8,580257,68.3,811323,16.5,0,0,810836,21.3,416373,49,65784,369361,376135,43,0,0,0,0,65756,369319,375718,43,21082,215979,179281,31,,0,0,0,0,0,0,0,0,0,0,0
4/17/21,15,2021,AL,202115AL,3664640,244000,1616500,1804140,0,74740,0,96062,431217,2280686,0,2272559,1006202,72028,1092730,1115928,0,46514,0,59571,118399,2343076,1476162,30.1,0,0,1468821,38.5,597949,70.4,935377,19.1,0,0,934400,24.5,450986,53.1,73648,418862,442823,44,0,0,0,0,73614,418815,441927,44,22735,236225,191994,32,,0,0,0,0,0,0,0,0,0,0,0
4/24/21,16,2021,AL,202116AL,3960530,244000,1740400,1976130,0,80775,0,103818,466034,2461510,0,2451017,1042906,72545,1171942,1217023,0,50202,0,64249,122718,2529840,1543544,31.5,0,0,1534621,40.2,609367,71.7,1054863,21.5,0,0,1053056,27.6,477136,56.1,74226,468020,512569,48,0,0,0,0,74193,467960,510855,48,22870,250781,203451,34,,0,0,0,0,0,0,0,0,0,0,0
5/1/21,17,2021,AL,202117AL,4130550,250300,1815200,2065050,0,84242,0,108275,486040,2617405,0,2603796,1076330,74932,1248418,1294055,0,53382,0,68254,126651,2690595,1599130,32.6,0,0,1588792,41.6,619426,72.9,1161725,23.7,0,0,1158173,30.4,501562,59,76662,517193,567810,60,0,0,0,0,76627,517106,564380,60,23504,264621,213398,39,,0,0,0,0,0,0,0,0,0,0,0
5/8/21,18,2021,AL,202118AL,4277330,261700,1903780,2111850,0,87236,0,112122,503312,2758021,0,2741041,1105163,83018,1319294,1355709,0,56250,0,71851,130044,2836372,1649688,33.6,0,0,1638295,42.9,629380,74.1,1263965,25.8,0,0,1258054,33,522911,61.5,84827,566254,612815,69,0,0,0,0,84787,566127,607071,69,25738,276565,220564,44,,0,0,0,0,0,0,0,0,0,0,0
5/15/21,19,2021,AL,202119AL,4373130,267600,1953900,2151630,0,89190,104448,114634,514585,2881314,2881030,2860644,1128228,89669,1382153,1409492,0,58764,68811,74986,132758,2962951,1697289,34.6,1697012,40.5,1683665,44.1,637076,75,1348023,27.5,1348009,32.2,1340596,35.1,539705,63.5,91470,607662,648817,74,91468,607656,648811,74,91431,607512,641579,74,27105,285348,227206,46,,0,0,0,0,0,0,0,0,0,0,0
5/22/21,20,2021,AL,202120AL,4476640,271100,2008280,2197260,0,91301,106921,117347,526765,2962661,2962374,2936280,1141206,94791,1424215,1443655,0,60423,70754,76969,134285,3047015,1736645,35.4,1736359,41.5,1718110,45,642226,75.6,1396990,28.5,1396976,33.4,1388618,36.4,548424,64.5,96736,633257,666915,82,96734,633251,666909,82,96694,633084,658758,82,27894,290647,229833,50,,0,0,0,0,0,0,0,0,0,0,0
