Date,MMWR_week,Year,Location,Concat,Distributed,Administered,Recip_Administered,Administered_Dose1,Series_Complete,Additional_Doses
3/27/21,12,2021,DE,202112DE,555005,428136,419214,278731,146193,0
4/3/21,13,2021,DE,202113DE,636065,498720,487879,326506,172112,0
4/10/21,14,2021,DE,202114DE,729185,561531,548407,362848,201012,0
4/17/21,15,2021,DE,202115DE,818475,637222,621288,400065,242893,0
4/24/21,16,2021,DE,202116DE,903465,704986,688098,433501,282486,0
5/1/21,17,2021,DE,202117DE,982455,771295,752675,458536,323760,0
5/8/21,18,2021,DE,202118DE,1057915,817708,797663,475946,353410,0
5/15/21,19,2021,DE,202119DE,1122975,856073,835361,490115,377646,0
5/22/21,20,2021,DE,202120DE,1181435,892929,872110,508973,396604,0
5/29/21,21,2021,DE,202121DE,1225135,934414,912959,529860,418242,0
6/5/21,22,2021,DE,202122DE,1247985,951496,929984,537788,427919,0
6/12/21,23,2021,DE,202123DE,1257145,978247,956036,547261,444941,0
6/19/21,24,2021,DE,202124DE,1265495,1005805,983496,556190,464073,0
6/26/21,25,2021,DE,202125DE,1277095,1021702,998404,561963,473684,0
7/3/21,26,2021,DE,202126DE,1282095,1046103,1022288,569300,491051,0
7/10/21,27,2021,DE,202127DE,1297395,1056467,1032329,573920,496904,0
7/17/21,28,2021,DE,202128DE,1306605,1067242,1042898,578647,502923,0
7/24/21,29,2021,DE,202129DE,1319705,1078154,1053667,584217,508416,0
7/31/21,30,2021,DE,202130DE,1339435,1090237,1065405,591094,513528,0
8/7/21,31,2021,DE,202131DE,1355915,1102644,1077644,598901,518140,0
8/14/21,32,2021,DE,202132DE,1381315,1115629,1090442,606818,523257,0
8/21/21,33,2021,DE,202133DE,1420925,1130266,1104581,614221,528902,0
8/28/21,34,2021,DE,202134DE,1453205,1145983,1119996,621419,535914,0
9/4/21,35,2021,DE,202135DE,1482145,1161247,1135019,627891,542975,0
9/11/21,36,2021,DE,202136DE,1507435,1169682,1143506,631554,547143,0
9/18/21,37,2021,DE,202137DE,1529335,1181909,1155691,637422,552968,0
9/25/21,38,2021,DE,202138DE,1556085,1192421,1166185,642008,557847,0
10/2/21,39,2021,DE,202139DE,1562485,1210081,1183699,648445,563727,0
10/9/21,40,2021,DE,202140DE,1582875,1234536,1208087,654870,568801,0
10/16/21,41,2021,DE,202141DE,1612195,1253353,1226813,660369,573524,0
10/23/21,42,2021,DE,202142DE,1632535,1275546,1249746,666545,579053,41092
10/30/21,43,2021,DE,202143DE,1708865,1290577,1265502,670177,581483,50846
12/19/20,51,2020,FL,202051FL,185250,19634,0,0,0,0
12/26/20,52,2020,FL,202052FL,588950,106844,0,0,0,0
1/2/21,53,2021,FL,202153FL,889875,246587,0,0,0,0
1/9/21,1,2021,FL,20211FL,1355775,555268,0,0,0,0
1/16/21,2,2021,FL,20212FL,2068575,1032174,0,0,0,0
1/23/21,3,2021,FL,20213FL,2908275,1489003,0,0,0,0
1/30/21,4,2021,FL,20214FL,3396350,1890198,0,0,0,0
2/6/21,5,2021,FL,20215FL,3791925,2385839,0,0,0,0
2/13/21,6,2021,FL,20216FL,4441375,3351430,3294378,2261001,0,0
2/20/21,7,2021,FL,20217FL,5120975,4205898,4132817,2742379,0,0
2/27/21,8,2021,FL,20218FL,6313255,4822353,4740684,3039028,0,0
3/6/21,9,2021,FL,20219FL,7771315,5688357,5592204,3574315,1980855,0
3/13/21,10,2021,FL,202110FL,9145275,7007792,6890247,4325176,2399551,0
3/20/21,11,2021,FL,202111FL,10691345,7977789,7848128,4963147,2787613,0
3/27/21,12,2021,FL,202112FL,12219465,9028641,8881365,5677465,3160502,0
4/3/21,13,2021,FL,202113FL,13882365,10204039,10042050,6343593,3692088,0
4/10/21,14,2021,FL,202114FL,15878475,11639845,11461151,7204496,4392045,0
4/17/21,15,2021,FL,202115FL,17807745,13029551,12825035,8008113,5051844,0
4/24/21,16,2021,FL,202116FL,19583945,14252729,14032201,8561469,5701137,0
5/1/21,17,2021,FL,202117FL,20888605,15488105,15254668,9084980,6410614,0
5/8/21,18,2021,FL,202118FL,22007995,16251997,16012737,9402537,6893295,0
5/15/21,19,2021,FL,202119FL,22546275,17325840,17073939,9809136,7607709,0
5/22/21,20,2021,FL,202120FL,23218725,18046544,17788205,10180237,7985126,0
5/29/21,21,2021,FL,202121FL,23702095,18620153,18359191,10481744,8304027,0
6/5/21,22,2021,FL,202122FL,24056285,19078401,18812889,10717765,8561621,0
6/12/21,23,2021,FL,202123FL,24267785,19628896,19354756,10960053,8897354,0
6/19/21,24,2021,FL,202124FL,24590285,20359238,20075822,11231862,9398112,0
6/26/21,25,2021,FL,202125FL,24829675,20761897,20473996,11415412,9634607,0
7/3/21,26,2021,FL,202126FL,25002165,21212086,20925724,11596794,9922560,0
7/10/21,27,2021,FL,202127FL,25227275,21483877,21195065,11740921,10064763,0
7/17/21,28,2021,FL,202128FL,25397265,21791630,21499485,11903156,10220834,0
7/24/21,29,2021,FL,202129FL,25778455,22109018,21813853,12089682,10358458,0
7/31/21,30,2021,FL,202130FL,26352985,22548575,22248853,12392995,10497212,0
8/7/21,31,2021,FL,202131FL,27152815,23040800,22736384,12752958,10630690,0
8/14/21,32,2021,FL,202132FL,28155645,23521841,23213045,13083104,10780744,0
8/21/21,33,2021,FL,202133FL,29244005,24077133,23767229,13370388,10998494,0
8/28/21,34,2021,FL,202134FL,30122325,24655225,24344744,13612965,11262689,0
9/4/21,35,2021,FL,202135FL,30863035,25240490,24929747,13839624,11546840,0
9/11/21,36,2021,FL,202136FL,31395835,25694008,25382920,14011241,11772612,0
9/18/21,37,2021,FL,202137FL,32054195,26131304,25821367,14175543,11992505,0
9/25/21,38,2021,FL,202138FL,32512245,26501843,26191545,14300760,12187692,0
10/2/21,39,2021,FL,202139FL,33133515,26877644,26569224,14402644,12331727,0
10/9/21,40,2021,FL,202140FL,33590905,27373497,27072944,14528401,12505089,0
10/16/21,41,2021,FL,202141FL,33999375,27708608,27406998,14617624,12616885,0
10/23/21,42,2021,FL,202142FL,34671185,28045326,27781774,14736801,12735114,956892
10/30/21,43,2021,FL,202143FL,35515415,28505389,28238601,14829957,12817639,1238239
12/19/20,51,2020,GA,202051GA,74100,1109,0,0,0,0
12/26/20,52,2020,GA,202052GA,301725,24173,0,0,0,0
1/2/21,53,2021,GA,202153GA,407425,75157,0,0,0,0
1/9/21,1,2021,GA,20211GA,684225,142909,0,0,0,0
1/16/21,2,2021,GA,20212GA,1008000,271099,0,0,0,0
1/23/21,3,2021,GA,20213GA,1235775,604067,0,0,0,0
1/30/21,4,2021,GA,20214GA,1449800,856746,0,0,0,0
2/6/21,5,2021,GA,20215GA,1688075,1098863,0,0,0,0
2/13/21,6,2021,GA,20216GA,2020275,1328795,1315844,973210,0,0
2/20/21,7,2021,GA,20217GA,2292085,1786755,1762311,1160369,0,0
2/27/21,8,2021,GA,20218GA,2881145,2070076,2042302,1258671,0,0
3/6/21,9,2021,GA,20219GA,3437635,2308087,2278048,1365901,867134,0
3/13/21,10,2021,GA,202110GA,3980645,2681373,2651987,1608162,1008364,0
3/20/21,11,2021,GA,202111GA,4553155,3113334,3083424,1920080,1138530,0
3/27/21,12,2021,GA,202112GA,5385975,3621196,3590519,2326415,1250189,0
4/3/21,13,2021,GA,202113GA,6237495,4150770,4120293,2726041,1392057,0
4/10/21,14,2021,GA,202114GA,7197345,4664737,4636428,3058311,1591591,0
4/17/21,15,2021,GA,202115GA,8033225,5366914,5339870,3411530,1964775,0
4/24/21,16,2021,GA,202116GA,8793835,5922054,5895946,3592667,2328997,0
5/1/21,17,2021,GA,202117GA,9483435,6386954,6363957,3732623,2649030,0
5/8/21,18,2021,GA,202118GA,9921025,6740869,6720828,3849874,2890358,0
5/15/21,19,2021,GA,202119GA,10223535,7053648,7037651,3971980,3095445,0
5/22/21,20,2021,GA,202120GA,10533755,7306802,7293784,4093508,3236398,0
5/29/21,21,2021,GA,202121GA,10750095,7413625,7404246,4145136,3298581,0
6/5/21,22,2021,GA,202122GA,10874215,7785073,7775725,4305258,3514143,0
6/12/21,23,2021,GA,202123GA,10928305,7936088,7931160,4384788,3592184,0
6/19/21,24,2021,GA,202124GA,11051315,8099160,8099407,4455094,3694880,0
6/26/21,25,2021,GA,202125GA,11159855,8222816,8225187,4514292,3763848,0
7/3/21,26,2021,GA,202126GA,11223555,8484630,8491427,4637004,3910314,0
7/10/21,27,2021,GA,202127GA,11322705,8550988,8560175,4674935,3942675,0
7/17/21,28,2021,GA,202128GA,11405925,8630136,8641905,4718613,3981538,0
7/24/21,29,2021,GA,202129GA,11536745,8749205,8763041,4785767,4038452,0
7/31/21,30,2021,GA,202130GA,11795685,8941174,8953855,4911568,4104779,0
8/7/21,31,2021,GA,202131GA,12024545,9081249,9095498,5012293,4146938,0
8/14/21,32,2021,GA,202132GA,12292545,9209838,9225475,5105798,4184634,0
8/21/21,33,2021,GA,202133GA,12744145,9517382,9531370,5295593,4291731,0
8/28/21,34,2021,GA,202134GA,13149275,9716680,9732901,5397628,4375024,0
9/4/21,35,2021,GA,202135GA,13637925,9947287,9964758,5516935,4468684,0
9/11/21,36,2021,GA,202136GA,13903725,10117678,10136593,5603440,4542440,0
9/18/21,37,2021,GA,202137GA,14170165,10396999,10416101,5728948,4677961,0
9/25/21,38,2021,GA,202138GA,14380645,10590170,10609000,5801213,4784239,0
10/2/21,39,2021,GA,202139GA,14604205,10744206,10762690,5848234,4853758,0
10/9/21,40,2021,GA,202140GA,14885345,10937587,10958840,5900661,4932664,0
10/16/21,41,2021,GA,202141GA,15138595,11107783,11129066,5948357,5002976,0
10/23/21,42,2021,GA,202142GA,15359675,11222786,11258200,5988571,5051114,285431
10/30/21,43,2021,GA,202143GA,15816775,11480849,11517001,6040512,5115884,427115
12/19/20,51,2020,HI,202051HI,4875,3398,0,0,0,0
12/26/20,52,2020,HI,202052HI,38850,13664,0,0,0,0
1/2/21,53,2021,HI,202153HI,65250,25309,0,0,0,0
1/9/21,1,2021,HI,20211HI,95700,38012,0,0,0,0
1/16/21,2,2021,HI,20212HI,154150,12819,0,0,0,0
1/23/21,3,2021,HI,20213HI,191575,84792,0,0,0,0
1/30/21,4,2021,HI,20214HI,227400,120502,0,0,0,0
2/6/21,5,2021,HI,20215HI,263000,179059,0,0,0,0
2/13/21,6,2021,HI,20216HI,310400,217780,219479,160887,0,0
2/20/21,7,2021,HI,20217HI,397750,312730,314785,216997,0,0
2/27/21,8,2021,HI,20218HI,497760,370746,373143,243013,0,0
3/6/21,9,2021,HI,20219HI,598100,434343,437289,271432,165544,0
3/13/21,10,2021,HI,202110HI,681200,517061,521186,322222,199012,0
3/20/21,11,2021,HI,202111HI,766730,599643,604429,378607,228167,0
3/27/21,12,2021,HI,202112HI,890600,660902,666532,421727,250944,0
4/3/21,13,2021,HI,202113HI,1011720,742277,748941,467072,290158,0
4/10/21,14,2021,HI,202114HI,1140130,817817,825767,503280,335003,0
4/17/21,15,2021,HI,202115HI,1269070,923883,933001,554619,394717,0
4/24/21,16,2021,HI,202116HI,1370040,1135909,1142863,694910,464503,0
5/1/21,17,2021,HI,202117HI,1480670,1239820,1247005,753539,511672,0
5/8/21,18,2021,HI,202118HI,1565860,1376756,1378393,828377,572466,0
5/15/21,19,2021,HI,202119HI,1657410,1445098,1447012,861906,609688,0
5/22/21,20,2021,HI,202120HI,1767560,1536969,1538952,911567,653864,0
5/29/21,21,2021,HI,202121HI,1838740,1583711,1586345,940810,673548,0
6/5/21,22,2021,HI,202122HI,1872400,1604235,1607533,954624,681795,0
6/12/21,23,2021,HI,202123HI,1901220,1625546,1629860,964314,695186,0
6/19/21,24,2021,HI,202124HI,1925920,1657518,1662846,976341,717801,0
6/26/21,25,2021,HI,202125HI,1939650,1673899,1679843,982861,729014,0
7/3/21,26,2021,HI,202126HI,1947570,1686299,1697218,992060,737925,0
7/10/21,27,2021,HI,202127HI,1956710,1694930,1706298,996016,743689,0
7/17/21,28,2021,HI,202128HI,1960680,1704150,1715915,1000550,749388,0
7/24/21,29,2021,HI,202129HI,1976280,1707902,1720143,1003707,753058,0
7/31/21,30,2021,HI,202130HI,1993060,1718998,1731790,1011173,758152,0
8/7/21,31,2021,HI,202131HI,2008100,1729858,1743282,1019230,762449,0
8/14/21,32,2021,HI,202132HI,2029120,1742463,1756427,1028653,767674,0
8/21/21,33,2021,HI,202133HI,2057660,1757722,1772320,1038081,773139,0
8/28/21,34,2021,HI,202134HI,2101040,1774749,1790094,1046096,779543,0
9/4/21,35,2021,HI,202135HI,2161910,1799439,1815553,1057042,788314,0
9/11/21,36,2021,HI,202136HI,2219230,1821657,1838309,1067451,796611,0
9/18/21,37,2021,HI,202137HI,2277220,1841481,1858754,1077657,805718,0
9/25/21,38,2021,HI,202138HI,2300060,1859770,1874208,1082282,814203,0
10/2/21,39,2021,HI,202139HI,2353280,1886752,1901819,1088735,822837,0
10/9/21,40,2021,HI,202140HI,2397220,1906634,1923021,1093979,828457,0
10/16/21,41,2021,HI,202141HI,2438120,1931876,1948944,1100054,834891,0
10/23/21,42,2021,HI,202142HI,2490360,1955032,1974492,1108150,841858,59134
10/30/21,43,2021,HI,202143HI,2572790,1977336,1998311,1114978,846075,72532
12/19/20,51,2020,IA,202051IA,16575,6017,0,0,0,0
12/26/20,52,2020,IA,202052IA,82350,24751,0,0,0,0
1/2/21,53,2021,IA,202153IA,132850,53191,0,0,0,0
1/9/21,1,2021,IA,20211IA,191675,92175,0,0,0,0
1/16/21,2,2021,IA,20212IA,268800,135455,0,0,0,0
1/23/21,3,2021,IA,20213IA,361475,180110,0,0,0,0
1/30/21,4,2021,IA,20214IA,417900,237874,0,0,0,0
2/6/21,5,2021,IA,20215IA,510550,308527,0,0,0,0
2/13/21,6,2021,IA,20216IA,595775,432473,433861,319350,0,0
2/20/21,7,2021,IA,20217IA,707865,577374,582660,434241,0,0
2/27/21,8,2021,IA,20218IA,901745,684596,691258,515659,0,0
3/6/21,9,2021,IA,20219IA,1106755,861247,867748,607257,255668,0
3/13/21,10,2021,IA,202110IA,1288785,1114523,1121643,734296,407675,0
3/20/21,11,2021,IA,202111IA,1482225,1265775,1274718,813481,485885,0
3/27/21,12,2021,IA,202112IA,1696035,1445223,1456254,921441,562423,0
4/3/21,13,2021,IA,202113IA,1919805,1687691,1696025,1055869,672306,0
4/10/21,14,2021,IA,202114IA,2240975,1854009,1862451,1157297,755255,0
4/17/21,15,2021,IA,202115IA,2481445,2070119,2076705,1274949,875533,0
4/24/21,16,2021,IA,202116IA,2664745,2242261,2247799,1344446,977098,0
5/1/21,17,2021,IA,202117IA,2825705,2408958,2412431,1397910,1089362,0
5/8/21,18,2021,IA,202118IA,2973685,2541332,2542476,1433535,1187977,0
5/15/21,19,2021,IA,202119IA,3099895,2644924,2644443,1460918,1266340,0
5/22/21,20,2021,IA,202120IA,3215445,2755687,2754248,1512053,1330456,0
5/29/21,21,2021,IA,202121IA,3326855,2830985,2828544,1547479,1373422,0
6/5/21,22,2021,IA,202122IA,3362575,2875472,2872373,1566779,1400212,0
6/12/21,23,2021,IA,202123IA,3400315,2925617,2922153,1583505,1435618,0
6/19/21,24,2021,IA,202124IA,3425225,2982657,2979062,1601582,1477447,0
6/26/21,25,2021,IA,202125IA,3450545,3014810,3011048,1614496,1498564,0
7/3/21,26,2021,IA,202126IA,3464195,3048551,3044842,1626534,1522238,0
7/10/21,27,2021,IA,202127IA,3506895,3069436,3065556,1636162,1534863,0
7/17/21,28,2021,IA,202128IA,3518515,3091485,3087534,1648916,1545325,0
7/24/21,29,2021,IA,202129IA,3556995,3115354,3111437,1663355,1556059,0
7/31/21,30,2021,IA,202130IA,3595355,3141289,3137310,1681029,1565884,0
8/7/21,31,2021,IA,202131IA,3635855,3175308,3170974,1704818,1577805,0
8/14/21,32,2021,IA,202132IA,3701905,3210521,3206099,1728809,1590491,0
8/21/21,33,2021,IA,202133IA,3777875,3248963,3244575,1749760,1605749,0
8/28/21,34,2021,IA,202134IA,3855745,3289340,3284854,1768626,1624270,0
9/4/21,35,2021,IA,202135IA,3972415,3329288,3324748,1786061,1643833,0
9/11/21,36,2021,IA,202136IA,4009965,3360820,3356073,1798615,1660425,0
9/18/21,37,2021,IA,202137IA,4127595,3395187,3390415,1813361,1677722,0
9/25/21,38,2021,IA,202138IA,4176705,3425766,3420979,1825516,1694763,0
10/2/21,39,2021,IA,202139IA,4284865,3474707,3469698,1837223,1707013,0
10/9/21,40,2021,IA,202140IA,4353845,3531820,3527359,1848139,1719270,0
10/16/21,41,2021,IA,202141IA,4453245,3577911,3573400,1856973,1729724,0
10/23/21,42,2021,IA,202142IA,4523245,3630583,3629298,1868635,1741874,0
10/30/21,43,2021,IA,202143IA,4714875,3730247,3727913,1881208,1752463,0
12/19/20,51,2020,ID,202051ID,13650,0,0,0,0,0
12/26/20,52,2020,ID,202052ID,47375,0,0,0,0,0
1/2/21,53,2021,ID,202153ID,68900,18171,0,0,0,0
1/9/21,1,2021,ID,20211ID,108825,28105,0,0,0,0
1/16/21,2,2021,ID,20212ID,160075,51171,0,0,0,0
1/23/21,3,2021,ID,20213ID,181100,82640,0,0,0,0
1/30/21,4,2021,ID,20214ID,221550,114729,0,0,0,0
2/6/21,5,2021,ID,20215ID,266475,176220,0,0,0,0
2/13/21,6,2021,ID,20216ID,328600,221585,225650,167259,0,0
2/20/21,7,2021,ID,20217ID,358200,313466,317653,219703,0,0
2/27/21,8,2021,ID,20218ID,485195,378401,382847,249980,0,0
3/6/21,9,2021,ID,20219ID,594115,457434,462280,289977,159828,0
3/13/21,10,2021,ID,202110ID,671845,536191,541778,332271,199911,0
3/20/21,11,2021,ID,202111ID,785375,622341,627445,382524,239114,0
3/27/21,12,2021,ID,202112ID,910095,710876,715638,439001,274190,0
4/3/21,13,2021,ID,202113ID,1027045,799887,804352,487864,315017,0
4/10/21,14,2021,ID,202114ID,1165795,889862,893816,537311,362093,0
4/17/21,15,2021,ID,202115ID,1283065,959118,963236,567527,404583,0
4/24/21,16,2021,ID,202116ID,1386985,1029611,1033371,591197,449914,0
5/1/21,17,2021,ID,202117ID,1437665,1087190,1090846,610267,488810,0
5/8/21,18,2021,ID,202118ID,1490225,1132242,1135750,625950,518882,0
5/15/21,19,2021,ID,202119ID,1539755,1172433,1175893,640088,546992,0
5/22/21,20,2021,ID,202120ID,1578235,1205957,1209419,655579,567354,0
5/29/21,21,2021,ID,202121ID,1610265,1232835,1236301,669785,582724,0
6/5/21,22,2021,ID,202122ID,1624395,1250742,1254111,678100,593596,0
6/12/21,23,2021,ID,202123ID,1643205,1269091,1272760,686860,605505,0
6/19/21,24,2021,ID,202124ID,1656570,1298562,1302295,696985,627788,0
6/26/21,25,2021,ID,202125ID,1666430,1311705,1315713,702858,636399,0
7/3/21,26,2021,ID,202126ID,1673910,1329401,1333692,709532,647530,0
7/10/21,27,2021,ID,202127ID,1705650,1341140,1345566,715023,653630,0
7/17/21,28,2021,ID,202128ID,1720650,1351487,1356029,720982,658963,0
7/24/21,29,2021,ID,202129ID,1735310,1360928,1365573,726687,663240,0
7/31/21,30,2021,ID,202130ID,1752500,1373692,1378462,735615,668198,0
8/7/21,31,2021,ID,202131ID,1779490,1388567,1393408,746031,673450,0
8/14/21,32,2021,ID,202132ID,1817110,1404134,1409060,756750,679159,0
8/21/21,33,2021,ID,202133ID,1933310,1425218,1430393,770533,686544,0
8/28/21,34,2021,ID,202134ID,1992890,1452051,1457182,785845,697180,0
9/4/21,35,2021,ID,202135ID,2059860,1475577,1480980,798570,706372,0
9/11/21,36,2021,ID,202136ID,2091290,1497151,1502941,809840,715451,0
9/18/21,37,2021,ID,202137ID,2148150,1522335,1528351,822532,726762,0
9/25/21,38,2021,ID,202138ID,2183060,1545929,1551988,833842,737636,0
10/2/21,39,2021,ID,202139ID,2238170,1575295,1581505,843549,746337,0
10/9/21,40,2021,ID,202140ID,2300470,1614169,1620937,853579,756928,0
10/16/21,41,2021,ID,202141ID,2343460,1640356,1647669,860064,764611,0
10/23/21,42,2021,ID,202142ID,2384100,1670759,1679691,867779,774512,0
10/30/21,43,2021,ID,202143ID,2477020,1716150,1725574,876182,783543,0
12/19/20,51,2020,IL,202051IL,109200,36123,0,0,0,0
12/26/20,52,2020,IL,202052IL,231250,97374,0,0,0,0
1/2/21,53,2021,IL,202153IL,478975,164782,0,0,0,0
1/9/21,1,2021,IL,20211IL,767600,268299,0,0,0,0
1/16/21,2,2021,IL,20212IL,1001325,472685,0,0,0,0
1/23/21,3,2021,IL,20213IL,1417250,654752,0,0,0,0
1/30/21,4,2021,IL,20214IL,1696575,948804,0,0,0,0
2/6/21,5,2021,IL,20215IL,2089050,1329963,0,0,0,0
2/13/21,6,2021,IL,20216IL,2561800,1772568,1789961,1375931,0,0
2/20/21,7,2021,IL,20217IL,2924725,2261482,2286321,1712777,0,0
2/27/21,8,2021,IL,20218IL,3575135,2735250,2764736,1964466,0,0
3/6/21,9,2021,IL,20219IL,4378835,3341021,3373470,2275017,1050752,0
3/13/21,10,2021,IL,202110IL,5167015,4197357,4229090,2754782,1461858,0
3/20/21,11,2021,IL,202111IL,5909425,4826260,4858230,3147727,1723407,0
3/27/21,12,2021,IL,202112IL,6883535,5542211,5577124,3671282,1945476,0
4/3/21,13,2021,IL,202113IL,8021745,6340870,6383993,4207838,2243105,0
4/10/21,14,2021,IL,202114IL,9270385,7185009,7237509,4732641,2638915,0
4/17/21,15,2021,IL,202115IL,10246165,8027611,8102143,5203597,3097689,0
4/24/21,16,2021,IL,202116IL,11286585,8880236,8967134,5618182,3548134,0
5/1/21,17,2021,IL,202117IL,12180665,9551269,9649377,5939733,3908928,0
5/8/21,18,2021,IL,202118IL,12855545,10036784,10150159,6144296,4214851,0
5/15/21,19,2021,IL,202119IL,13306375,10583166,10704849,6365032,4563993,0
5/22/21,20,2021,IL,202120IL,13785635,11167219,11292945,6678706,4847686,0
5/29/21,21,2021,IL,202121IL,14140165,11583657,11711331,6919678,5036521,0
6/5/21,22,2021,IL,202122IL,14350645,11841109,11969527,7060628,5157990,0
6/12/21,23,2021,IL,202123IL,14432025,12141586,12272188,7199627,5326217,0
6/19/21,24,2021,IL,202124IL,14528485,12548114,12680265,7360655,5589874,0
6/26/21,25,2021,IL,202125IL,14646155,12754766,12887869,7456769,5706028,0
7/3/21,26,2021,IL,202126IL,14688115,13058473,13195940,7571801,5895346,0
7/10/21,27,2021,IL,202127IL,14861055,13182552,13321098,7632442,5959419,0
7/17/21,28,2021,IL,202128IL,14973405,13335591,13474261,7715200,6031077,0
7/24/21,29,2021,IL,202129IL,15139975,13478563,13617891,7798525,6092061,0
7/31/21,30,2021,IL,202130IL,15445035,13637169,13777423,7900903,6151554,0
8/7/21,31,2021,IL,202131IL,15648565,13818242,13958579,8011749,6214380,0
8/14/21,32,2021,IL,202132IL,15906245,14039870,14178430,8119173,6282377,0
8/21/21,33,2021,IL,202133IL,16415675,14290439,14424852,8222218,6369569,0
8/28/21,34,2021,IL,202134IL,16725255,14486097,14622061,8311714,6449695,0
9/4/21,35,2021,IL,202135IL,17120465,14755639,14892597,8417342,6536388,0
9/11/21,36,2021,IL,202136IL,17337055,14903636,15040985,8492166,6600133,0
9/18/21,37,2021,IL,202137IL,17690875,15052025,15190622,8563930,6667544,0
9/25/21,38,2021,IL,202138IL,17782555,15193379,15333309,8627053,6736698,0
10/2/21,39,2021,IL,202139IL,17968315,15366094,15506668,8686416,6792704,0
10/9/21,40,2021,IL,202140IL,18394225,15622179,15775060,8773286,6866236,0
10/16/21,41,2021,IL,202141IL,18704645,15697938,15854965,8799663,6887462,0
10/23/21,42,2021,IL,202142IL,18962345,15702797,15883223,8814692,6897110,0
10/30/21,43,2021,IL,202143IL,19517695,16098900,16283374,8294625,7642317,0
12/19/20,51,2020,IN,202051IN,55575,4892,0,0,0,0
12/26/20,52,2020,IN,202052IN,164450,33635,0,0,0,0
1/2/21,53,2021,IN,202153IN,353025,85751,0,0,0,0
1/9/21,1,2021,IN,20211IN,428825,150187,0,0,0,0
1/16/21,2,2021,IN,20212IN,641225,281392,0,0,0,0
1/23/21,3,2021,IN,20213IN,841725,446029,0,0,0,0
1/30/21,4,2021,IN,20214IN,931500,607185,0,0,0,0
2/6/21,5,2021,IN,20215IN,1118350,749771,0,0,0,0
2/13/21,6,2021,IN,20216IN,1387975,1018783,1017891,749451,0,0
2/20/21,7,2021,IN,20217IN,1487400,1234416,1235623,859878,0,0
2/27/21,8,2021,IN,20218IN,1848620,1551945,1551704,987547,0,0
3/6/21,9,2021,IN,20219IN,2206230,1800802,1801797,1106523,676727,0
3/13/21,10,2021,IN,202110IN,2537330,2127154,2129990,1297780,837244,0
3/20/21,11,2021,IN,202111IN,2964250,2360942,2365766,1440383,937926,0
3/27/21,12,2021,IN,202112IN,3328110,2655132,2661337,1624867,1060159,0
4/3/21,13,2021,IN,202113IN,3640170,2972415,2980233,1814438,1208285,0
4/10/21,14,2021,IN,202114IN,4286610,3301186,3305180,2020564,1356734,0
4/17/21,15,2021,IN,202115IN,4775740,3634597,3630111,2209680,1509814,0
4/24/21,16,2021,IN,202116IN,5220380,3914185,3906821,2334098,1659992,0
5/1/21,17,2021,IN,202117IN,5530460,4201867,4191535,2448580,1837863,0
5/8/21,18,2021,IN,202118IN,5727410,4463699,4444524,2538086,2005243,0
5/15/21,19,2021,IN,202119IN,5987240,4703345,4679784,2625819,2160955,0
5/22/21,20,2021,IN,202120IN,6232460,4924441,4899314,2727465,2282947,0
5/29/21,21,2021,IN,202121IN,6437880,5080847,5055048,2800999,2371349,0
6/5/21,22,2021,IN,202122IN,6509950,5182359,5155878,2845708,2429781,0
6/12/21,23,2021,IN,202123IN,6572110,5298467,5271556,2891430,2500847,0
6/19/21,24,2021,IN,202124IN,6615380,5460841,5432602,2943308,2614390,0
6/26/21,25,2021,IN,202125IN,6677690,5540588,5511804,2979554,2658789,0
7/3/21,26,2021,IN,202126IN,6704100,5836299,5803205,3056686,2865540,0
7/10/21,27,2021,IN,202127IN,6777740,5887413,5854124,3078524,2895106,0
7/17/21,28,2021,IN,202128IN,6815380,5943519,5910030,3104949,2924621,0
7/24/21,29,2021,IN,202129IN,6945380,6006960,5973301,3138838,2953198,0
7/31/21,30,2021,IN,202130IN,7037140,6072817,6039031,3180668,2977432,0
8/7/21,31,2021,IN,202131IN,7160340,6143041,6109247,3226107,3002791,0
8/14/21,32,2021,IN,202132IN,7285490,6213287,6179380,3269213,3030350,0
8/21/21,33,2021,IN,202133IN,7469860,6293436,6259483,3311016,3064431,0
8/28/21,34,2021,IN,202134IN,7642870,6383258,6348667,3357492,3101308,0
9/4/21,35,2021,IN,202135IN,7843930,6472711,6437964,3403467,3138950,0
9/11/21,36,2021,IN,202136IN,7967970,6524564,6490284,3428723,3162721,0
9/18/21,37,2021,IN,202137IN,8157580,6602165,6567520,3465051,3199892,0
9/25/21,38,2021,IN,202138IN,8243500,6681690,6646942,3497564,3241294,0
10/2/21,39,2021,IN,202139IN,8387800,6779818,6745011,3522900,3263095,0
10/9/21,40,2021,IN,202140IN,8572950,6908981,6882091,3554195,3296642,0
10/16/21,41,2021,IN,202141IN,8708080,6992679,6965645,3571296,3314599,0
10/23/21,42,2021,IN,202142IN,8885460,7074028,7051392,3594059,3335846,0
10/30/21,43,2021,IN,202143IN,9125710,7210543,7189230,3614990,3353683,0
12/19/20,51,2020,KS,202051KS,24375,2119,0,0,0,0
12/26/20,52,2020,KS,202052KS,91800,10567,0,0,0,0
1/2/21,53,2021,KS,202153KS,141950,19636,0,0,0,0
1/9/21,1,2021,KS,20211KS,191025,59562,0,0,0,0
1/16/21,2,2021,KS,20212KS,262675,104493,0,0,0,0
1/23/21,3,2021,KS,20213KS,348175,144909,0,0,0,0
