Date,MMWR_week,Year,Location,Concat,Distributed,Administered,Recip_Administered,Administered_Dose1,Series_Complete,Additional_Doses
9/25/21,38,2021,MN,202138MN,7734070,6605130,6623489,3569738,3264365,0
10/2/21,39,2021,MN,202139MN,7864700,6698396,6714817,3588882,3286599,0
10/9/21,40,2021,MN,202140MN,8052850,6834187,6850096,3611876,3312936,0
10/16/21,41,2021,MN,202141MN,8218420,6918449,6933812,3626640,3329212,0
10/23/21,42,2021,MN,202142MN,8429420,7037080,7056734,3650845,3354220,0
10/30/21,43,2021,MN,202143MN,8656790,7201341,7219658,3673685,3374431,0
12/19/20,51,2020,MO,202051MO,51675,12271,0,0,0,0
12/26/20,52,2020,MO,202052MO,152425,48260,0,0,0,0
1/2/21,53,2021,MO,202153MO,287600,86768,0,0,0,0
1/9/21,1,2021,MO,20211MO,405850,124721,0,0,0,0
1/16/21,2,2021,MO,20212MO,528200,219043,0,0,0,0
1/23/21,3,2021,MO,20213MO,661400,291723,0,0,0,0
1/30/21,4,2021,MO,20214MO,835400,408441,0,0,0,0
2/6/21,5,2021,MO,20215MO,961525,583949,0,0,0,0
2/13/21,6,2021,MO,20216MO,1129875,806902,775200,572608,0,0
2/20/21,7,2021,MO,20217MO,1275555,1042872,998637,697447,0,0
2/27/21,8,2021,MO,20218MO,1694635,1278087,1228417,805542,0,0
3/6/21,9,2021,MO,20219MO,2032445,1552157,1503109,976273,510292,0
3/13/21,10,2021,MO,202110MO,2415805,1867231,1817633,1186989,632916,0
3/20/21,11,2021,MO,202111MO,2849985,2087816,2038015,1334902,715623,0
3/27/21,12,2021,MO,202112MO,3256125,2371541,2317748,1501509,836598,0
4/3/21,13,2021,MO,202113MO,3766895,2745801,2684156,1694322,1027187,0
4/10/21,14,2021,MO,202114MO,4246325,3083405,3013947,1869805,1201809,0
4/17/21,15,2021,MO,202115MO,4715505,3436756,3363166,2068176,1383468,0
4/24/21,16,2021,MO,202116MO,5095385,3729759,3648893,2195260,1545823,0
5/1/21,17,2021,MO,202117MO,5355995,4019723,3931748,2324310,1701405,0
5/8/21,18,2021,MO,202118MO,5508655,4215354,4124505,2380762,1842498,0
5/15/21,19,2021,MO,202119MO,5674925,4384335,4291781,2433345,1963977,0
5/22/21,20,2021,MO,202120MO,5813565,4556699,4462478,2525528,2048498,0
5/29/21,21,2021,MO,202121MO,5910925,4657459,4563578,2579829,2100057,0
6/5/21,22,2021,MO,202122MO,5979175,4713467,4619706,2608816,2130216,0
6/12/21,23,2021,MO,202123MO,6003695,4822265,4727093,2653225,2198468,0
6/19/21,24,2021,MO,202124MO,6064045,4998531,4902187,2704557,2329297,0
6/26/21,25,2021,MO,202125MO,6113705,5058855,4962839,2733436,2364135,0
7/3/21,26,2021,MO,202126MO,6141435,5152552,5057034,2780525,2415216,0
7/10/21,27,2021,MO,202127MO,6200115,5197572,5102457,2808446,2434775,0
7/17/21,28,2021,MO,202128MO,6285215,5282466,5186762,2864829,2467082,0
7/24/21,29,2021,MO,202129MO,6430955,5364845,5274022,2922259,2500221,0
7/31/21,30,2021,MO,202130MO,6567235,5483549,5391924,3002816,2541006,0
8/7/21,31,2021,MO,202131MO,6736235,5567096,5476139,3054804,2575288,0
8/14/21,32,2021,MO,202132MO,6895345,5707897,5617646,3130445,2643619,0
8/21/21,33,2021,MO,202133MO,7112705,5799034,5711639,3171577,2689812,0
8/28/21,34,2021,MO,202134MO,7303915,5922624,5835194,3223430,2752928,0
9/4/21,35,2021,MO,202135MO,7484565,6018936,5931416,3262960,2803243,0
9/11/21,36,2021,MO,202136MO,7614075,6079369,5992574,3287782,2835652,0
9/18/21,37,2021,MO,202137MO,7736275,6158084,6071308,3319968,2877897,0
9/25/21,38,2021,MO,202138MO,7784915,6236343,6148264,3349038,2918296,0
10/2/21,39,2021,MO,202139MO,7854785,6331016,6238492,3373137,2948447,0
10/9/21,40,2021,MO,202140MO,8020505,6461027,6369145,3406449,2982676,0
10/16/21,41,2021,MO,202141MO,8150005,6552115,6464592,3431739,3007088,0
10/23/21,42,2021,MO,202142MO,8278295,6643626,6562274,3458360,3031195,0
10/30/21,43,2021,MO,202143MO,8511265,6801841,6716236,3490263,3055514,0
12/19/20,51,2020,MS,202051MS,12675,1497,0,0,0,0
12/26/20,52,2020,MS,202052MS,58075,11177,0,0,0,0
1/2/21,53,2021,MS,202153MS,110750,21150,0,0,0,0
1/9/21,1,2021,MS,20211MS,159625,39986,0,0,0,0
1/16/21,2,2021,MS,20212MS,233550,95062,0,0,0,0
1/23/21,3,2021,MS,20213MS,358100,150524,0,0,0,0
1/30/21,4,2021,MS,20214MS,425000,222487,0,0,0,0
2/6/21,5,2021,MS,20215MS,515450,300464,0,0,0,0
2/13/21,6,2021,MS,20216MS,613900,407723,413026,306025,0,0
2/20/21,7,2021,MS,20217MS,650750,481424,488470,348498,0,0
2/27/21,8,2021,MS,20218MS,869955,593453,600225,401141,0,0
3/6/21,9,2021,MS,20219MS,1067855,736826,742085,480626,262010,0
3/13/21,10,2021,MS,202110MS,1239205,896984,900771,589064,326150,0
3/20/21,11,2021,MS,202111MS,1418475,972123,975592,637529,355649,0
3/27/21,12,2021,MS,202112MS,1614655,1092577,1095081,703555,413621,0
4/3/21,13,2021,MS,202113MS,1843015,1216256,1219312,760076,486269,0
4/10/21,14,2021,MS,202114MS,2074625,1337659,1340311,817143,556642,0
4/17/21,15,2021,MS,202115MS,2246015,1430205,1432466,860361,611057,0
4/24/21,16,2021,MS,202116MS,2381005,1519349,1521766,898385,662955,0
5/1/21,17,2021,MS,202117MS,2464025,1591494,1594032,925776,707954,0
5/8/21,18,2021,MS,202118MS,2496365,1655408,1658072,951358,747305,0
5/15/21,19,2021,MS,202119MS,2529915,1687852,1691411,965874,767334,0
5/22/21,20,2021,MS,202120MS,2571575,1728662,1732683,987702,787935,0
5/29/21,21,2021,MS,202121MS,2596955,1769429,1773381,1010540,807246,0
6/5/21,22,2021,MS,202122MS,2615055,1790554,1794803,1021870,818190,0
6/12/21,23,2021,MS,202123MS,2622255,1823210,1827328,1038323,835243,0
6/19/21,24,2021,MS,202124MS,2643905,1861457,1866182,1054615,858919,0
6/26/21,25,2021,MS,202125MS,2659815,1887336,1892159,1067486,872807,0
7/3/21,26,2021,MS,202126MS,2671095,1913768,1920724,1080033,889374,0
7/10/21,27,2021,MS,202127MS,2695965,2039976,2044756,1104341,992537,0
7/17/21,28,2021,MS,202128MS,2714865,2070571,2075393,1123041,1005193,0
7/24/21,29,2021,MS,202129MS,2767275,2107461,2112501,1149495,1016978,0
7/31/21,30,2021,MS,202130MS,2866005,2150026,2155684,1183439,1026837,0
8/7/21,31,2021,MS,202131MS,2996215,2221519,2227202,1238464,1043498,0
8/14/21,32,2021,MS,202132MS,3114405,2292961,2298864,1288512,1064441,0
8/21/21,33,2021,MS,202133MS,3340685,2379951,2386759,1342258,1094303,0
8/28/21,34,2021,MS,202134MS,3480565,2446667,2454987,1377669,1122389,0
9/4/21,35,2021,MS,202135MS,3594175,2572157,2579501,1419781,1177933,0
9/11/21,36,2021,MS,202136MS,3646785,2635215,2642207,1442107,1213166,0
9/18/21,37,2021,MS,202137MS,3742955,2704228,2712278,1467185,1253359,0
9/25/21,38,2021,MS,202138MS,3793425,2754939,2763098,1484372,1282035,0
10/2/21,39,2021,MS,202139MS,3845465,2791691,2800493,1495394,1297974,0
10/9/21,40,2021,MS,202140MS,3896935,2841035,2850712,1509277,1315147,0
10/16/21,41,2021,MS,202141MS,3954285,2897563,2907257,1525958,1335781,0
10/23/21,42,2021,MS,202142MS,4012065,2930172,2945762,1538491,1348618,0
10/30/21,43,2021,MS,202143MS,4113235,2977710,2993856,1548479,1359342,0
12/19/20,51,2020,MT,202051MT,9750,3015,0,0,0,0
12/26/20,52,2020,MT,202052MT,33900,12956,0,0,0,0
1/2/21,53,2021,MT,202153MT,46150,22928,0,0,0,0
1/9/21,1,2021,MT,20211MT,71950,36463,0,0,0,0
1/16/21,2,2021,MT,20212MT,98500,51934,0,0,0,0
1/23/21,3,2021,MT,20213MT,119500,72544,0,0,0,0
1/30/21,4,2021,MT,20214MT,141650,99272,0,0,0,0
2/6/21,5,2021,MT,20215MT,163675,130883,0,0,0,0
2/13/21,6,2021,MT,20216MT,199825,167360,167673,122418,0,0
2/20/21,7,2021,MT,20217MT,259215,228890,229633,162318,0,0
2/27/21,8,2021,MT,20218MT,341645,271075,272052,183889,0,0
3/6/21,9,2021,MT,20219MT,411145,324102,325536,210773,113546,0
3/13/21,10,2021,MT,202110MT,481155,383241,385105,243698,143387,0
3/20/21,11,2021,MT,202111MT,551325,433315,435657,275589,164540,0
3/27/21,12,2021,MT,202112MT,632625,487221,489986,310443,186055,0
4/3/21,13,2021,MT,202113MT,722595,557322,560074,346534,222127,0
4/10/21,14,2021,MT,202114MT,826055,622560,625006,382817,255330,0
4/17/21,15,2021,MT,202115MT,899445,677644,679924,406579,290611,0
4/24/21,16,2021,MT,202116MT,963855,724221,726267,424582,318985,0
5/1/21,17,2021,MT,202117MT,999975,766688,768439,438618,347472,0
5/8/21,18,2021,MT,202118MT,1024695,793803,795402,447810,366652,0
5/15/21,19,2021,MT,202119MT,1049245,820430,821779,457817,385055,0
5/22/21,20,2021,MT,202120MT,1068745,846217,847367,471950,397967,0
5/29/21,21,2021,MT,202121MT,1085415,864820,865716,482128,407866,0
6/5/21,22,2021,MT,202122MT,1093285,869533,870525,484999,410394,0
6/12/21,23,2021,MT,202123MT,1095505,901981,902339,496661,431854,0
6/19/21,24,2021,MT,202124MT,1102395,919169,919232,503085,443323,0
6/26/21,25,2021,MT,202125MT,1109635,928789,928615,507587,448871,0
7/3/21,26,2021,MT,202126MT,1112795,944950,944582,512492,460878,0
7/10/21,27,2021,MT,202127MT,1121325,951045,950481,515208,464357,0
7/17/21,28,2021,MT,202128MT,1124765,958024,957301,518785,467907,0
7/24/21,29,2021,MT,202129MT,1129855,964901,964081,522860,470913,0
7/31/21,30,2021,MT,202130MT,1137635,973506,972557,528786,473831,0
8/7/21,31,2021,MT,202131MT,1147655,982678,981494,535148,476946,0
8/14/21,32,2021,MT,202132MT,1165515,992942,991569,542054,480608,0
8/21/21,33,2021,MT,202133MT,1212625,1005114,1003460,549092,485391,0
8/28/21,34,2021,MT,202134MT,1241265,1018867,1016942,556369,490479,0
9/4/21,35,2021,MT,202135MT,1268895,1031434,1029486,562607,495375,0
9/11/21,36,2021,MT,202136MT,1278885,1049980,1047679,569327,502952,0
9/18/21,37,2021,MT,202137MT,1302025,1065943,1063327,576616,510198,0
9/25/21,38,2021,MT,202138MT,1324825,1078633,1075829,582387,515454,0
10/2/21,39,2021,MT,202139MT,1355745,1097293,1094290,587212,519834,0
10/9/21,40,2021,MT,202140MT,1388235,1120801,1117699,592608,524741,0
10/16/21,41,2021,MT,202141MT,1409765,1143344,1140141,598215,530551,0
10/23/21,42,2021,MT,202142MT,1435885,1154941,1152744,601464,533674,0
10/30/21,43,2021,MT,202143MT,1488095,1191554,1189242,607984,539511,0
12/19/20,51,2020,NC,202051NC,85800,8784,0,0,0,0
12/26/20,52,2020,NC,202052NC,295625,50570,0,0,0,0
1/2/21,53,2021,NC,202153NC,420775,102399,0,0,0,0
1/9/21,1,2021,NC,20211NC,648250,194478,0,0,0,0
1/16/21,2,2021,NC,20212NC,998750,374216,0,0,0,0
1/23/21,3,2021,NC,20213NC,1246600,577007,0,0,0,0
1/30/21,4,2021,NC,20214NC,1423475,898736,0,0,0,0
2/6/21,5,2021,NC,20215NC,1718275,1171240,0,0,0,0
2/13/21,6,2021,NC,20216NC,2047050,1523425,1503718,1098608,0,0
2/20/21,7,2021,NC,20217NC,2363200,2008811,1983124,1336895,0,0
2/27/21,8,2021,NC,20218NC,2985475,2366027,2337408,1504356,0,0
3/6/21,9,2021,NC,20219NC,3624905,2760801,2727022,1758662,964095,0
3/13/21,10,2021,NC,202110NC,4267910,3391675,3351464,2181724,1206651,0
3/20/21,11,2021,NC,202111NC,4932810,3903284,3856234,2538508,1404292,0
3/27/21,12,2021,NC,202112NC,5680940,4456503,4405426,2907005,1604103,0
4/3/21,13,2021,NC,202113NC,6564440,5008165,4954680,3206121,1869358,0
4/10/21,14,2021,NC,202114NC,7482530,5527176,5473682,3468529,2164920,0
4/17/21,15,2021,NC,202115NC,8309510,6148077,6090366,3762976,2542066,0
4/24/21,16,2021,NC,202116NC,9241800,6650611,6591886,3972578,2833404,0
5/1/21,17,2021,NC,202117NC,9907630,7078485,7020442,4132341,3103991,0
5/8/21,18,2021,NC,202118NC,10441180,7435976,7376005,4233679,3367458,0
5/15/21,19,2021,NC,202119NC,10876760,7692414,7633173,4310158,3547910,0
5/22/21,20,2021,NC,202120NC,11092210,7937262,7879413,4438842,3674663,0
5/29/21,21,2021,NC,202121NC,11347990,8121565,8064592,4536163,3770745,0
6/5/21,22,2021,NC,202122NC,11456180,8228394,8173439,4587462,3833810,0
6/12/21,23,2021,NC,202123NC,11516730,8357198,8304592,4633195,3923902,0
6/19/21,24,2021,NC,202124NC,11594650,8501475,8451986,4675853,4036081,0
6/26/21,25,2021,NC,202125NC,11660050,8597378,8550061,4722212,4094985,0
7/3/21,26,2021,NC,202126NC,11717590,9321705,9230287,5127575,4410154,0
7/10/21,27,2021,NC,202127NC,11826560,9408302,9316330,5171819,4456039,0
7/17/21,28,2021,NC,202128NC,11897730,9500467,9408043,5219776,4503714,0
7/24/21,29,2021,NC,202129NC,12017580,9597439,9504511,5286129,4548198,0
7/31/21,30,2021,NC,202130NC,12200520,9722902,9629228,5372159,4590721,0
8/7/21,31,2021,NC,202131NC,12394800,9866778,9772033,5476636,4633571,0
8/14/21,32,2021,NC,202132NC,12618040,10015155,9919158,5578732,4684005,0
8/21/21,33,2021,NC,202133NC,12922230,10182160,10084426,5683067,4745907,0
8/28/21,34,2021,NC,202134NC,13159460,10391734,10290985,5799543,4828501,0
9/4/21,35,2021,NC,202135NC,13566510,10611359,10507939,5917739,4917255,0
9/11/21,36,2021,NC,202136NC,13789810,10801848,10696136,6015377,5003861,0
9/18/21,37,2021,NC,202137NC,14071400,10981479,10874382,6104170,5087404,0
9/25/21,38,2021,NC,202138NC,14278950,11146158,11037645,6180181,5168495,0
10/2/21,39,2021,NC,202139NC,14454970,11384965,11272208,6301423,5241162,0
10/9/21,40,2021,NC,202140NC,14821450,11674680,11558697,6415445,5357284,0
10/16/21,41,2021,NC,202141NC,15144270,11884679,11766353,6504927,5417595,0
10/23/21,42,2021,NC,202142NC,15391890,12069570,11959567,6594225,5477118,0
10/30/21,43,2021,NC,202143NC,16063170,12347937,12233239,6734624,5517974,0
12/19/20,51,2020,ND,202051ND,6825,3413,0,0,0,0
12/26/20,52,2020,ND,202052ND,21975,12906,0,0,0,0
1/2/21,53,2021,ND,202153ND,35450,21171,0,0,0,0
1/9/21,1,2021,ND,20211ND,43950,35085,0,0,0,0
1/16/21,2,2021,ND,20212ND,68675,49862,0,0,0,0
1/23/21,3,2021,ND,20213ND,86750,68999,0,0,0,0
1/30/21,4,2021,ND,20214ND,108050,91585,0,0,0,0
2/6/21,5,2021,ND,20215ND,131625,120742,0,0,0,0
2/13/21,6,2021,ND,20216ND,155375,144179,142242,96123,0,0
2/20/21,7,2021,ND,20217ND,198650,188496,182764,121161,0,0
2/27/21,8,2021,ND,20218ND,246570,225330,218508,142174,0,0
3/6/21,9,2021,ND,20219ND,299900,264133,255107,164433,88542,0
3/13/21,10,2021,ND,202110ND,344370,308699,297736,192137,106812,0
3/20/21,11,2021,ND,202111ND,390610,350706,337692,215512,125067,0
3/27/21,12,2021,ND,202112ND,437720,390760,376110,234208,144728,0
4/3/21,13,2021,ND,202113ND,490330,445669,426500,261321,172158,0
4/10/21,14,2021,ND,202114ND,547170,484807,462827,276426,198260,0
4/17/21,15,2021,ND,202115ND,590480,519718,495060,287805,221253,0
4/24/21,16,2021,ND,202116ND,626540,546923,520235,294090,240077,0
5/1/21,17,2021,ND,202117ND,645930,565496,537707,300087,251660,0
5/8/21,18,2021,ND,202118ND,654800,579625,550481,304640,260528,0
5/15/21,19,2021,ND,202119ND,664790,591193,561425,308900,267334,0
5/22/21,20,2021,ND,202120ND,676250,602639,572312,315058,272862,0
5/29/21,21,2021,ND,202121ND,688750,612414,581851,320506,277860,0
6/5/21,22,2021,ND,202122ND,695930,617712,587061,323461,280566,0
6/12/21,23,2021,ND,202123ND,702640,625615,594718,326910,285377,0
6/19/21,24,2021,ND,202124ND,709060,633888,602794,330359,290709,0
6/26/21,25,2021,ND,202125ND,713330,639763,608605,333061,294390,0
7/3/21,26,2021,ND,202126ND,718510,645162,614168,335749,297605,0
7/10/21,27,2021,ND,202127ND,725160,649073,618022,337774,299715,0
7/17/21,28,2021,ND,202128ND,726810,653238,622157,340136,301804,0
7/24/21,29,2021,ND,202129ND,730510,657493,626285,342707,303705,0
7/31/21,30,2021,ND,202130ND,738260,663565,632259,346776,305794,0
8/7/21,31,2021,ND,202131ND,761540,669607,638203,351005,307638,0
8/14/21,32,2021,ND,202132ND,767100,677097,645537,355988,310167,0
8/21/21,33,2021,ND,202133ND,779120,685018,653281,360785,313030,0
8/28/21,34,2021,ND,202134ND,843860,694983,662944,366118,316603,0
9/4/21,35,2021,ND,202135ND,865350,705488,673219,371650,320607,0
9/11/21,36,2021,ND,202136ND,871860,715795,683305,377170,324653,0
9/18/21,37,2021,ND,202137ND,903210,726179,693325,382239,329164,0
9/25/21,38,2021,ND,202138ND,916750,735317,702177,386250,333657,0
10/2/21,39,2021,ND,202139ND,932610,748366,714720,390040,338334,0
10/9/21,40,2021,ND,202140ND,955150,766061,731756,394696,342089,0
10/16/21,41,2021,ND,202141ND,975140,781106,746157,398213,345486,0
10/23/21,42,2021,ND,202142ND,997460,794806,760124,402197,348646,0
10/30/21,43,2021,ND,202143ND,1027300,803017,768168,405846,349728,0
12/19/20,51,2020,NE,202051NE,15600,5758,0,0,0,0
12/26/20,52,2020,NE,202052NE,63500,20845,0,0,0,0
1/2/21,53,2021,NE,202153NE,105900,34066,0,0,0,0
1/9/21,1,2021,NE,20211NE,143400,70163,0,0,0,0
1/16/21,2,2021,NE,20212NE,211200,95748,0,0,0,0
1/23/21,3,2021,NE,20213NE,238100,124069,0,0,0,0
1/30/21,4,2021,NE,20214NE,288375,167276,0,0,0,0
2/6/21,5,2021,NE,20215NE,346375,218405,0,0,0,0
2/13/21,6,2021,NE,20216NE,407500,273950,274285,189073,0,0
2/20/21,7,2021,NE,20217NE,482975,360582,358555,243408,0,0
2/27/21,8,2021,NE,20218NE,603210,443974,441384,294145,0,0
3/6/21,9,2021,NE,20219NE,712720,536126,533605,344638,186065,0
3/13/21,10,2021,NE,202110NE,833730,666329,664835,428913,247438,0
3/20/21,11,2021,NE,202111NE,941420,755802,754528,480879,286766,0
3/27/21,12,2021,NE,202112NE,1072470,858106,857865,553722,319276,0
4/3/21,13,2021,NE,202113NE,1271990,992251,993852,628371,385220,0
4/10/21,14,2021,NE,202114NE,1397550,1108135,1110758,699806,439263,0
4/17/21,15,2021,NE,202115NE,1556360,1256376,1260124,776160,525203,0
4/24/21,16,2021,NE,202116NE,1690180,1345536,1350319,813461,578601,0
5/1/21,17,2021,NE,202117NE,1787950,1413371,1419597,833686,627277,0
5/8/21,18,2021,NE,202118NE,1851220,1512386,1518820,857294,704020,0
5/15/21,19,2021,NE,202119NE,1912970,1584872,1591934,879897,756059,0
5/22/21,20,2021,NE,202120NE,1971150,1650062,1657311,910797,791775,0
5/29/21,21,2021,NE,202121NE,2007060,1694284,1701861,932999,815116,0
6/5/21,22,2021,NE,202122NE,2025850,1716051,1723878,943895,827019,0
6/12/21,23,2021,NE,202123NE,2051790,1753144,1761276,958124,850903,0
6/19/21,24,2021,NE,202124NE,2069710,1785205,1793764,968519,873346,0
6/26/21,25,2021,NE,202125NE,2087340,1848033,1856662,993413,910708,0
7/3/21,26,2021,NE,202126NE,2095470,1868928,1878007,1002506,924654,0
7/10/21,27,2021,NE,202127NE,2113750,1881281,1890561,1008017,931751,0
7/17/21,28,2021,NE,202128NE,2123080,1900664,1910044,1017418,941815,0
7/24/21,29,2021,NE,202129NE,2150430,1921174,1930714,1029112,950542,0
7/31/21,30,2021,NE,202130NE,2180670,1941405,1951100,1042509,957498,0
8/7/21,31,2021,NE,202131NE,2209340,1967513,1977403,1060618,965869,0
8/14/21,32,2021,NE,202132NE,2241940,1994310,2004055,1077904,975454,0
8/21/21,33,2021,NE,202133NE,2289590,2021896,2031251,1092395,986343,0
8/28/21,34,2021,NE,202134NE,2346170,2053762,2062707,1106883,1001038,0
9/4/21,35,2021,NE,202135NE,2402700,2080161,2088938,1117695,1014082,0
9/11/21,36,2021,NE,202136NE,2449070,2103069,2111549,1126401,1026129,0
9/18/21,37,2021,NE,202137NE,2484510,2126511,2134566,1135604,1038052,0
9/25/21,38,2021,NE,202138NE,2520470,2151349,2158685,1144194,1051353,0
10/2/21,39,2021,NE,202139NE,2579310,2174786,2181833,1150219,1058707,0
10/9/21,40,2021,NE,202140NE,2638790,2220772,2227398,1158913,1067981,0
10/16/21,41,2021,NE,202141NE,2682130,2250535,2256825,1164411,1074666,0
10/23/21,42,2021,NE,202142NE,2742330,2287849,2295623,1172411,1082184,0
10/30/21,43,2021,NE,202143NE,2833280,2335904,2343741,1179622,1087752,0
12/19/20,51,2020,NH,202051NH,10725,3189,0,0,0,0
12/26/20,52,2020,NH,202052NH,41750,9671,0,0,0,0
1/2/21,53,2021,NH,202153NH,59900,27189,0,0,0,0
1/9/21,1,2021,NH,20211NH,89375,50089,0,0,0,0
1/16/21,2,2021,NH,20212NH,127225,67230,0,0,0,0
1/23/21,3,2021,NH,20213NH,162950,89816,0,0,0,0
1/30/21,4,2021,NH,20214NH,217100,123740,0,0,0,0
2/6/21,5,2021,NH,20215NH,257700,161178,0,0,0,0
2/13/21,6,2021,NH,20216NH,311875,200675,204213,144349,0,0
2/20/21,7,2021,NH,20217NH,328525,250296,259206,178835,0,0
2/27/21,8,2021,NH,20218NH,412275,310769,322348,224347,0,0
3/6/21,9,2021,NH,20219NH,496675,371111,384929,270198,114388,0
3/13/21,10,2021,NH,202110NH,565165,450103,467645,327787,150592,0
3/20/21,11,2021,NH,202111NH,651805,514422,534766,368356,178005,0
3/27/21,12,2021,NH,202112NH,743355,586018,609082,403769,219594,0
4/3/21,13,2021,NH,202113NH,843385,764940,790580,545794,261125,0
4/10/21,14,2021,NH,202114NH,1003555,922666,950429,662538,313700,0
4/17/21,15,2021,NH,202115NH,1096375,1088613,1118302,788193,379776,0
4/24/21,16,2021,NH,202116NH,1227615,1123788,1153969,804407,399399,0
5/1/21,17,2021,NH,202117NH,1331925,1147521,1178721,823050,406448,0
5/8/21,18,2021,NH,202118NH,1422785,1144819,1177272,778356,449102,0
5/15/21,19,2021,NH,202119NH,1524445,1208010,1240070,810845,481364,0
5/22/21,20,2021,NH,202120NH,1644425,1335848,1370674,869618,556922,0
5/29/21,21,2021,NH,202121NH,1737915,1384917,1420740,811293,659065,0
6/5/21,22,2021,NH,202122NH,1763055,1419599,1455121,821289,684563,0
6/12/21,23,2021,NH,202123NH,1781735,1469474,1504273,830224,722159,0
6/19/21,24,2021,NH,202124NH,1806250,1497072,1531771,837462,743412,0
6/26/21,25,2021,NH,202125NH,1823180,1508338,1543844,840501,750783,0
7/3/21,26,2021,NH,202126NH,1829390,1546156,1581650,855203,770675,0
7/10/21,27,2021,NH,202127NH,1861060,1558796,1593407,861564,777226,0
7/17/21,28,2021,NH,202128NH,1874920,1570297,1604092,867145,783212,0
7/24/21,29,2021,NH,202129NH,1892300,1580696,1613744,872858,787909,0
7/31/21,30,2021,NH,202130NH,1913200,1591970,1624417,879775,792278,0
8/7/21,31,2021,NH,202131NH,1930610,1604166,1635711,887717,796594,0
8/14/21,32,2021,NH,202132NH,1950350,1617808,1643549,893628,799301,0
8/21/21,33,2021,NH,202133NH,1990190,1668390,1688040,902245,805218,0
8/28/21,34,2021,NH,202134NH,2022850,1681013,1699807,909747,809895,0
9/4/21,35,2021,NH,202135NH,2048340,1700039,1717409,919871,817432,0
9/11/21,36,2021,NH,202136NH,2075770,1710339,1727187,925273,821825,0
9/18/21,37,2021,NH,202137NH,2121680,1725773,1741610,933379,828663,0
9/25/21,38,2021,NH,202138NH,2136190,1737171,1752217,939341,833421,0
10/2/21,39,2021,NH,202139NH,2149080,1759007,1771834,954715,837196,0
10/9/21,40,2021,NH,202140NH,2190590,1829623,1834194,973014,842567,0
10/16/21,41,2021,NH,202141NH,2231710,1853147,1855778,987473,847000,0
10/23/21,42,2021,NH,202142NH,2266650,1878947,1879523,1004338,851413,0
10/30/21,43,2021,NH,202143NH,2353890,1913579,1913198,1034011,854174,0
12/19/20,51,2020,NJ,202051NJ,61425,5352,0,0,0,0
12/26/20,52,2020,NJ,202052NJ,279900,41628,0,0,0,0
1/2/21,53,2021,NJ,202153NJ,403975,94767,0,0,0,0
1/9/21,1,2021,NJ,20211NJ,577750,195339,0,0,0,0
1/16/21,2,2021,NJ,20212NJ,657800,347277,0,0,0,0
1/23/21,3,2021,NJ,20213NJ,989900,500889,0,0,0,0
1/30/21,4,2021,NJ,20214NJ,1232525,768944,0,0,0,0
2/6/21,5,2021,NJ,20215NJ,1480825,1041289,0,0,0,0
2/13/21,6,2021,NJ,20216NJ,1775575,1309703,1374614,1009463,0,0
2/20/21,7,2021,NJ,20217NJ,1809900,1648599,1730781,1206106,0,0
2/27/21,8,2021,NJ,20218NJ,2508320,2008524,2098608,1385622,0,0
3/6/21,9,2021,NJ,20219NJ,3070400,2478696,2582949,1712715,859326,0
3/13/21,10,2021,NJ,202110NJ,3577765,3011319,3128905,2090835,1063758,0
3/20/21,11,2021,NJ,202111NJ,4147575,3514899,3639690,2430590,1258003,0
3/27/21,12,2021,NJ,202112NJ,4794085,4053945,4196408,2774867,1491691,0
4/3/21,13,2021,NJ,202113NJ,5517655,4766910,4927895,3173887,1849501,0
4/10/21,14,2021,NJ,202114NJ,6362455,5495689,5673731,3619470,2236169,0
4/17/21,15,2021,NJ,202115NJ,7169475,6188717,6388154,4035544,2600534,0
4/24/21,16,2021,NJ,202116NJ,7963795,6826763,7044408,4362697,2930275,0
5/1/21,17,2021,NJ,202117NJ,8769795,7381197,7613543,4615887,3253642,0
5/8/21,18,2021,NJ,202118NJ,9490755,7858549,8101508,4784711,3592009,0
5/15/21,19,2021,NJ,202119NJ,10138285,8300824,8552253,4957429,3889378,0
5/22/21,20,2021,NJ,202120NJ,10712655,8724828,8984626,5157479,4135717,0
5/29/21,21,2021,NJ,202121NJ,10967205,9045800,9311679,5324458,4307649,0
6/5/21,22,2021,NJ,202122NJ,11166665,9238253,9508526,5423245,4414559,0
6/12/21,23,2021,NJ,202123NJ,11300805,9559315,9832417,5550116,4623291,0
6/19/21,24,2021,NJ,202124NJ,11412635,9837200,10118026,5647708,4813294,0
6/26/21,25,2021,NJ,202125NJ,11528195,9724314,10022301,5539266,4817349,0
7/3/21,26,2021,NJ,202126NJ,11580045,9907493,10208181,5610958,4937662,0
7/10/21,27,2021,NJ,202127NJ,11720885,10013126,10315843,5663676,4997066,0
7/17/21,28,2021,NJ,202128NJ,11777795,10119780,10425112,5718426,5055892,0
7/24/21,29,2021,NJ,202129NJ,11976485,10239436,10547345,5785185,5116572,0
7/31/21,30,2021,NJ,202130NJ,12103035,10380457,10691445,5862753,5187136,0
8/7/21,31,2021,NJ,202131NJ,12271555,10503399,10818254,5944452,5237225,0
8/14/21,32,2021,NJ,202132NJ,12481395,10630697,10948967,6025025,5292288,0
8/21/21,33,2021,NJ,202133NJ,12774075,10786503,11106877,6106240,5357523,0
8/28/21,34,2021,NJ,202134NJ,13027115,10947636,11270196,6184301,5431392,0
